sequence	16S_rRNA_Count	metadata_NSTI
ASV001048	1	0.052351999999999996
ASV001767	1	0.053299
ASV000900	1	0.058419000000000006
ASV001464	1	0.00015
ASV000678	1	0.018185
ASV001733	1	0.04703
ASV002395	6	0.5871930000000001
ASV016352	6	0.5871930000000001
ASV012425	6	0.5871930000000001
ASV008877	6	0.5871930000000001
ASV008865	6	0.5871930000000001
ASV007561	6	0.5871930000000001
ASV006326	6	0.5871930000000001
ASV006264	6	0.5871930000000001
ASV005573	6	0.5871930000000001
ASV004632	6	0.5871930000000001
ASV004037	6	0.5871930000000001
ASV002965	6	0.5871930000000001
ASV002420	6	0.5871930000000001
ASV000355	6	0.5871930000000001
ASV001658	6	0.5871930000000001
ASV001639	6	0.5871930000000001
ASV001433	6	0.5871930000000001
ASV001277	6	0.5871930000000001
ASV001256	6	0.5871930000000001
ASV001176	6	0.5871930000000001
ASV001134	6	0.5871930000000001
ASV001129	6	0.5871930000000001
ASV001095	6	0.5871930000000001
ASV001078	6	0.5871930000000001
ASV000761	6	0.5871930000000001
ASV000399	6	0.5871930000000001
ASV001385	2	0.513316
ASV007580	2	0.537292
ASV007566	2	0.5033920000000001
ASV000856	2	0.496241
ASV000577	2	0.480462
ASV000521	2	0.4868
ASV003152	2	0.504216
ASV000690	2	0.49053199999999997
ASV001232	2	0.5292279999999999
ASV002172	2	0.491192
ASV007814	2	0.48197799999999996
ASV004125	2	0.48449899999999996
ASV001390	1	0.057687999999999996
ASV002819	7	0.000101
ASV006156	6	0.013463
ASV000409	1	0.023321
ASV000684	1	0.041592000000000004
ASV002291	1	0.017581
ASV000154	1	0.007358
ASV000510	1	0.008898
ASV001898	1	0.016381
ASV001674	1	0.027031
ASV004428	1	0.036426
ASV016287	1	0.128423
ASV001608	1	0.135756
ASV007253	1	0.10314000000000001
ASV000991	1	0.082991
ASV001351	1	0.085549
ASV000960	1	0.08469299999999999
ASV000183	1	0.006823999999999999
ASV000174	1	0.112426
ASV001214	1	0.112426
ASV004031	1	0.12791
ASV000561	1	0.003304
ASV000233	1	0.001707
ASV002267	1	0.066736
ASV000373	1	0.001709
ASV000428	1	0.003375
ASV000776	1	0.008418
ASV000843	1	0.003375
ASV001052	1	0.00505
ASV001582	1	0.010162000000000001
ASV001813	1	0.011871
ASV003505	1	0.015318
ASV003652	1	0.008419
ASV005055	1	0.027748000000000002
ASV000855	1	0.020554
ASV004922	1	0.055851
ASV001160	1	0.043198
ASV001805	1	0.075205
ASV011286	1	0.080979
ASV006217	1	0.094595
ASV002123	1	0.065475
ASV002366	1	0.063309
ASV011326	1	0.07016900000000001
ASV004423	1	0.011617
ASV000620	1	0.010153
ASV004066	1	0.015304
ASV000215	1	0.012853
ASV000601	1	0.011058
ASV001075	1	0.043048
ASV000289	1	0.04233
ASV000681	1	0.040133999999999996
ASV001027	1	0.001713
ASV002927	1	0.044355
ASV011810	1	0.128968
ASV000962	1	0.053728
ASV005800	1	0.040357
ASV000018	1	0.021214
ASV003393	1	0.06300599999999999
ASV007582	1	0.171484
ASV002694	1	0.101536
ASV008878	1	0.083494
ASV008409	1	0.098761
ASV002650	1	0.083624
ASV001868	1	0.097308
ASV001172	1	0.081609
ASV000147	1	0.079752
ASV007805	1	0.097722
ASV007557	1	0.099445
ASV006029	1	0.08783400000000001
ASV003614	1	0.078144
ASV007541	1	0.110971
ASV002469	1	0.08705399999999999
ASV002017	1	0.08217100000000001
ASV001927	1	0.064959
ASV001476	1	0.088959
ASV001391	1	0.084996
ASV001126	1	0.061503999999999996
ASV001102	1	0.084098
ASV000805	1	0.08161900000000001
ASV000229	1	0.07975299999999999
ASV000049	1	0.083501
ASV002940	1	0.024624
ASV011807	1	0.038588
ASV004123	1	0.03653
ASV001940	1	0.051717
ASV006408	1	0.06073200000000001
ASV001392	1	0.062398
ASV005756	1	0.105136
ASV003211	1	0.006036
ASV011284	1	0.013344
ASV011307	1	0.051713999999999996
ASV004852	1	0.023774
ASV009958	6	0.07669
ASV000193	6	0.0033640000000000002
ASV003093	6	0.045691
ASV006776	6	0.031183
ASV000267	6	0.005052
ASV002489	6	0.008431999999999999
ASV000062	6	0.001703
ASV000643	6	0.005033
ASV001159	6	0.005036
ASV001231	6	0.009634
ASV007548	1	0.15698900000000002
ASV000789	1	0.048614
ASV000762	1	0.05549400000000001
ASV001114	1	0.062877
ASV000572	1	0.048394
ASV001804	1	0.045857
ASV006262	1	0.059374
ASV000122	1	0.016663999999999998
ASV001563	1	0.020022
ASV000862	1	0.020036
ASV000182	1	0.033962
ASV000889	1	0.035564
ASV006922	1	0.035563
ASV001049	1	0.035563
ASV000476	1	0.037142
ASV000872	1	0.037182
ASV005288	1	0.062203999999999995
ASV011315	1	0.071864
ASV008875	1	0.048023
ASV008405	1	0.06411
ASV007552	1	0.05819
ASV007551	1	0.083835
ASV005364	1	0.077549
ASV000072	1	0.032605
ASV004261	1	0.044517
ASV003266	1	0.056799
ASV002815	1	0.07563500000000001
ASV002367	1	0.075851
ASV002363	1	0.058697000000000006
ASV002015	1	0.066278
ASV001944	1	0.066082
ASV001592	1	0.072155
ASV001320	1	0.081576
ASV001098	1	0.055033000000000006
ASV001046	1	0.046269
ASV000840	1	0.00663
ASV002399	1	0.015096
ASV004477	1	0.020239
ASV000105	1	0.004956
ASV001007	1	0.008298999999999999
ASV000629	1	0.015074
ASV000284	1	0.006623
ASV016278	1	0.038326
ASV005308	1	0.055485
ASV004599	1	0.037261
ASV004253	1	0.035028
ASV003146	1	0.054173
ASV011248	1	0.049671
ASV012445	1	0.063987
ASV002160	1	0.052027
ASV002136	1	0.056184000000000005
ASV001649	1	0.044471
ASV001477	1	0.036581
ASV001445	1	0.06269
ASV000679	1	0.042587
ASV000516	1	0.046363999999999995
ASV000181	1	0.044471
ASV004940	1	0.144867
ASV006788	1	0.125157
ASV011808	3	0.086103
ASV011302	3	0.102752
ASV001426	1	0.0031260000000000003
ASV000319	1	0.019052
ASV000722	1	0.0031079999999999997
ASV002512	2	0.06313400000000001
ASV003821	2	0.046763
ASV016359	2	0.06538
ASV000190	1	0.003166
ASV002089	1	0.070984
ASV006452	1	0.12179100000000001
ASV009408	1	0.114126
ASV005789	1	0.106656
ASV005905	1	0.102136
ASV005761	1	0.135249
ASV008863	1	0.146385
ASV005178	1	0.042934
ASV005194	1	0.185829
ASV009947	1	0.122022
ASV003071	1	0.072396
ASV002594	1	0.081126
ASV002319	1	0.100195
ASV001854	1	0.12011199999999998
ASV001672	1	0.047017
ASV001422	1	0.0691
ASV000621	1	0.046303
ASV000272	1	0.017967
ASV000043	1	0.088688
ASV000020	1	0.018383
ASV002886	1	0.112812
ASV000098	1	0.005025
ASV000126	1	0.038662
ASV000859	1	0.052025999999999996
ASV008860	1	0.013494999999999998
ASV009960	1	0.057588
ASV009965	1	0.044088999999999996
ASV003224	1	0.004961
ASV002725	1	0.015987
ASV002505	1	0.004973
ASV005383	1	0.019272
ASV004900	1	0.061073
ASV004329	1	0.05500599999999999
ASV004495	2	0.101716
ASV000663	1	0.030357
ASV001773	1	0.038956
ASV005718	1	0.251824
ASV009963	1	0.251824
ASV005898	1	0.133248
ASV000011	1	0.017998
ASV007870	1	0.031121
ASV000941	1	0.013341
ASV006771	1	0.026264999999999997
ASV001011	1	0.044853
ASV000860	1	0.039976
ASV012436	1	0.0703
ASV005684	1	0.068367
ASV006790	1	0.06916599999999999
ASV002486	1	0.03797
ASV003734	1	0.032811
ASV002113	1	0.04508
ASV008356	1	0.070444
ASV006703	1	0.075616
ASV001866	1	0.034144
ASV001587	1	0.039915
ASV000598	1	0.008196
ASV007066	1	0.056548
ASV001778	1	0.067471
ASV003733	1	0.06970599999999999
ASV009414	1	0.142102
ASV005009	1	0.142102
ASV000757	1	0.067731
ASV009954	1	0.030049
ASV012416	1	0.149257
ASV003149	1	0.060211
ASV004648	1	0.078872
ASV000060	1	0.049248
ASV000708	1	0.146244
ASV005682	1	0.11772
ASV000059	1	0.013761
ASV000093	1	0.00839
ASV001045	1	0.001713
ASV000037	1	0.008414
ASV000707	1	0.011812999999999999
ASV000772	1	0.0068379999999999995
ASV000326	1	0.046572
ASV000500	4	0.057226
ASV000208	2	0.001703
ASV000082	1	0.022918
ASV000033	1	0.0017050000000000001
ASV001024	1	0.054081
ASV000672	1	0.010819
ASV001465	1	0.11868800000000002
ASV000493	1	0.0017
ASV000713	1	0.005211
ASV000324	5	0.0173
ASV000602	5	0.019118
ASV003596	3	0.04432
ASV000107	2	0.001695
ASV000829	1	0.141454
ASV000376	2	0.0028309999999999997
ASV000025	1	0.039605
ASV000363	1	0.04145
ASV003579	4	0.041561
ASV002030	1	0.01326
ASV011250	1	0.043920999999999995
ASV004673	1	5.760414
ASV001427	2	0.001638
ASV000232	1	0.001685
ASV000036	1	0.009669
ASV000309	1	0.348544
ASV000352	1	0.354218
ASV007807	1	0.11721400000000001
ASV001621	1	0.045406999999999996
ASV000305	1	0.015078999999999999
ASV001150	1	0.023637000000000002
ASV000769	1	0.047962
ASV000256	1	0.00015
ASV001498	1	0.008428
ASV000456	1	0.016163
ASV001517	1	0.203571
ASV001289	1	0.203571
ASV016351	1	0.092124
ASV000907	1	0.095593
ASV004942	1	0.099734
ASV002153	1	0.099987
ASV000137	1	0.088536
ASV001097	1	0.094932
ASV000160	1	0.090376
ASV004721	1	0.095171
ASV000613	1	0.096829
ASV000647	1	0.076042
ASV002524	1	0.062480999999999995
ASV000080	1	0.00015
ASV001364	1	0.017053
ASV001704	1	0.023216
ASV001851	1	0.026659
ASV000413	1	0.028359
ASV000427	1	0.027181
ASV000858	1	0.00015
ASV001321	2	0.015169
ASV002325	2	0.062393
ASV005292	2	0.013611000000000002
ASV000087	2	0.00015
ASV000496	2	0.008405
ASV006398	2	0.010098000000000001
ASV000886	1	0.07144099999999999
ASV003284	1	0.061624
ASV003997	1	0.238734
ASV000250	1	0.132943
ASV001968	1	0.049148000000000004
ASV000591	1	0.010709999999999999
ASV000701	1	0.011452
ASV001779	1	0.038396
ASV000074	1	0.188177
ASV001083	1	0.050631
ASV003781	1	0.266365
ASV002704	1	0.284467
ASV002728	1	0.257537
ASV000261	1	0.244907
ASV001086	1	0.269384
ASV003720	1	0.184401
ASV000551	1	0.043269999999999996
ASV000821	3	0.001716
ASV001408	3	0.048583
ASV012408	1	0.079874
ASV001835	1	0.056326999999999995
ASV001419	1	0.070502
ASV003554	1	0.067732
ASV002754	1	0.034707999999999996
ASV002560	1	0.043072000000000006
ASV002302	1	0.035765
ASV005176	1	0.052437
ASV004124	1	0.048714
ASV003819	1	0.075238
ASV003811	1	0.040103
ASV004839	1	0.058213
ASV001146	1	0.030789999999999998
ASV000069	1	0.05687999999999999
ASV001124	1	0.037945
ASV001721	1	0.031498000000000005
ASV000609	1	0.058759000000000006
ASV003260	1	0.048833
ASV000771	1	0.056927
ASV002304	1	0.064763
ASV006188	1	0.043512
ASV003256	1	0.043455
ASV000869	1	0.033206
ASV005892	1	0.056951
ASV007861	1	0.058694
ASV002298	1	0.042843
ASV002551	1	0.054702
ASV007069	1	0.056731
ASV002888	1	0.030541000000000002
ASV004430	1	0.0219
ASV000042	1	0.015072
ASV000339	1	0.016685
ASV006693	1	0.045031
ASV000658	1	0.053117
ASV000924	1	0.050684
ASV000231	1	0.017391999999999998
ASV002287	1	0.066063
ASV001092	1	0.022137
ASV000285	1	0.016776
ASV001710	1	0.021949
ASV000599	1	0.011648
ASV000342	1	0.060024
ASV001794	1	0.066067
ASV000768	1	0.05349400000000001
ASV000418	1	0.057539
ASV002283	1	0.063542
ASV001017	1	0.052854
ASV003478	1	0.044754
ASV002568	1	0.032659
ASV003477	1	0.06230700000000001
ASV012430	1	0.040044
ASV001499	1	0.050144
ASV001543	1	0.082062
ASV001185	1	0.056088
ASV004167	1	0.327986
ASV002679	1	0.483073
ASV000811	1	0.062189999999999995
ASV000955	1	0.021800999999999997
ASV002548	1	0.011645
ASV001415	1	0.214533
ASV001091	1	0.201746
ASV002631	1	0.067472
ASV000950	1	0.065334
ASV002849	1	0.062201
ASV008414	1	0.065357
ASV012424	1	0.06602000000000001
ASV006701	1	0.057638
ASV000010	1	0.008662999999999999
ASV000172	1	0.005992
ASV003109	1	0.054183
ASV003209	1	0.062798
ASV001417	1	0.030243
ASV002414	1	0.022802
ASV009357	1	0.088335
ASV003736	1	0.046818
ASV003818	1	0.062277
ASV012429	1	0.044988
ASV001856	1	0.069022
ASV000501	1	0.045998000000000004
ASV001792	1	0.046296
ASV001764	1	0.048661
ASV000763	1	0.07435
ASV006377	1	0.073314
ASV000022	1	0.079532
ASV012437	1	0.096222
ASV002533	1	0.125827
ASV009416	1	0.035404000000000005
ASV000819	1	0.062951
ASV000899	1	0.035019
ASV008874	1	0.05475599999999999
ASV004331	1	0.086372
ASV003227	1	0.044074
ASV002681	1	0.020855000000000002
ASV002110	1	0.074477
ASV002266	1	0.07409199999999999
ASV002640	1	0.054514
ASV001486	1	0.045784
ASV001260	1	0.045229000000000005
ASV001184	1	0.07434099999999999
ASV001109	1	0.041264
ASV005495	1	0.010872
ASV000799	1	0.068875
ASV003496	1	0.10784
ASV000545	1	0.049937999999999996
ASV003834	1	0.03855
ASV000410	1	0.032723
ASV004327	1	0.022535
ASV000014	1	0.0054280000000000005
ASV004454	1	0.05241900000000001
ASV009361	1	0.033013
ASV007788	1	0.062788
ASV004537	1	0.053333000000000005
ASV012162	1	0.013751
ASV000123	1	0.000101
ASV000863	1	0.044856
ASV000933	1	0.060224
ASV001521	1	0.012033
ASV004560	1	0.109392
ASV012419	1	0.031843
ASV000765	1	0.009845999999999999
ASV000743	1	0.0461
ASV001229	1	0.039789
ASV016321	1	0.08971
ASV002000	1	0.049679
ASV001211	1	0.055959
ASV000254	1	0.082474
ASV003712	1	0.078939
ASV000949	1	0.075786
ASV009359	1	0.049011
ASV003690	1	0.077211
ASV012439	1	0.084664
ASV016328	1	0.068732
ASV000367	1	0.037324
ASV000402	1	0.037282
ASV000509	1	0.060961
ASV001207	1	0.051695000000000005
ASV001287	1	0.048799
ASV001780	1	0.08354199999999999
ASV001833	1	0.037158
ASV001844	1	0.015128999999999998
ASV003017	1	0.031495
ASV004711	1	0.048764999999999996
ASV005715	1	0.042083999999999996
ASV005726	1	0.029418
ASV007869	1	0.07649500000000001
ASV009360	1	0.045835
ASV003120	1	0.083078
ASV016357	1	0.09010399999999999
ASV016325	1	0.050738
ASV012447	1	0.043167000000000004
ASV012152	1	0.094886
ASV011805	1	0.061645000000000005
ASV009957	1	0.056798
ASV004977	1	0.049047
ASV004952	1	0.06509
ASV004110	1	0.054457000000000005
ASV003852	1	0.085128
ASV003435	1	0.105201
ASV000016	1	0.07799299999999999
ASV003104	1	0.051855
ASV002515	1	0.094028
ASV001925	1	0.07279400000000001
ASV001915	1	0.16031800000000002
ASV001800	1	0.055461
ASV001760	1	0.0861
ASV001384	1	0.045263
ASV001373	1	0.036385
ASV001151	1	0.074744
ASV000920	1	0.074861
ASV000130	1	0.005432
ASV007053	1	0.09475399999999999
ASV002516	1	0.020592
ASV012165	1	0.11651800000000001
ASV000416	1	0.00015
ASV000861	1	0.07914500000000001
ASV002059	1	0.038600999999999996
ASV001034	1	0.339037
ASV003539	1	0.339037
ASV000469	1	0.339037
ASV001148	1	0.339037
ASV002068	1	0.339037
ASV000436	1	0.339037
ASV001781	1	0.339037
ASV000209	1	0.19262
ASV004779	1	0.196743
ASV001266	1	0.195571
ASV006353	1	0.20512399999999997
ASV005742	2	0.041093
ASV003749	2	0.041496
ASV003747	2	0.035056
ASV003890	1	0.019106
ASV000133	1	0.0063490000000000005
ASV000223	1	0.0044210000000000005
ASV000032	1	0.013522
ASV000744	1	0.022285
ASV000314	1	0.056232000000000004
ASV000927	1	0.051975
ASV003165	1	0.00015
ASV005211	1	0.02717
ASV004824	1	0.027212
ASV003455	1	0.027213
ASV007865	1	0.016796000000000002
ASV012444	1	0.068195
ASV006691	1	0.07669400000000001
ASV000064	1	0.00175
ASV006694	1	0.008877
ASV003726	1	0.008881
ASV000148	1	0.046103
ASV000688	1	0.05388
ASV007808	1	0.029119
ASV004179	1	0.036364999999999995
ASV000892	1	0.020322
ASV003790	1	0.010046
ASV005224	1	0.005014
ASV000268	1	0.009621
ASV000841	1	0.011243000000000001
ASV001310	1	0.011249
ASV002225	1	0.012905000000000002
ASV000848	1	0.012905000000000002
ASV001307	1	0.034934
ASV001603	1	0.009943
ASV001803	1	0.011321
ASV001276	1	0.050656
ASV000344	1	0.080457
ASV000124	1	0.082885
ASV000035	1	0.038445
ASV003627	1	0.000101
ASV001768	1	0.025224
ASV001849	2	0.013241999999999999
ASV003748	2	0.01661
ASV000056	2	0.000101
ASV004225	2	0.013373
ASV012415	1	0.054778
ASV001510	2	0.032594
ASV000121	1	0.023438999999999998
ASV000694	1	0.035181
ASV001073	1	0.054110000000000005
ASV005996	1	0.108617
ASV004708	1	0.22232800000000003
ASV016319	1	0.041460000000000004
ASV000934	2	0.14351
ASV002115	1	0.000101
ASV011314	1	0.016952000000000002
ASV002185	1	0.010023
ASV000535	1	0.00015
ASV006218	1	0.05915
ASV005451	1	0.0276
ASV016342	1	0.09253600000000001
ASV004908	1	0.003249
ASV000495	1	0.040780000000000004
ASV016353	1	0.076556
ASV002487	1	0.038954
ASV005347	1	0.061167
ASV000770	1	0.018389
ASV006228	1	0.006653
ASV008076	1	0.059488
ASV003888	1	0.070797
ASV000477	1	0.00015
ASV011306	2	0.008307
ASV000432	2	0.000101
ASV003856	1	0.016648
ASV001180	1	0.01494
ASV001032	1	0.000101
ASV001997	1	0.000101
ASV002507	1	0.0112
ASV000351	1	0.033535
ASV007811	1	0.070785
ASV001064	2	0.060052
ASV000766	2	0.008357
ASV001530	2	0.00015
ASV004746	1	0.023905000000000003
ASV001843	1	0.06622
ASV005557	1	0.08419199999999999
ASV008473	1	0.07324800000000001
ASV000644	1	0.034985
ASV000106	1	0.0017230000000000001
ASV003489	2	0.0017519999999999999
ASV008479	1	0.089037
ASV001413	5	0.064051
ASV000702	5	0.006736
ASV000820	1	0.05594
ASV000779	1	0.044433
ASV001597	1	0.050418
ASV001743	1	0.050591000000000004
ASV000165	1	0.05099
ASV000603	1	0.06994199999999999
ASV000865	1	0.059316999999999995
ASV011303	1	0.098276
ASV000449	1	0.03988
ASV001466	1	0.030289999999999997
ASV004237	1	0.061937
ASV003485	1	0.025502
ASV002227	1	0.009969
ASV002466	1	0.006745
ASV000750	1	0.008256
ASV005370	1	0.055289
ASV000826	1	0.002762
ASV001480	1	0.006698000000000001
ASV000617	1	0.034801
ASV004547	1	0.031256
ASV001429	1	0.064089
ASV002450	1	0.040443
ASV002974	1	0.05196799999999999
ASV001248	1	0.040527
ASV001580	1	0.031383999999999995
ASV004303	1	0.038636000000000004
ASV000727	1	0.024025
ASV001574	1	0.064334
ASV001274	1	0.033204000000000004
ASV006286	1	0.08559299999999999
ASV001254	1	0.056046000000000006
ASV001929	1	0.049872
ASV002542	1	0.040651
ASV003035	1	0.024105
ASV000310	1	0.006686
ASV005274	1	0.008406
ASV000009	1	0.000101
ASV002437	1	0.010071
ASV001560	1	0.008322
ASV001334	1	0.052292
ASV000610	1	0.052295
ASV005452	1	0.056337
ASV001875	1	0.000101
ASV001469	1	0.010084000000000001
ASV004502	1	0.052289999999999996
ASV017994	1	0.098692
ASV001719	1	0.115
ASV001333	1	0.10879100000000001
ASV003611	1	0.006203
ASV000425	1	0.006790000000000001
ASV000874	1	0.003114
ASV001628	1	0.005085
ASV000979	2	0.016654
ASV001879	2	0.010013
ASV000543	2	0.006755
ASV000796	2	0.05832999999999999
ASV000724	1	0.00015
ASV001908	2	0.008459999999999999
ASV000966	5	0.00015
ASV002470	4	0.065595
ASV001508	1	0.05946
ASV001425	1	0.00015
ASV000996	4	0.000101
ASV002444	1	0.055984000000000006
ASV002149	1	0.00015
ASV001202	2	0.005053
ASV000695	2	0.00015
ASV005727	1	0.060947
ASV004813	2	0.008297
ASV003964	1	0.058272000000000004
ASV011258	1	0.041219
ASV007569	1	0.052263
ASV003021	1	0.090523
ASV002969	1	0.0032159999999999997
ASV006250	1	0.032658
ASV000867	1	0.083896
ASV000764	1	0.046245
ASV001855	1	0.039057999999999995
ASV016337	1	0.040846
ASV002016	1	0.035567
ASV000473	1	0.003394
ASV001478	1	0.00015
ASV005453	2	0.042194
ASV002327	1	0.004985
ASV002906	1	0.01007
ASV000210	1	0.0034159999999999998
ASV002401	1	0.017083
ASV000235	1	0.001713
ASV001036	1	0.006770999999999999
ASV002033	1	0.003389
ASV000515	1	0.00015
ASV002069	1	0.0033979999999999995
ASV001978	1	0.074257
ASV016284	1	0.082548
ASV004155	1	0.071328
ASV000857	1	0.050053
ASV000597	1	0.046632
ASV002010	1	0.044920999999999996
ASV000837	1	0.04834
ASV002992	1	0.061359000000000004
ASV005502	1	0.062219000000000003
ASV004254	1	0.064096
ASV002168	1	0.118449
ASV001783	1	0.083713
ASV000661	1	0.050054
ASV008590	1	0.07069500000000001
ASV007000	1	0.07797899999999999
ASV003055	1	0.08568200000000001
ASV000792	1	0.063316
ASV000622	1	0.05970399999999999
ASV000150	1	0.063316
ASV001404	1	0.030101999999999997
ASV000226	1	0.021763
ASV016283	1	0.037435
ASV007512	1	0.06232000000000001
ASV002701	1	0.057392
ASV002178	1	0.055683
ASV003385	1	0.05736
ASV000783	1	0.065862
ASV000835	1	0.094804
ASV000895	1	0.09915299999999999
ASV002859	1	0.11300299999999999
ASV005728	1	0.047768
ASV000369	1	0.038909
ASV000247	1	0.035836
ASV000085	1	0.035766
ASV002709	1	0.039169
ASV006406	1	0.074837
ASV001142	1	0.062163
ASV001886	1	0.064078
ASV004832	1	0.064803
ASV000846	1	0.003304
ASV002768	1	0.009969
ASV000818	1	0.000101
ASV000071	1	0.000101
ASV000136	1	0.046011
ASV000175	1	0.018673
ASV002822	1	0.022168
ASV002873	1	0.045495999999999995
ASV005247	1	0.077999
ASV005679	1	0.020436000000000003
ASV003070	1	0.030358
ASV006778	1	0.063763
ASV006243	1	0.052827
ASV000027	1	0.027586000000000003
ASV001138	1	0.044410000000000005
ASV001641	1	0.026979000000000003
ASV000612	1	0.018244
ASV004773	1	0.014537000000000001
ASV000564	2	0.034755
ASV000125	2	0.000101
ASV000177	2	0.049915
ASV000732	2	0.04212
ASV000733	2	0.02932
ASV000738	2	0.008327
ASV000780	2	0.051626
ASV001182	2	0.046582
ASV001450	2	0.049976
ASV002211	2	0.008313
ASV008866	2	0.032705
ASV005062	1	0.059663
ASV001453	1	0.025651
ASV002305	1	0.045988
ASV000537	1	0.045906999999999996
ASV000216	1	0.00015
ASV000552	2	0.003346
ASV000957	2	0.049901
ASV005717	1	0.063111
ASV002027	1	0.016694
ASV000259	1	0.011542
ASV003245	1	0.288513
ASV005175	1	0.288513
ASV005863	1	0.288513
ASV008102	1	0.288513
ASV004415	1	0.288513
ASV003804	1	0.045817000000000004
ASV000716	1	0.005028
ASV001000	1	0.0017010000000000003
ASV002253	1	0.023445
ASV000194	1	0.047927
ASV012412	1	0.029199
ASV004825	1	0.047906
ASV004683	1	0.040172
ASV001382	1	0.013415
ASV000785	1	0.046032
ASV000526	1	0.047942
ASV000280	1	0.004968
ASV000168	1	0.000101
ASV002830	1	0.051752
ASV000166	1	0.018555000000000002
ASV000117	1	0.003304
ASV000045	1	0.011687000000000001
ASV016324	1	0.057551
ASV008587	1	0.034587
ASV000095	1	0.055617999999999994
ASV002823	1	0.02203
ASV001893	1	0.020286000000000002
ASV001014	1	0.027364
ASV000387	1	0.023772
ASV000406	1	0.034621
ASV002732	1	0.05393099999999999
ASV002418	1	0.051815
ASV004686	1	0.036412
ASV000528	1	0.0016879999999999998
ASV016322	1	0.017006
ASV000533	1	0.00015
ASV000807	1	0.097005
ASV000931	1	0.066275
ASV002645	1	0.081059
ASV003080	1	0.065251
ASV008070	1	0.082439
ASV001482	1	0.071147
ASV000151	4	0.000101
ASV000467	2	0.008348999999999999
ASV001536	2	0.022195
ASV003674	2	0.059701
ASV005355	2	0.027792
ASV001203	2	0.044818000000000004
ASV003882	2	0.022696
ASV001817	2	0.048151
ASV016354	2	0.027335
ASV000677	2	0.017472
ASV000382	2	0.014331
ASV000967	2	0.025747000000000003
ASV000295	2	0.022251
ASV000034	2	0.010268000000000001
ASV000433	2	0.013719
ASV000161	2	0.018837
ASV002260	2	0.084689
ASV011272	2	0.043792000000000005
ASV002933	1	0.040077999999999996
ASV001988	1	0.00015
ASV002468	1	0.036659
ASV000030	1	0.102586
ASV000357	1	0.022184
ASV000356	1	0.018904
ASV000051	1	0.00015
ASV000461	1	0.050227
ASV000485	1	0.00015
ASV001999	1	0.048066000000000005
ASV000464	1	0.0034219999999999997
ASV002723	1	0.029115
ASV000666	1	0.059565
ASV000058	1	0.028738999999999997
ASV000083	11	0.00015
ASV000637	11	0.048485
ASV001848	11	0.053689999999999995
ASV000424	1	0.018789
ASV000365	1	0.000101
ASV000024	1	0.018374
ASV000570	3	0.011809
ASV000195	1	0.025211
ASV000050	1	0.00015
ASV000439	1	0.03865
ASV000380	1	0.000101
ASV000067	1	0.000101
ASV000711	1	0.044155
ASV000170	1	0.000101
ASV000480	1	0.054196
ASV000047	1	0.011349
ASV000576	1	0.00015
ASV000292	1	0.172928
ASV000559	1	0.17849
ASV000482	2	0.103156
ASV016326	2	0.152311
ASV000587	2	0.065384
ASV003981	1	0.091835
ASV001985	1	0.073379
ASV000140	1	0.070707
ASV001265	1	0.078641
ASV000213	1	0.005028
ASV003559	1	0.037748000000000004
ASV002094	1	0.052599
ASV000498	1	0.040128
ASV001284	1	0.047126999999999995
ASV000522	1	0.171182
ASV001040	1	0.20560900000000001
ASV000068	1	0.01815
ASV006214	2	0.33776799999999996
ASV001367	2	0.331131
ASV003445	2	0.29978499999999997
ASV000453	2	0.22107399999999996
ASV002338	2	0.22107399999999996
ASV000850	2	0.27992
ASV001974	2	0.352633
ASV001318	2	0.33853099999999997
ASV002221	2	0.33251
ASV000654	2	0.265059
ASV001225	2	0.287326
ASV003902	2	0.31214200000000003
ASV005384	2	0.326085
ASV000293	2	0.19031199999999998
ASV000698	2	0.19031199999999998
ASV003058	1	0.057990999999999994
ASV001528	1	0.226075
ASV007559	1	0.200511
ASV004127	1	0.311481
ASV004433	2	0.19665
ASV005642	2	0.063153
ASV004386	2	0.054827999999999995
ASV008403	2	0.21290900000000001
ASV005995	2	0.204784
ASV003927	2	0.194367
ASV004102	2	0.19506400000000002
ASV006086	1	0.065971
ASV000487	1	0.052039
ASV001025	1	0.20480700000000002
ASV000221	1	0.05511900000000001
ASV000180	1	0.048275
ASV000041	1	0.021949
ASV002278	1	0.001714
ASV000281	1	0.17397100000000001
ASV001152	1	0.17397100000000001
ASV000005	1	0.010137
ASV000079	1	0.018751
ASV000651	1	0.06813999999999999
ASV002334	1	0.066066
ASV000057	1	0.03136
ASV003157	1	0.06514
ASV000374	1	0.071742
ASV000169	1	0.040543
ASV000061	1	0.035696
ASV001691	1	0.00015
ASV000052	1	0.23568899999999998
ASV000628	1	0.23568899999999998
ASV002836	3	0.064297
ASV000334	3	0.064481
ASV001724	1	0.055518
ASV003991	3	0.004991
ASV001251	3	0.07376100000000001
ASV000422	2	0.005098
ASV001223	2	0.058462
ASV002206	1	0.221852
ASV016338	1	0.19905699999999998
ASV004475	1	0.10552
ASV000028	1	0.00015
ASV000671	1	0.053634
ASV003074	1	0.013757
ASV005780	1	0.072042
ASV007871	1	0.051289
ASV007877	1	0.070726
ASV003064	3	0.11892
ASV008868	1	0.276069
ASV000813	1	0.22973000000000002
ASV001611	1	0.22973000000000002
ASV007791	1	0.179794
ASV005044	1	0.066183
ASV002180	1	0.052677
ASV007809	1	0.36336599999999997
