Sample Name	Protocol REF	Parameter Value[instrument]	Parameter Value[manufacturer]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[project]
S0320	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788271	SRX2974461	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187510	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0321	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788272	SRX2974460	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187511	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0322	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788273	SRX2974459	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187512	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0323	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788274	SRX2974458	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187513	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0324	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788279	SRX2974453	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187514	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0325	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788280	SRX2974452	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187515	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0326	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788418	SRX2974794	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187516	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0331	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788417	SRX2974795	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187517	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0332	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788416	SRX2974796	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187518	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0333	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788415	SRX2974797	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187519	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0334	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788422	SRX2974790	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187520	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0335	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788421	SRX2974791	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187521	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0336	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788420	SRX2974792	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187522	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0337	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788419	SRX2974793	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187523	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0338	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788424	SRX2974788	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187524	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0339	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788423	SRX2974789	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187525	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0340	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788057	SRX2974675	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187526	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0341	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788058	SRX2974674	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187527	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0342	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788055	SRX2974677	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187528	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0343	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788056	SRX2974676	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187529	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0344	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788053	SRX2974679	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187530	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0345	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788054	SRX2974678	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187531	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0346	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788051	SRX2974681	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187532	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0347	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788052	SRX2974680	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187533	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0348	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788049	SRX2974683	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187534	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0349	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788050	SRX2974682	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187535	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0350	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788165	SRX2974567	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187536	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0351	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788164	SRX2974568	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187537	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0352	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788167	SRX2974565	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187538	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0353	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788166	SRX2974566	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187539	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0354	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788161	SRX2974571	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187540	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0355	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788160	SRX2974572	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187541	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0356	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788163	SRX2974569	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187542	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0357	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788162	SRX2974570	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187543	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0358	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788159	SRX2974573	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187544	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0359	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788158	SRX2974574	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187545	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0360	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788327	SRX2974885	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187546	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0361	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788328	SRX2974884	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187547	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0362	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788329	SRX2974883	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187548	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0363	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788330	SRX2974882	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187549	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0365	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788331	SRX2974881	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187550	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0366	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788332	SRX2974880	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187551	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0367	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788333	SRX2974879	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187552	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0368	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788334	SRX2974878	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187553	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0369	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788325	SRX2974887	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187554	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0370	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788326	SRX2974886	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187555	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0371	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788179	SRX2974553	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187556	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0372	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788178	SRX2974554	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187557	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0373	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788462	SRX2974750	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187558	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0374	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788461	SRX2974751	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187559	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0375	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788460	SRX2974752	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187560	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0376	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788459	SRX2974753	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187561	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0377	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788458	SRX2974754	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187562	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0378	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788457	SRX2974755	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187563	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0379	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788191	SRX2974541	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187564	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0380	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5787991	SRX2974741	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187565	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0381	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788093	SRX2974639	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187566	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0382	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788094	SRX2974638	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187567	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0383	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788091	SRX2974641	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187568	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0384	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788092	SRX2974640	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187569	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0385	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788097	SRX2974635	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187570	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0386	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788098	SRX2974634	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187571	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0387	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788095	SRX2974637	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187572	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0388	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788096	SRX2974636	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187573	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0389	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788101	SRX2974631	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187574	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0390	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788102	SRX2974630	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187575	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0391	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788324	SRX2974408	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187576	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0392	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788255	SRX2974477	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187577	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0393	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788258	SRX2974474	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187578	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0394	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788257	SRX2974475	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187579	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0395	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788260	SRX2974472	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187580	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0396	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788259	SRX2974473	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187581	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0397	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788262	SRX2974470	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187582	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0398	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788261	SRX2974471	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187583	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0399	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788264	SRX2974468	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187584	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0400	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788263	SRX2974469	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187585	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0401	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788124	SRX2974608	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187586	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0402	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788125	SRX2974607	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187587	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0403	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788126	SRX2974606	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187588	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0404	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788127	SRX2974605	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187589	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0405	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788120	SRX2974612	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187590	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0406	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788121	SRX2974611	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187591	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0407	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788122	SRX2974610	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187592	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0408	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788123	SRX2974609	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187593	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
