Sample Name	Protocol REF	Parameter Value[instrument]	Parameter Value[manufacturer]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[project]
S0409	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788118	SRX2974614	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187594	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0410	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788119	SRX2974613	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187595	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0411	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788296	SRX2974436	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187596	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0412	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788295	SRX2974437	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187597	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0413	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788294	SRX2974438	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187598	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0414	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788293	SRX2974439	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187599	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0415	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788300	SRX2974432	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187600	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0416	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788299	SRX2974433	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187601	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0417	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788298	SRX2974434	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187602	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0418	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788297	SRX2974435	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187603	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0419	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788292	SRX2974440	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187604	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0420	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788291	SRX2974441	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187605	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0421	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788391	SRX2974821	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187606	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0422	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788390	SRX2974822	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187607	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0423	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788389	SRX2974823	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187608	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0424	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788388	SRX2974824	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187609	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0425	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788395	SRX2974817	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187610	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0426	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788394	SRX2974818	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187611	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0427	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788393	SRX2974819	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187612	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0428	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788392	SRX2974820	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187613	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0429	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788386	SRX2974826	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187614	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0430	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788385	SRX2974827	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187615	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0431	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788245	SRX2974487	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187616	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0432	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788246	SRX2974486	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187617	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0433	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788247	SRX2974485	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187618	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0434	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788248	SRX2974484	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187619	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0435	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788241	SRX2974491	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187620	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0436	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788242	SRX2974490	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187621	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0437	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788243	SRX2974489	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187622	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0438	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788244	SRX2974488	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187623	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0439	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788239	SRX2974493	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187624	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0440	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788240	SRX2974492	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187625	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0441	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788133	SRX2974599	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187626	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0442	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788132	SRX2974600	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187627	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0443	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788135	SRX2974597	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187628	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0444	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788134	SRX2974598	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187629	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0445	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788129	SRX2974603	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187630	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0446	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788128	SRX2974604	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187631	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0447	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788131	SRX2974601	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187632	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0448	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788130	SRX2974602	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187633	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0449	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788137	SRX2974595	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187634	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0450	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788136	SRX2974596	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187635	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0451	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788032	SRX2974700	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187636	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0452	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788033	SRX2974699	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187637	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0453	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788030	SRX2974702	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187638	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0454	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788031	SRX2974701	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187639	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0455	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788028	SRX2974704	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187640	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0456	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788029	SRX2974703	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187641	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0457	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788026	SRX2974706	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187642	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0458	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788027	SRX2974705	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187643	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0459	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788034	SRX2974698	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187644	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0460	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788035	SRX2974697	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187645	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0461	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788446	SRX2974766	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187646	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0462	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788445	SRX2974767	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187647	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0463	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788444	SRX2974768	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187648	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0464	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788443	SRX2974769	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187649	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0465	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788442	SRX2974770	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187650	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0466	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788441	SRX2974771	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187651	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0467	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788440	SRX2974772	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187652	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0468	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788439	SRX2974773	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187653	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0469	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788438	SRX2974774	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187654	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0470	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788437	SRX2974775	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187655	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0471	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788302	SRX2974430	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187656	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0472	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788303	SRX2974429	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187657	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0473	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788304	SRX2974428	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187658	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0474	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788305	SRX2974427	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187659	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0475	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788306	SRX2974426	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187660	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0476	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788307	SRX2974425	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187661	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
