sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV007384,1,1,0,1,0,0
ASV007385,0,0,0,0,0,0
ASV007386,0,0,0,0,0,0
ASV007387,0,0,0,0,0,0
ASV007388,0,0,0,0,0,0
ASV007389,0,0,0,0,0,0
ASV007390,0,0,0,0,0,0
ASV007391,1,1,0,0,0,0
ASV007392,0,0,0,0,0,0
ASV007393,0,0,0,0,0,0
ASV007394,0,0,0,1,0,0
ASV007395,0,0,0,0,0,0
ASV007396,0,0,0,0,0,0
ASV007397,0,0,0,0,0,1
ASV007398,0,0,0,0,0,0
ASV007399,0,0,0,0,0,0
ASV007400,0,0,0,0,0,0
ASV007401,0,0,0,0,0,0
ASV007402,0,0,0,0,0,0
ASV007403,4,4,0,2,0,0
ASV007404,0,0,0,0,0,0
ASV007405,0,0,0,0,0,0
ASV007406,0,0,0,0,0,0
ASV007407,0,0,0,0,0,0
ASV007408,0,0,0,0,0,0
ASV007409,2,1,0,1,0,0
ASV007410,0,0,0,0,0,0
ASV007411,0,0,0,0,0,0
ASV007412,0,0,0,0,0,0
ASV007413,0,0,0,0,0,0
ASV007414,0,0,0,0,0,0
ASV007415,0,0,0,0,0,0
ASV007416,0,0,0,0,0,0
ASV007417,0,0,0,0,0,0
ASV007418,0,0,0,0,0,0
ASV007419,0,0,0,0,0,0
ASV007420,0,0,0,0,0,0
ASV007421,0,0,0,0,0,0
ASV007422,0,0,0,0,0,0
ASV007423,0,0,0,0,0,0
ASV007424,0,0,0,0,0,0
ASV007425,0,0,0,0,0,0
ASV007426,0,0,0,0,0,0
ASV007427,0,0,0,0,0,0
ASV007428,0,0,0,0,0,0
ASV007429,0,0,0,0,0,0
ASV007430,0,0,0,0,0,0
ASV007431,0,0,0,0,0,0
ASV007432,0,0,0,0,0,0
ASV007433,0,0,0,1,0,0
ASV007434,0,0,0,0,0,0
ASV007435,0,0,0,0,0,0
ASV007436,0,0,0,0,0,0
ASV007437,0,0,0,0,0,0
ASV007438,0,0,0,0,0,0
ASV007439,0,0,0,0,0,0
ASV007440,0,0,0,0,0,0
ASV007441,0,0,0,0,0,0
ASV007442,0,0,0,0,0,0
ASV007443,0,0,0,0,0,0
ASV007444,0,0,0,0,0,0
ASV007445,0,0,0,0,0,0
ASV007446,0,0,0,0,0,0
ASV007447,0,0,0,0,0,0
ASV007448,0,0,0,0,0,0
ASV007449,0,0,0,0,0,0
ASV007450,0,0,0,0,0,0
ASV007451,0,0,0,0,0,0
ASV007452,0,0,0,0,0,0
ASV007453,0,0,0,0,0,0
ASV007454,0,0,0,0,0,0
ASV007455,0,0,0,0,0,0
ASV007456,0,0,0,0,0,0
ASV007457,0,0,0,0,0,0
ASV007458,0,0,0,0,0,0
ASV007459,0,0,0,0,0,0
ASV007460,0,0,0,0,0,0
ASV007461,0,0,0,0,0,0
ASV007462,0,0,0,0,0,0
ASV007463,0,0,0,0,0,0
ASV007464,0,0,0,0,0,0
ASV007465,0,0,0,0,0,0
ASV007466,0,0,0,0,0,0
ASV007467,0,0,0,0,0,0
ASV007468,1,0,0,2,0,0
ASV007469,0,0,0,0,0,0
ASV007470,0,0,0,0,0,0
ASV007471,0,0,0,0,0,0
ASV007472,0,0,0,0,0,0
ASV007473,0,0,0,0,0,0
ASV007474,0,0,0,0,0,0
ASV007475,0,0,0,0,0,0
ASV007476,0,0,0,0,0,0
ASV007477,0,0,0,0,0,0
ASV007478,0,0,0,0,0,0
ASV007479,2,2,0,0,0,1
ASV007480,0,0,0,0,0,0
ASV007481,0,0,0,1,0,0
ASV007482,0,0,0,0,0,0
ASV007483,0,0,0,0,0,0
ASV007484,0,0,0,0,0,0
ASV007485,0,0,0,0,0,0
ASV007486,0,0,0,0,0,0
ASV007487,0,0,0,1,0,1
ASV007488,0,0,0,0,0,0
ASV007489,0,0,0,0,0,0
ASV007490,3,3,0,1,0,0
ASV007491,0,0,0,0,0,0
ASV007492,0,0,0,0,0,0
ASV007493,0,0,0,0,0,0
ASV007494,0,0,0,0,0,0
ASV007495,0,0,0,0,0,0
ASV007496,0,0,0,0,0,0
ASV007497,1,1,0,1,0,0
ASV007498,0,0,0,0,0,0
ASV007499,0,0,0,0,0,0
ASV007500,0,0,0,0,0,1
ASV007501,0,0,0,0,0,0
ASV007502,0,0,0,0,0,0
ASV007503,0,0,0,0,0,0
ASV007504,0,0,0,0,0,0
ASV007505,0,0,0,0,0,0
ASV007506,0,0,0,0,0,0
ASV007507,0,0,0,0,0,0
ASV007508,0,0,0,0,0,0
ASV007509,4,3,0,1,0,0
ASV007510,0,0,0,0,0,0
ASV007511,0,0,0,0,0,0
ASV007512,0,0,0,0,0,0
ASV007513,0,0,0,0,0,0
ASV007514,0,0,0,0,0,0
ASV007515,0,0,0,0,0,0
ASV007516,0,0,0,0,0,0
ASV007517,0,0,0,0,0,0
ASV007518,3,3,0,1,0,0
ASV007519,0,0,0,0,0,0
ASV007520,0,0,0,0,0,0
ASV007521,0,0,0,0,0,0
ASV007522,0,0,0,0,0,0
ASV007523,0,0,0,0,0,0
ASV007524,0,0,0,0,0,0
ASV007525,0,0,0,0,0,0
ASV007526,0,0,0,0,0,0
ASV007527,0,0,0,0,0,0
ASV007528,0,0,0,0,0,0
ASV007529,0,0,0,0,0,0
ASV007530,2,2,0,1,0,0
ASV007531,3,3,0,1,0,0
ASV007532,0,0,0,0,0,0
ASV007533,2,2,0,1,0,0
ASV007534,0,0,0,0,0,0
ASV007535,0,0,0,0,0,0
ASV007536,0,0,0,1,0,0
ASV007537,3,3,0,2,0,0
ASV007538,0,0,0,0,0,0
ASV007539,0,0,0,0,0,0
ASV007540,0,0,0,0,0,0
ASV007541,3,3,0,2,0,0
ASV007542,0,0,0,0,0,0
ASV007543,0,0,0,0,0,0
ASV007544,0,0,0,0,0,0
ASV007545,0,0,0,0,0,0
ASV007546,0,0,0,0,0,0
ASV007547,0,0,0,0,0,0
ASV007548,0,0,0,1,0,1
ASV007549,0,0,0,0,0,0
ASV007550,0,0,0,0,0,0
ASV007551,0,0,0,0,0,0
ASV007552,0,0,0,0,0,0
ASV007553,0,0,0,0,0,0
ASV007554,0,0,0,0,0,0
ASV007555,0,0,0,0,0,0
ASV007556,0,0,0,0,0,0
ASV007557,3,3,0,2,0,0
ASV007558,0,0,0,0,0,0
ASV007559,0,0,0,0,0,0
ASV007560,0,0,0,0,0,0
ASV007561,0,0,0,0,0,0
ASV007562,0,0,0,0,0,0
ASV007563,0,0,0,0,0,0
ASV007564,0,0,0,2,0,0
ASV007565,0,0,0,0,0,0
ASV007566,0,0,0,0,0,0
ASV007567,0,0,0,0,0,0
ASV007568,0,0,0,0,0,0
ASV007569,2,2,0,1,0,0
ASV007570,0,0,0,0,0,0
ASV007571,0,0,0,0,0,0
ASV007572,0,0,0,0,0,0
ASV007573,0,0,0,0,0,0
ASV007574,0,0,0,2,0,0
ASV007575,0,0,0,0,0,0
ASV007576,0,0,0,0,0,0
ASV007577,0,0,0,1,0,0
ASV007578,0,0,0,0,0,0
ASV007579,0,0,0,0,0,0
ASV007580,0,0,0,0,0,0
ASV007581,0,0,0,0,0,0
ASV007582,1,1,0,1,0,0
ASV007583,0,0,0,0,0,0
ASV007584,0,0,0,0,0,0
ASV007585,0,0,0,0,0,0
ASV007586,0,0,0,1,0,0
ASV007587,0,0,0,0,0,0
ASV007588,0,0,0,0,0,0
ASV007589,0,0,0,0,0,0
ASV007590,0,0,0,0,0,0
ASV007591,0,0,0,0,0,0
ASV007592,0,0,0,0,0,0
ASV007593,1,1,0,0,0,0
ASV007594,0,0,0,0,0,0
ASV007595,0,0,0,0,0,0
ASV007596,0,0,0,0,0,0
ASV007597,0,0,0,0,0,0
ASV007598,0,0,0,0,0,0
ASV007599,0,0,0,0,0,0
ASV007600,0,1,0,2,1,0
ASV007601,0,0,0,0,0,0
ASV007602,0,0,0,0,0,0
ASV007603,0,0,0,1,0,0
ASV007604,0,0,0,0,0,0
ASV007605,0,0,0,0,0,0
ASV007606,0,0,0,0,0,0
ASV007607,0,0,0,0,0,0
ASV007608,0,0,0,0,0,0
ASV007609,0,0,0,0,0,0
ASV007610,0,0,0,0,0,0
ASV007611,0,0,0,0,0,0
ASV007612,0,0,0,0,0,0
ASV007613,0,0,0,0,0,0
ASV007614,0,0,0,0,0,0
ASV007615,0,0,0,0,0,0
ASV007616,0,0,0,0,0,0
ASV007617,0,0,0,0,0,0
ASV007618,0,0,0,0,0,0
ASV007619,0,0,0,0,0,0
ASV007620,0,0,0,0,0,0
ASV007621,0,0,0,0,0,0
ASV007622,0,0,0,0,0,0
ASV007623,0,0,0,0,0,0
ASV007624,0,0,0,0,0,0
ASV007625,2,2,0,1,0,0
ASV007626,0,0,0,0,0,0
ASV007627,3,3,0,1,0,0
ASV007628,0,0,0,0,0,0
ASV007629,0,0,0,0,0,0
ASV007630,0,0,0,0,0,0
ASV007631,0,0,0,0,0,0
ASV007632,0,0,0,0,0,0
ASV007633,0,0,0,0,0,0
ASV007634,0,0,0,0,0,0
ASV007635,0,0,0,0,0,0
ASV007636,0,0,0,0,0,0
ASV007637,0,0,0,0,0,0
ASV007638,0,0,0,0,0,0
ASV007639,0,0,0,0,0,0
ASV007640,0,0,0,0,0,0
ASV007641,0,0,0,0,0,0
ASV007642,0,0,0,0,0,0
ASV007643,2,2,0,2,0,0
ASV007644,0,0,0,0,0,0
ASV007645,3,3,0,1,0,0
ASV007646,0,0,0,0,0,0
ASV007647,0,0,0,0,0,0
ASV007648,0,0,0,0,0,0
ASV007649,0,0,0,0,0,0
ASV007650,0,0,0,0,0,0
ASV007651,0,0,0,0,0,0
ASV007652,0,0,0,1,0,0
ASV007653,0,0,0,0,0,0
ASV007654,0,0,0,0,0,0
ASV007655,0,0,0,0,0,0
ASV007656,0,0,0,0,0,1
ASV007657,0,0,0,0,0,0
ASV007658,0,0,0,1,0,0
ASV007659,0,0,0,0,0,0
ASV007660,0,0,0,0,0,0
ASV007661,1,1,0,0,0,0
ASV007662,0,0,0,0,0,0
ASV007663,0,0,0,0,0,0
ASV007664,0,0,0,0,0,0
ASV007665,3,3,0,1,0,0
ASV007666,0,0,0,0,0,0
ASV007667,0,0,0,0,0,0
ASV007668,0,0,0,0,0,0
ASV007669,0,0,0,0,0,0
ASV007670,0,0,0,0,0,0
ASV007671,0,0,0,0,0,0
ASV007672,3,3,0,1,0,0
ASV007673,0,0,0,0,0,0
ASV007674,0,0,0,0,0,0
ASV007675,0,0,0,0,0,0
ASV007676,1,1,0,0,0,0
ASV007677,0,0,0,0,0,0
ASV007678,0,0,0,0,0,0
ASV007679,0,0,0,0,0,0
ASV007680,0,0,0,0,0,0
ASV007681,0,0,0,0,0,0
ASV007682,0,0,0,0,0,0
ASV007683,1,1,0,1,0,0
ASV007684,0,0,0,0,0,0
ASV007685,0,0,0,0,0,0
ASV007686,0,0,0,0,0,0
ASV007687,0,0,0,0,0,0
ASV007688,1,1,0,0,0,0
ASV007689,0,0,0,0,0,0
ASV007690,0,0,0,0,0,0
ASV007691,0,0,0,0,0,0
ASV007692,0,0,0,0,0,0
ASV007693,0,0,0,0,0,0
ASV007694,0,1,0,0,0,0
ASV007695,0,0,0,1,0,0
ASV007696,0,0,0,0,0,0
ASV007697,3,3,0,1,0,0
ASV007698,0,0,0,0,0,0
ASV007699,0,0,0,0,0,0
ASV007700,0,0,0,0,0,0
ASV007701,0,0,0,0,0,0
ASV007702,0,0,0,0,0,0
ASV007703,0,0,0,0,0,0
ASV007704,0,0,0,0,0,0
ASV007705,0,0,0,0,0,0
ASV007706,1,1,0,1,0,0
ASV007707,1,1,0,1,0,0
ASV007708,0,0,0,0,0,0
ASV007709,0,0,0,0,0,0
ASV007710,0,0,0,0,0,0
ASV007711,0,0,0,0,0,0
ASV007712,0,0,0,0,0,0
ASV007713,1,0,0,2,0,0
ASV007714,0,0,0,0,0,0
ASV007715,0,0,0,0,0,0
ASV007716,0,0,0,0,0,0
ASV007717,3,3,0,1,0,0
ASV007718,0,0,0,0,0,0
ASV007719,0,0,0,0,0,0
ASV007720,0,0,0,0,0,0
ASV007721,0,0,0,0,0,0
ASV007722,0,0,0,0,0,0
ASV007723,0,0,0,2,0,6
ASV007724,0,0,0,0,0,0
ASV007725,0,0,0,0,0,0
ASV007726,0,0,0,1,0,1
ASV007727,0,0,0,0,0,0
ASV007728,0,0,0,0,0,0
ASV007729,0,0,0,0,0,0
ASV007730,0,0,0,0,0,0
ASV007731,0,0,0,0,0,0
ASV007732,0,0,0,0,0,0
ASV007733,0,0,0,0,0,0
ASV007734,0,0,0,0,0,0
ASV007735,1,1,0,1,0,0
ASV007736,0,0,0,0,0,0
ASV007737,0,0,0,0,0,0
ASV007738,0,0,0,0,0,0
ASV007739,1,1,0,0,0,0
ASV007740,0,0,0,0,0,0
ASV007741,0,0,0,0,0,0
ASV007742,0,0,0,0,0,0
ASV007743,0,0,0,0,0,0
ASV007744,3,3,0,2,0,0
ASV007745,0,0,0,0,0,0
ASV007746,0,0,0,0,0,0
ASV007747,0,0,0,0,0,0
ASV007748,0,0,0,0,0,0
ASV007749,0,0,0,0,0,0
ASV007750,0,0,0,0,0,0
ASV007751,0,0,0,0,0,0
ASV007752,1,1,0,1,0,0
ASV007753,0,0,0,0,0,0
ASV007754,2,2,0,1,0,0
ASV007755,0,0,0,0,0,0
ASV007756,0,0,0,0,0,0
ASV007757,0,0,0,0,0,0
ASV007758,0,0,0,0,0,0
ASV007759,0,0,0,0,0,0
ASV007760,0,0,0,0,0,0
ASV007761,0,0,0,0,0,0
ASV007762,0,0,0,0,0,0
ASV007763,0,0,0,0,0,0
ASV007764,0,0,0,0,0,0
ASV007765,0,0,0,0,0,0
ASV007766,0,0,0,2,0,0
ASV007767,0,0,0,0,0,0
ASV007768,0,0,0,0,0,0
ASV007769,0,0,0,0,0,0
ASV007770,0,0,0,0,0,0
ASV007771,0,0,0,0,0,0
ASV007772,0,1,0,1,0,0
ASV007773,0,0,0,0,0,0
ASV007774,0,0,0,0,0,0
ASV007775,0,0,0,0,0,0
ASV007776,0,0,0,0,0,0
ASV007777,0,0,0,0,0,0
ASV007778,0,0,0,0,0,0
ASV007779,0,0,0,0,0,0
ASV007780,0,0,0,0,0,0
ASV007781,0,0,0,0,0,0
ASV007782,0,0,0,0,0,0
ASV007783,0,0,0,0,0,0
ASV007784,0,0,0,0,0,0
ASV007785,0,0,0,0,0,0
ASV007786,0,0,0,1,0,0
ASV007787,0,0,0,0,0,0
ASV007788,0,0,0,0,0,0
ASV007789,0,0,0,0,0,0
ASV007790,0,0,0,0,0,0
ASV007791,0,0,0,0,0,0
ASV007792,0,0,0,0,0,0
ASV007793,0,0,0,0,0,0
ASV007794,0,0,0,0,0,0
ASV007795,0,0,0,0,0,0
ASV007796,0,0,0,0,0,0
ASV007797,0,0,0,0,0,0
ASV007798,0,0,0,0,0,0
ASV007799,0,0,0,0,0,0
ASV007800,0,0,0,0,0,0
ASV007801,0,0,0,0,0,0
ASV007802,0,0,0,0,0,0
ASV007803,0,0,0,0,0,0
ASV007804,0,0,0,0,0,0
ASV007805,3,3,0,2,0,0
ASV007806,0,1,0,0,0,0
ASV007807,0,0,0,0,0,0
ASV007808,0,1,0,5,0,1
ASV007809,0,0,0,0,0,0
ASV007810,0,0,0,0,0,0
ASV007811,2,2,0,1,0,0
ASV007812,0,0,0,0,0,0
ASV007813,0,0,0,0,0,0
ASV007814,0,0,0,0,0,0
ASV007815,0,0,0,0,0,0
ASV007816,0,0,0,0,0,0
ASV007817,0,1,0,1,1,0
ASV007818,0,0,0,0,0,0
ASV007819,0,0,0,0,0,0
ASV007820,0,0,0,0,0,0
ASV007821,0,0,0,0,0,0
ASV007822,0,0,0,0,0,0
ASV007823,0,0,0,0,0,0
ASV007824,1,1,0,1,0,0
ASV007825,0,0,0,0,0,0
ASV007826,0,0,0,0,0,0
ASV007827,2,2,0,1,0,1
ASV007828,0,0,0,1,0,0
ASV007829,0,0,0,1,0,0
ASV007830,0,0,0,0,0,0
ASV007831,0,0,0,0,0,0
ASV007832,1,1,0,0,0,0
ASV007833,0,0,0,0,0,0
ASV007834,0,0,0,0,0,0
ASV007835,0,0,0,0,0,0
ASV007836,0,0,0,0,0,0
ASV007837,2,2,0,1,0,0
ASV007838,0,0,0,0,0,0
ASV007839,0,0,0,0,0,0
ASV007840,0,0,0,0,0,0
ASV007841,0,0,0,0,0,0
ASV007842,0,0,0,0,0,0
ASV007843,0,0,0,0,0,0
ASV007844,0,0,0,1,0,0
ASV007845,0,0,0,0,0,0
ASV007846,0,0,0,0,0,0
ASV007847,0,0,0,0,0,0
ASV007848,0,0,0,0,0,0
ASV007849,0,0,0,0,0,0
ASV007850,0,0,0,0,0,0
ASV007851,0,0,0,0,0,0
ASV007852,0,0,0,0,0,0
ASV007853,0,0,0,0,0,0
ASV007854,0,0,0,0,0,0
ASV007855,0,0,0,1,0,0
ASV007856,0,0,0,0,0,0
ASV007857,0,0,0,0,0,0
ASV007858,0,0,0,0,0,0
ASV007859,0,0,0,0,0,0
ASV007860,0,0,0,0,0,0
ASV007861,1,1,0,1,0,0
ASV007862,0,0,0,0,0,0
ASV007863,0,0,0,0,0,0
ASV007864,0,0,0,0,0,0
ASV007865,0,0,0,0,0,0
ASV007866,0,0,0,0,0,0
ASV007867,0,0,0,0,0,0
ASV007868,0,0,0,0,0,0
ASV007869,0,0,0,1,0,0
ASV007870,0,0,0,0,0,0
ASV007871,0,0,0,0,0,0
ASV007872,0,0,0,0,0,0
ASV007873,0,0,0,0,0,0
ASV007874,0,0,0,0,0,0
ASV007875,0,0,0,0,0,0
ASV007876,0,0,0,0,0,0
ASV007877,0,0,0,0,0,0
ASV007878,0,0,0,0,0,0
ASV007879,0,0,0,0,0,0
ASV007880,0,0,0,0,0,0
ASV007881,0,0,0,0,0,0
ASV007882,0,0,0,0,0,0
ASV007883,0,0,0,0,0,0
ASV007884,0,0,0,0,0,0
ASV007885,0,0,0,0,0,0
ASV007886,0,0,0,0,0,0
ASV007887,2,2,0,1,0,1
ASV007888,0,0,0,0,0,0
ASV007889,0,0,0,0,0,0
ASV007890,0,0,0,0,0,0
ASV007891,0,0,0,1,0,0
ASV007892,0,0,0,0,0,0
ASV007893,0,0,0,0,0,0
ASV007894,0,0,0,0,0,0
ASV007895,0,0,0,0,0,0
ASV007896,0,0,0,0,0,0
ASV007897,0,0,0,0,0,0
ASV007898,0,0,0,0,0,0
ASV007899,0,0,0,0,0,0
ASV007900,0,1,0,0,0,0
ASV007901,0,0,0,0,0,0
ASV007902,0,0,0,0,0,0
ASV007903,0,0,0,0,0,0
ASV007904,0,0,0,0,0,0
ASV007905,0,0,0,0,0,0
ASV007906,0,0,0,0,0,0
ASV007907,0,0,0,0,0,0
ASV007908,0,0,0,0,0,0
ASV007909,0,0,0,0,0,0
ASV007910,0,0,0,0,0,0
ASV007911,0,0,0,0,0,0
ASV007912,0,0,0,0,0,0
ASV007913,0,0,0,0,0,0
ASV007914,0,0,0,1,0,0
ASV007915,0,0,0,0,0,0
ASV007916,0,0,0,0,0,0
ASV007917,0,0,0,0,0,0
ASV007918,0,0,0,0,0,0
ASV007919,0,0,0,0,0,0
ASV007920,0,0,0,0,0,0
ASV007921,3,3,0,1,0,0
ASV007922,2,1,0,1,0,0
ASV007923,1,1,0,0,0,0
ASV007924,0,0,0,0,0,0
ASV007925,0,0,1,0,0,0
ASV007926,0,0,0,0,0,0
ASV007927,0,0,0,0,0,0
ASV007928,0,0,0,0,0,0
ASV007929,0,0,0,0,0,0
ASV007930,0,0,0,0,0,0
ASV007931,0,0,0,0,0,0
ASV007932,0,0,0,0,0,0
ASV007933,4,3,0,4,0,1
ASV007934,0,0,0,0,0,0
ASV007935,0,0,0,0,0,0
ASV007936,1,0,0,2,0,0
ASV007937,0,0,0,0,0,0
ASV007938,0,0,0,0,0,0
ASV007939,0,0,0,0,0,0
ASV007940,1,1,0,1,0,0
ASV007941,0,0,0,0,0,0
ASV007942,1,0,0,1,0,1
ASV007943,1,1,0,0,0,0
ASV007944,0,0,0,0,0,0
ASV007945,0,0,0,0,0,0
ASV007946,3,3,0,1,0,0
ASV007947,0,0,0,0,0,0
ASV007948,0,0,0,0,0,0
ASV007949,0,0,0,0,0,0
ASV007950,0,0,0,0,0,0
ASV007951,0,0,0,0,0,0
ASV007952,0,0,0,0,0,0
ASV007953,0,0,0,0,0,0
ASV007954,0,0,0,0,0,0
ASV007955,0,0,0,0,0,0
ASV007956,0,0,0,0,0,0
ASV007957,0,0,0,1,0,0
ASV007958,0,0,0,0,0,0
ASV007959,0,0,0,0,0,0
ASV007960,0,0,0,0,0,0
ASV007961,0,0,0,0,0,0
ASV007962,0,0,0,0,0,0
ASV007963,0,0,0,0,0,0
ASV007964,0,0,0,0,0,0
ASV007965,0,0,0,0,0,0
ASV007966,0,0,0,0,0,0
ASV007967,1,1,0,1,0,0
ASV007968,0,0,0,3,0,0
ASV007969,0,0,0,0,0,0
ASV007970,0,0,0,0,0,0
ASV007971,0,0,0,0,0,0
ASV007972,0,0,0,0,0,0
ASV007973,0,0,0,0,0,0
ASV007974,1,1,0,1,0,0
ASV007975,0,0,0,0,0,0
ASV007976,0,0,0,10,0,1
ASV007977,0,0,0,0,0,0
ASV007978,0,0,0,1,0,0
ASV007979,3,3,0,1,0,0
ASV007980,0,0,0,0,0,0
ASV007981,0,0,0,0,0,0
ASV007982,0,0,0,0,0,0
ASV007983,3,3,0,1,0,0
ASV007984,0,0,0,0,0,0
ASV007985,1,1,0,0,0,0
ASV007986,0,0,0,0,0,0
ASV007987,0,0,0,1,0,0
ASV007988,0,0,0,2,0,0
ASV007989,0,0,0,0,0,0
ASV007990,1,1,0,1,0,0
ASV007991,0,0,0,0,0,0
ASV007992,0,0,0,0,0,0
ASV007993,0,0,0,0,0,0
ASV007994,0,0,0,0,0,0
ASV007995,3,3,0,1,0,0
ASV007996,0,0,0,0,0,0
ASV007997,0,0,0,0,0,0
ASV007998,0,0,0,1,0,0
ASV007999,0,0,0,1,0,0
ASV008000,2,2,0,1,0,0
ASV008001,0,0,0,0,0,0
ASV008002,2,2,0,1,0,0
ASV008003,0,0,0,0,0,0
ASV008004,0,0,0,0,0,0
ASV008005,0,0,0,0,0,0
ASV008006,0,0,0,0,0,0
ASV008007,0,0,0,0,0,0
ASV008008,0,0,0,0,0,0
ASV008009,0,0,0,0,0,0
ASV008010,0,0,0,0,0,0
ASV008011,0,0,0,0,0,0
ASV008012,0,0,0,0,0,0
ASV008013,0,0,0,0,0,0
ASV008014,0,0,0,0,0,0
ASV008015,0,0,0,0,0,0
ASV008016,0,0,0,1,0,1
ASV008017,0,0,0,0,0,0
ASV008018,0,0,0,1,0,0
ASV008019,0,1,0,2,1,0
ASV008020,0,0,0,0,0,0
ASV008021,0,0,0,0,0,0
ASV008022,1,1,0,0,0,0
ASV008023,0,0,0,0,0,0
ASV008024,0,0,0,0,0,0
ASV008025,0,0,0,0,0,0
ASV008026,0,1,0,1,0,0
ASV008027,0,0,0,0,0,0
ASV008028,0,0,0,0,0,0
ASV008029,0,0,0,0,0,0
ASV008030,0,0,0,0,0,0
ASV008031,2,2,0,2,0,1
ASV008032,0,0,0,0,0,0
ASV008033,0,1,0,0,0,0
ASV008034,0,0,0,0,0,0
ASV008035,0,0,0,0,0,0
ASV008036,0,0,0,0,0,0
ASV008037,0,0,0,0,0,0
ASV008038,0,0,0,0,0,0
ASV008039,0,0,0,0,0,0
ASV008040,0,0,0,0,0,0
ASV008041,0,0,0,0,0,0
ASV008042,0,0,0,0,0,0
ASV008043,0,0,0,0,0,0
ASV008044,0,0,0,0,0,0
ASV008045,0,0,0,0,0,0
ASV008046,0,0,0,0,0,0
ASV008047,0,0,0,0,0,0
ASV008048,0,0,0,0,0,0
ASV008049,0,0,0,0,0,0
ASV008050,0,0,0,0,0,0
ASV008051,0,0,0,0,0,0
ASV008052,0,0,0,0,0,0
ASV008053,0,0,0,2,0,0
ASV008054,0,0,0,0,0,0
ASV008055,0,0,0,0,0,0
ASV008056,0,0,0,0,0,0
ASV008057,0,0,0,0,0,0
ASV008058,0,0,0,0,0,0
ASV008059,0,0,0,0,0,0
ASV008060,0,0,0,0,0,0
ASV008061,0,0,0,0,0,0
ASV008062,0,0,0,1,0,3
ASV008063,0,0,0,0,0,1
ASV008064,0,0,0,0,0,0
ASV008065,0,0,0,0,0,0
ASV008066,0,0,0,0,0,0
ASV008067,0,0,0,0,0,0
ASV008068,0,0,0,0,0,0
ASV008069,0,0,0,0,0,0
ASV008070,1,1,0,3,0,1
ASV008071,0,0,0,0,0,0
ASV008072,0,0,0,0,0,0
ASV008073,0,0,0,0,0,0
ASV008074,0,0,0,0,0,0
ASV008075,0,0,0,0,0,0
ASV008076,0,0,0,0,0,0
ASV008077,0,0,0,0,0,0
ASV008078,0,0,0,0,0,0
ASV008079,0,0,0,0,0,0
ASV008080,0,0,0,0,0,0
ASV008081,0,0,0,0,0,1
ASV008082,0,0,0,0,0,0
ASV008083,0,0,0,0,0,0
ASV008084,0,0,0,0,0,0
ASV008085,0,0,0,0,0,0
ASV008086,0,0,0,0,0,0
ASV008087,0,0,0,1,0,1
ASV008088,0,0,0,0,0,0
ASV008089,0,0,0,0,0,0
ASV008090,2,2,0,1,0,0
ASV008091,0,0,0,0,0,0
ASV008092,0,0,0,0,0,0
ASV008093,0,0,0,0,0,0
ASV008094,0,0,0,1,0,0
ASV008095,0,0,0,0,0,0
ASV008096,0,0,0,0,0,0
ASV008097,0,0,0,0,0,0
ASV008098,0,0,0,0,0,0
ASV008099,0,0,0,0,0,0
ASV008100,0,1,0,0,0,1
ASV008101,0,0,0,0,0,0
ASV008102,0,0,0,0,0,0
ASV008103,0,0,0,0,0,0
ASV008104,0,0,0,0,0,0
ASV008105,0,0,0,0,0,0
ASV008106,0,0,0,0,0,0
ASV008107,0,0,0,0,0,0
ASV008108,0,0,0,0,0,0
ASV008109,0,0,0,0,0,0
ASV008110,0,0,0,0,0,0
ASV008111,0,0,0,0,0,0
ASV008112,0,0,0,0,0,0
ASV008113,0,0,0,2,0,0
ASV008114,0,0,0,0,0,0
ASV008115,3,3,0,1,0,0
ASV008116,0,0,0,0,0,0
ASV008117,1,1,0,0,0,0
ASV008118,0,0,0,0,0,0
ASV008119,0,0,0,0,0,0
ASV008120,3,3,0,2,0,0
ASV008121,0,0,0,0,0,0
ASV008122,0,0,0,0,0,0
ASV008123,0,0,0,0,0,0
ASV008124,0,0,0,0,0,0
ASV008125,0,0,0,0,0,0
ASV008126,0,0,0,0,0,0
ASV008127,0,0,0,0,0,0
ASV008128,0,0,0,0,0,0
ASV008129,0,0,0,0,0,0
ASV008130,0,0,0,0,0,0
ASV008131,3,3,0,1,0,0
ASV008132,1,1,0,0,0,0
ASV008133,0,0,0,0,0,0
ASV008134,0,0,0,0,0,0
ASV008135,0,0,0,0,0,0
ASV008136,0,1,0,2,0,0
ASV008137,0,0,0,0,0,0
ASV008138,0,0,0,0,0,0
ASV008139,0,0,0,0,0,0
ASV008140,1,1,0,1,0,0
ASV008141,0,0,0,0,0,0
ASV008142,0,0,0,0,0,0
ASV008143,1,1,0,1,0,0
ASV008144,0,0,0,0,0,0
ASV008145,2,2,0,1,0,0
ASV008146,0,0,0,0,0,0
ASV008147,0,0,0,0,0,0
ASV008148,0,0,0,0,0,0
ASV008149,0,0,0,0,0,0
ASV008150,0,0,0,0,0,0
ASV008151,0,0,0,0,0,0
ASV008152,1,1,0,0,0,0
ASV008153,0,0,0,0,0,0
ASV008154,0,0,0,0,0,0
ASV008155,0,0,0,0,0,0
ASV008156,0,0,0,0,0,1
ASV008157,0,0,0,0,0,0
ASV008158,0,0,0,0,0,0
ASV008159,0,0,0,0,0,0
