sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV008160,0,0,0,0,0,0
ASV008161,0,0,0,0,0,0
ASV008162,0,0,0,0,0,0
ASV008163,0,0,0,0,0,0
ASV008164,0,0,0,0,0,0
ASV008165,2,2,0,1,0,1
ASV008166,0,0,0,2,0,6
ASV008167,0,0,0,0,0,0
ASV008168,0,0,0,0,0,0
ASV008169,0,0,0,0,0,0
ASV008170,0,0,0,0,0,0
ASV008171,0,0,0,0,0,0
ASV008172,2,2,0,1,0,0
ASV008173,0,0,0,0,0,0
ASV008174,0,0,0,0,0,0
ASV008175,2,2,0,1,0,1
ASV008176,1,1,0,1,0,0
ASV008177,0,0,0,0,0,0
ASV008178,0,0,0,0,0,0
ASV008179,0,0,0,0,0,0
ASV008180,0,0,0,0,0,0
ASV008181,0,0,0,0,0,0
ASV008182,0,0,2,0,0,0
ASV008183,0,0,0,0,0,0
ASV008184,0,0,0,0,0,0
ASV008185,0,0,0,0,0,0
ASV008186,0,0,0,0,0,0
ASV008187,0,1,0,1,0,0
ASV008188,0,0,0,0,0,0
ASV008189,0,0,0,0,0,0
ASV008190,1,1,0,1,0,0
ASV008191,0,0,0,0,0,0
ASV008192,0,0,0,0,0,0
ASV008193,0,0,0,0,0,0
ASV008194,0,0,0,0,0,0
ASV008195,0,0,0,0,0,0
ASV008196,0,0,0,0,0,0
ASV008197,0,0,0,0,0,0
ASV008198,0,0,0,0,0,0
ASV008199,0,0,0,0,0,0
ASV008200,0,0,0,0,0,0
ASV008201,0,0,0,0,0,0
ASV008202,0,0,0,0,0,0
ASV008203,0,0,0,0,0,0
ASV008204,0,0,0,0,0,0
ASV008205,0,0,0,0,0,0
ASV008206,0,0,0,1,0,1
ASV008207,0,0,0,0,0,0
ASV008208,0,0,0,0,0,0
ASV008209,0,0,0,0,0,0
ASV008210,0,0,0,0,0,0
ASV008211,0,0,0,0,0,0
ASV008212,0,0,0,0,0,0
ASV008213,0,0,0,0,0,0
ASV008214,0,0,0,0,0,0
ASV008215,0,0,0,0,0,0
ASV008216,0,0,0,0,0,0
ASV008217,0,0,0,0,0,0
ASV008218,0,0,0,0,0,0
ASV008219,0,0,0,0,0,0
ASV008220,0,0,0,0,0,0
ASV008221,0,0,0,0,0,0
ASV008222,0,0,0,0,0,1
ASV008223,2,2,0,1,0,0
ASV008224,0,1,0,0,0,0
ASV008225,0,0,0,0,0,0
ASV008226,0,0,0,0,0,0
ASV008227,0,0,0,0,0,0
ASV008228,0,0,0,0,0,0
ASV008229,0,0,0,0,0,0
ASV008230,0,0,0,0,0,0
ASV008231,0,0,0,0,0,0
ASV008232,1,1,0,1,0,0
ASV008233,1,0,0,2,0,0
ASV008234,0,0,0,0,0,0
ASV008235,4,4,0,2,0,0
ASV008236,0,0,0,0,0,0
ASV008237,2,1,0,1,0,0
ASV008238,0,0,0,0,0,0
ASV008239,0,0,0,0,0,1
ASV008240,0,0,0,0,0,0
ASV008241,0,0,0,0,0,0
ASV008242,0,0,0,0,0,0
ASV008243,0,0,0,0,0,0
ASV008244,0,0,0,0,0,0
ASV008245,0,0,0,2,0,0
ASV008246,0,0,0,0,0,0
ASV008247,0,0,0,0,0,0
ASV008248,1,1,0,1,0,0
ASV008249,0,0,0,0,0,0
ASV008250,0,0,0,0,0,0
ASV008251,0,0,0,2,0,0
ASV008252,2,2,0,1,0,0
ASV008253,0,0,0,0,0,0
ASV008254,0,0,0,0,0,0
ASV008255,0,0,0,1,0,0
ASV008256,0,0,0,0,0,0
ASV008257,0,0,0,0,0,0
ASV008258,0,0,0,0,0,0
ASV008259,0,0,0,0,0,0
ASV008260,0,0,0,0,0,0
ASV008261,2,2,0,0,0,0
ASV008262,0,0,0,0,0,0
ASV008263,0,0,0,1,0,0
ASV008264,0,0,0,0,0,0
ASV008265,0,0,0,0,0,0
ASV008266,0,0,0,0,0,0
ASV008267,0,0,0,0,0,0
ASV008268,0,0,0,0,0,0
ASV008269,0,0,0,0,0,0
ASV008270,0,0,0,2,0,0
ASV008271,0,0,0,0,0,0
ASV008272,0,0,0,0,0,0
ASV008273,0,0,0,0,0,0
ASV008274,0,0,0,0,0,0
ASV008275,0,0,0,0,0,0
ASV008276,0,0,0,0,0,0
ASV008277,0,0,0,0,0,0
ASV008278,0,0,0,0,0,0
ASV008279,0,0,0,0,0,0
ASV008280,0,0,0,0,0,0
ASV008281,0,0,0,0,0,0
ASV008282,0,0,0,0,0,0
ASV008283,0,0,0,0,0,0
ASV008284,0,0,0,0,0,0
ASV008285,0,0,0,0,0,0
ASV008286,0,0,0,0,0,0
ASV008287,0,0,0,0,0,0
ASV008288,0,0,0,0,0,0
ASV008289,0,0,0,0,0,0
ASV008290,0,0,0,0,0,0
ASV008291,0,0,0,0,0,0
ASV008292,0,0,0,0,0,0
ASV008293,1,1,0,0,0,0
ASV008294,0,0,0,0,0,0
ASV008295,0,0,0,0,0,0
ASV008296,1,1,0,1,0,0
ASV008297,0,0,0,0,0,0
ASV008298,0,0,0,0,0,0
ASV008299,0,0,0,0,0,0
ASV008300,0,0,0,0,0,0
ASV008301,0,0,0,0,0,0
ASV008302,0,0,0,0,0,0
ASV008303,2,2,0,1,0,0
ASV008304,0,0,0,0,0,0
ASV008305,0,0,0,0,0,0
ASV008306,0,0,0,0,0,0
ASV008307,0,0,0,0,0,0
ASV008308,0,0,0,0,0,0
ASV008309,0,0,0,0,0,0
ASV008310,2,1,0,1,0,1
ASV008311,0,0,0,0,0,0
ASV008312,1,0,0,1,0,0
ASV008313,0,0,0,0,0,0
ASV008314,0,0,0,0,0,0
ASV008315,0,0,0,0,0,0
ASV008316,0,0,0,0,0,0
ASV008317,0,0,0,0,0,0
ASV008318,0,0,0,0,0,0
ASV008319,0,0,0,1,0,0
ASV008320,0,0,0,0,0,0
ASV008321,0,0,0,0,0,0
ASV008322,3,3,0,1,0,0
ASV008323,0,0,0,0,0,0
ASV008324,0,0,0,0,0,0
ASV008325,3,3,0,1,0,1
ASV008326,0,0,0,0,0,0
ASV008327,0,0,0,0,0,0
ASV008328,0,0,0,0,0,0
ASV008329,0,0,0,0,0,0
ASV008330,0,0,0,0,0,0
ASV008331,0,0,0,0,0,0
ASV008332,0,0,0,0,0,0
ASV008333,3,3,0,1,0,0
ASV008334,0,0,0,0,0,0
ASV008335,0,0,0,0,0,0
ASV008336,0,0,0,0,0,0
ASV008337,0,0,0,0,0,1
ASV008338,2,2,0,1,0,0
ASV008339,0,0,0,0,0,0
ASV008340,0,0,0,0,0,0
ASV008341,0,0,0,0,0,0
ASV008342,0,0,0,0,0,0
ASV008343,0,0,0,0,0,0
ASV008344,0,0,0,0,0,0
ASV008345,0,0,0,0,0,0
ASV008346,3,4,0,2,0,1
ASV008347,0,0,0,0,0,0
ASV008348,1,1,0,1,0,0
ASV008349,0,0,0,0,0,0
ASV008350,0,0,0,0,0,0
ASV008351,0,0,0,0,0,0
ASV008352,0,0,0,0,0,0
ASV008353,0,0,0,0,0,0
ASV008354,0,0,0,0,0,0
ASV008355,0,0,0,0,0,0
ASV008356,0,0,0,0,0,0
ASV008357,0,0,0,0,0,0
ASV008358,0,0,0,0,0,0
ASV008359,0,0,0,0,0,0
ASV008360,0,0,0,0,0,0
ASV008361,1,1,0,1,0,0
ASV008362,0,0,0,0,0,0
ASV008363,0,0,0,0,0,0
ASV008364,0,0,0,0,0,0
ASV008365,0,0,0,2,0,0
ASV008366,0,0,0,0,0,0
ASV008367,0,0,0,0,0,0
ASV008368,3,3,0,1,0,0
ASV008369,0,0,0,0,0,0
ASV008370,0,0,0,0,0,0
ASV008371,0,0,0,0,0,0
ASV008372,0,0,0,0,0,0
ASV008373,0,0,0,0,0,0
ASV008374,0,0,0,0,0,0
ASV008375,0,0,0,0,0,0
ASV008376,0,0,0,0,0,0
ASV008377,0,0,0,0,0,0
ASV008378,0,0,0,2,0,0
ASV008379,0,0,0,0,0,0
ASV008380,0,0,0,0,0,0
ASV008381,0,0,0,0,0,0
ASV008382,0,0,0,0,0,0
ASV008383,0,0,0,1,0,0
ASV008384,0,0,0,0,0,0
ASV008385,0,0,0,0,0,0
ASV008386,0,0,0,0,0,0
ASV008387,0,0,0,0,0,0
ASV008388,0,0,0,0,0,0
ASV008389,0,0,0,0,0,0
ASV008390,0,0,0,0,0,0
ASV008391,0,0,0,1,0,1
ASV008392,0,0,0,0,0,0
ASV008393,0,0,0,0,0,0
ASV008394,0,0,0,0,0,0
ASV008395,0,0,0,0,0,0
ASV008396,0,0,0,0,0,0
ASV008397,1,0,0,1,0,1
ASV008398,0,0,0,0,0,0
ASV008399,0,0,0,0,0,0
ASV008400,0,0,0,0,0,0
ASV008401,0,0,0,0,0,0
ASV008402,0,0,0,0,0,1
ASV008403,0,0,0,0,0,0
ASV008404,0,0,0,0,0,0
ASV008405,0,0,0,0,0,0
ASV008406,0,0,0,0,0,0
ASV008407,0,0,0,0,0,0
ASV008408,0,0,0,2,0,0
ASV008409,1,1,0,0,0,0
ASV008410,0,0,0,0,0,0
ASV008411,0,0,0,0,0,0
ASV008412,0,0,0,0,0,0
ASV008413,0,0,0,0,0,0
ASV008414,0,0,0,1,0,0
ASV008415,0,0,0,0,0,0
ASV008416,0,0,0,0,0,0
ASV008417,0,0,0,0,0,0
ASV008418,0,0,0,0,0,0
ASV008419,0,0,0,0,0,0
ASV008420,0,0,0,2,0,0
ASV008421,0,0,0,0,0,0
ASV008422,0,0,0,0,0,0
ASV008423,2,2,0,1,0,0
ASV008424,0,0,0,0,0,0
ASV008425,1,1,0,1,0,0
ASV008426,0,0,0,0,0,0
ASV008427,0,0,0,0,0,0
ASV008428,0,0,0,0,0,0
ASV008429,0,0,0,0,0,0
ASV008430,0,0,0,0,0,0
ASV008431,0,0,0,0,0,0
ASV008432,0,0,0,0,0,0
ASV008433,0,0,0,0,0,0
ASV008434,0,0,0,0,0,0
ASV008435,0,0,0,0,0,0
ASV008436,0,0,0,0,0,0
ASV008437,0,0,0,0,0,0
ASV008438,0,0,0,0,0,0
ASV008439,0,0,0,0,0,0
ASV008440,0,0,0,0,0,0
ASV008441,0,0,0,1,0,0
ASV008442,0,0,0,0,0,0
ASV008443,0,0,0,0,0,0
ASV008444,0,0,0,0,0,0
ASV008445,1,0,0,1,0,0
ASV008446,0,0,0,0,0,0
ASV008447,3,3,0,1,0,0
ASV008448,2,2,0,1,0,0
ASV008449,0,0,0,1,0,1
ASV008450,3,3,0,1,0,0
ASV008451,0,0,0,0,0,0
ASV008452,0,0,0,0,0,0
ASV008453,0,0,0,0,0,0
ASV008454,0,0,0,0,0,0
ASV008455,1,1,0,1,0,0
ASV008456,0,0,0,0,0,0
ASV008457,0,0,0,0,0,0
ASV008458,0,0,0,0,0,0
ASV008459,0,0,0,0,0,0
ASV008460,0,0,0,0,0,0
ASV008461,0,0,0,0,0,0
ASV008462,0,0,0,0,0,0
ASV008463,0,0,0,0,0,0
ASV008464,0,0,0,0,0,0
ASV008465,3,3,0,1,0,0
ASV008466,0,0,0,0,0,0
ASV008467,0,0,0,1,0,0
ASV008468,0,0,0,0,0,0
ASV008469,0,0,0,0,0,0
ASV008470,1,1,0,0,0,0
ASV008471,0,0,0,0,0,0
ASV008472,0,0,0,0,0,0
ASV008473,0,0,0,0,0,0
ASV008474,0,0,0,0,0,0
ASV008475,0,0,0,0,0,0
ASV008476,2,2,0,0,0,7
ASV008477,0,0,0,0,0,0
ASV008478,0,0,0,0,0,0
ASV008479,1,1,0,1,0,0
ASV008480,0,0,0,0,0,0
ASV008481,0,0,0,0,0,0
ASV008482,0,0,0,0,0,0
ASV008483,0,0,0,0,0,0
ASV008484,0,0,0,0,0,0
ASV008485,0,0,2,0,0,0
ASV008486,0,0,0,0,0,0
ASV008487,0,0,0,0,0,0
ASV008488,0,0,0,0,0,0
ASV008489,0,0,0,0,0,0
ASV008490,0,0,0,0,0,0
ASV008491,0,0,0,0,0,0
ASV008492,0,0,0,0,0,0
ASV008493,0,0,0,0,0,0
ASV008494,0,0,0,0,0,0
ASV008495,0,0,0,0,0,0
ASV008496,0,0,0,0,0,0
ASV008497,0,0,0,1,0,0
ASV008498,0,0,0,0,0,0
ASV008499,0,0,0,0,0,0
ASV008500,0,0,0,0,0,0
ASV008501,0,0,0,0,0,0
ASV008502,0,0,0,0,0,0
ASV008503,3,3,0,1,0,0
ASV008504,0,0,0,0,0,0
ASV008505,0,0,0,0,0,0
ASV008506,0,0,0,0,0,0
ASV008507,0,0,0,2,0,0
ASV008508,0,0,0,0,0,0
ASV008509,0,0,0,0,0,0
ASV008510,0,0,0,1,0,0
ASV008511,2,2,0,2,0,0
ASV008512,0,0,0,0,0,0
ASV008513,0,0,0,0,0,0
ASV008514,0,0,0,0,0,0
ASV008515,0,0,0,0,0,0
ASV008516,0,0,0,0,0,0
ASV008517,1,1,0,1,0,0
ASV008518,0,0,0,0,0,0
ASV008519,0,0,0,0,0,0
ASV008520,0,0,0,2,0,6
ASV008521,0,0,0,0,0,0
ASV008522,0,0,0,0,0,0
ASV008523,0,0,0,0,0,0
ASV008524,0,0,0,0,0,1
ASV008525,0,0,0,0,0,0
ASV008526,1,1,0,0,0,0
ASV008527,0,0,0,0,0,0
ASV008528,0,0,0,0,0,0
ASV008529,0,0,0,0,0,0
ASV008530,0,0,0,0,0,0
ASV008531,3,3,0,1,0,0
ASV008532,0,0,0,0,0,0
ASV008533,0,0,0,0,0,0
ASV008534,1,1,0,1,0,0
ASV008535,3,3,0,1,0,0
ASV008536,0,0,0,0,0,0
ASV008537,0,0,0,0,0,0
ASV008538,0,0,0,0,0,0
ASV008539,0,0,0,0,0,0
ASV008540,0,0,0,1,0,0
ASV008541,0,0,0,0,0,0
ASV008542,0,0,0,0,0,0
ASV008543,0,0,0,0,0,0
ASV008544,0,0,0,0,0,0
ASV008545,0,0,0,0,0,0
ASV008546,0,0,0,0,0,0
ASV008547,1,1,0,0,0,0
ASV008548,0,0,0,0,0,0
ASV008549,0,0,0,1,0,0
ASV008550,0,0,0,0,0,0
ASV008551,0,0,0,0,0,0
ASV008552,0,0,0,0,0,0
ASV008553,0,0,0,0,0,0
ASV008554,0,0,0,0,0,0
ASV008555,0,0,0,0,0,0
ASV008556,1,1,0,1,0,0
ASV008557,0,0,0,0,0,0
ASV008558,0,0,0,0,0,0
ASV008559,0,0,0,0,0,0
ASV008560,0,0,0,0,0,0
ASV008561,0,0,0,1,0,1
ASV008562,0,0,0,0,0,0
ASV008563,0,0,0,0,0,0
ASV008564,0,0,0,0,0,0
ASV008565,0,0,0,0,0,0
ASV008566,0,0,0,0,0,0
ASV008567,0,0,0,0,0,0
ASV008568,0,0,0,0,0,0
ASV008569,0,0,0,0,0,0
ASV008570,0,0,0,0,0,0
ASV008571,2,2,0,1,0,0
ASV008572,0,0,0,0,0,0
ASV008573,0,0,0,0,0,0
ASV008574,0,0,0,0,0,0
ASV008575,0,0,0,0,0,0
ASV008576,0,0,0,0,0,0
ASV008577,2,2,0,1,0,1
ASV008578,0,0,0,0,0,0
ASV008579,0,0,0,0,0,0
ASV008580,0,0,0,0,0,0
ASV008581,0,0,0,0,0,0
ASV008582,0,0,0,0,0,0
ASV008583,0,0,0,0,0,0
ASV008584,0,0,0,0,0,0
ASV008585,0,0,0,0,0,0
ASV008586,0,0,0,2,0,0
ASV008587,0,0,0,0,0,0
ASV008588,0,0,0,0,0,0
ASV008589,0,0,0,0,0,0
ASV008590,0,0,0,0,0,0
ASV008591,0,0,0,0,0,0
ASV008592,0,0,0,0,0,0
ASV008593,0,0,0,0,0,0
ASV008594,0,0,0,0,0,0
ASV008595,2,2,0,1,0,0
ASV008596,0,0,0,0,0,0
ASV008597,0,0,0,0,0,0
ASV008598,0,0,0,0,0,0
ASV008599,0,0,0,1,0,1
ASV008600,3,3,0,1,0,0
ASV008601,0,0,0,0,0,0
ASV008602,0,0,0,0,0,0
ASV008603,0,0,0,0,0,0
ASV008604,0,0,0,0,0,0
ASV008605,0,0,0,0,0,0
ASV008606,0,0,0,0,0,2
ASV008607,0,0,0,0,0,0
ASV008608,0,0,0,0,0,0
ASV008609,0,1,0,2,0,2
ASV008610,0,0,0,0,0,0
ASV008611,1,1,0,1,0,0
ASV008612,0,0,0,0,0,0
ASV008613,0,0,0,0,0,0
ASV008614,0,0,0,0,0,0
ASV008615,0,0,0,0,0,0
ASV008616,0,0,0,1,0,0
ASV008617,0,0,0,0,0,0
ASV008618,0,0,0,0,0,0
ASV008619,0,0,0,0,0,0
ASV008620,0,0,0,0,0,0
ASV008621,0,0,0,0,0,0
ASV008622,0,0,0,0,0,0
ASV008623,0,0,0,0,0,0
ASV008624,0,0,0,0,0,0
ASV008625,0,0,0,0,0,0
ASV008626,0,0,0,0,0,0
ASV008627,0,0,0,0,0,0
ASV008628,0,0,0,0,0,0
ASV008629,0,0,0,1,0,0
ASV008630,0,0,0,0,0,0
ASV008631,0,0,0,0,0,0
ASV008632,0,0,0,0,0,0
ASV008633,0,0,0,0,0,0
ASV008634,1,1,0,1,0,0
ASV008635,0,0,0,0,0,0
ASV008636,0,0,0,0,0,0
ASV008637,0,0,0,0,0,0
ASV008638,0,0,0,0,0,0
ASV008639,0,0,0,0,0,0
ASV008640,0,0,0,0,0,0
ASV008641,0,0,0,0,0,0
ASV008642,0,0,0,0,0,0
ASV008643,0,0,0,0,0,0
ASV008644,0,0,0,0,0,0
ASV008645,0,0,0,0,0,0
ASV008646,0,0,0,0,0,0
ASV008647,0,0,0,0,0,0
ASV008648,0,0,0,0,0,0
ASV008649,0,0,0,0,0,0
ASV008650,0,0,0,0,0,0
ASV008651,0,0,0,0,0,0
ASV008652,0,0,0,2,0,6
ASV008653,0,0,0,0,0,0
ASV008654,0,0,0,0,0,0
ASV008655,0,0,0,0,0,0
ASV008656,0,0,0,0,0,0
ASV008657,0,0,0,0,0,0
ASV008658,0,0,0,0,0,0
ASV008659,0,0,0,0,0,0
ASV008660,0,0,0,0,0,0
ASV008661,0,0,0,0,0,0
ASV008662,0,0,0,0,0,0
ASV008663,0,0,0,0,0,0
ASV008664,0,0,0,0,0,0
ASV008665,0,0,0,0,0,0
ASV008666,0,0,0,0,0,0
ASV008667,0,0,0,0,0,0
ASV008668,0,0,0,0,0,0
ASV008669,1,1,0,0,0,0
ASV008670,0,0,0,0,0,0
ASV008671,0,0,0,0,0,0
ASV008672,0,0,0,0,0,0
ASV008673,0,0,0,0,0,0
ASV008674,0,0,0,0,0,0
ASV008675,0,0,0,0,0,0
ASV008676,0,0,0,0,0,0
ASV008677,0,0,0,0,0,0
ASV008678,2,1,0,1,0,0
ASV008679,0,0,0,0,0,0
ASV008680,2,2,0,1,0,0
ASV008681,0,0,0,0,0,0
ASV008682,0,0,0,0,0,0
ASV008683,0,0,0,1,0,0
ASV008684,0,0,0,0,0,0
ASV008685,0,1,0,1,0,0
ASV008686,0,0,0,0,0,0
ASV008687,0,0,0,0,0,0
ASV008688,0,0,0,0,0,0
ASV008689,0,0,0,0,0,0
ASV008690,0,0,0,0,0,0
ASV008691,0,0,0,0,0,0
ASV008692,0,0,0,0,0,0
ASV008693,0,0,0,0,0,0
ASV008694,0,0,0,0,0,0
ASV008695,0,0,0,1,0,0
ASV008696,0,0,0,0,0,0
ASV008697,0,0,0,0,0,0
ASV008698,0,0,0,0,0,0
ASV008699,0,0,0,0,0,0
ASV008700,0,0,0,0,0,0
ASV008701,1,1,0,1,0,0
ASV008702,0,0,0,0,0,0
ASV008703,0,0,0,0,0,0
ASV008704,0,0,0,0,0,0
ASV008705,0,0,0,0,0,0
ASV008706,0,0,0,0,0,0
ASV008707,3,3,0,1,0,0
ASV008708,2,2,0,1,0,0
ASV008709,0,0,0,0,0,0
ASV008710,0,0,0,0,0,0
ASV008711,0,0,0,0,0,0
ASV008712,0,0,0,0,0,0
ASV008713,0,0,0,0,0,0
ASV008714,0,0,0,0,0,0
ASV008715,0,0,0,0,0,0
ASV008716,1,1,0,1,0,0
ASV008717,0,0,0,0,0,0
ASV008718,0,0,0,0,0,0
ASV008719,0,0,0,0,0,0
ASV008720,0,0,0,0,0,0
ASV008721,0,0,0,0,0,0
ASV008722,0,0,0,0,0,0
ASV008723,0,0,0,0,0,0
ASV008724,0,0,0,1,0,0
ASV008725,1,1,0,1,0,0
ASV008726,0,0,0,0,0,0
ASV008727,0,0,0,0,0,0
ASV008728,0,0,0,0,0,0
ASV008729,0,0,0,0,0,0
ASV008730,0,0,0,0,0,0
ASV008731,0,0,0,1,0,0
ASV008732,0,0,0,0,0,0
ASV008733,0,0,0,0,0,0
ASV008734,0,0,0,0,0,0
ASV008735,3,3,0,1,0,0
ASV008736,0,0,0,0,0,0
ASV008737,0,0,0,0,0,0
ASV008738,2,2,0,1,0,0
ASV008739,0,0,0,0,0,0
ASV008740,0,0,0,0,0,0
ASV008741,0,0,0,2,0,0
ASV008742,0,0,0,0,0,0
ASV008743,0,0,0,0,0,0
ASV008744,0,0,0,0,0,0
ASV008745,0,0,0,0,0,0
ASV008746,0,0,0,0,0,0
ASV008747,0,0,0,0,0,0
ASV008748,1,1,0,1,0,0
ASV008749,0,0,0,0,0,0
ASV008750,0,0,0,0,0,0
ASV008751,0,0,0,0,0,0
ASV008752,0,0,0,0,0,0
ASV008753,0,0,0,0,0,0
ASV008754,0,0,0,0,0,0
ASV008755,0,1,0,2,1,0
ASV008756,1,1,0,1,0,0
ASV008757,3,3,0,1,0,0
ASV008758,0,0,0,0,0,0
ASV008759,0,0,0,0,0,0
ASV008760,0,0,0,0,0,0
ASV008761,0,0,0,0,0,0
ASV008762,2,2,0,1,0,0
ASV008763,0,0,0,0,0,0
ASV008764,0,0,0,0,0,0
ASV008765,0,0,0,0,0,0
ASV008766,0,0,0,0,0,0
ASV008767,0,0,0,0,0,1
ASV008768,0,0,0,0,0,0
ASV008769,0,0,0,0,0,0
ASV008770,0,0,0,0,0,0
ASV008771,0,0,0,0,0,0
ASV008772,0,0,0,0,0,0
ASV008773,0,0,0,0,0,0
ASV008774,0,0,0,0,0,0
ASV008775,0,0,0,0,0,0
ASV008776,1,1,0,1,0,0
ASV008777,0,0,0,0,0,0
ASV008778,0,0,0,0,0,0
ASV008779,0,0,0,0,0,0
ASV008780,0,0,0,0,0,0
ASV008781,0,0,0,0,0,0
ASV008782,0,0,0,0,0,0
ASV008783,0,0,0,0,0,0
ASV008784,0,0,0,0,0,0
ASV008785,1,1,0,1,0,0
ASV008786,0,0,0,0,0,0
ASV008787,0,0,0,0,0,0
ASV008788,3,4,0,2,0,1
ASV008789,1,1,0,0,0,0
ASV008790,0,0,0,0,0,0
ASV008791,0,0,0,0,0,0
ASV008792,0,0,0,0,0,0
ASV008793,1,1,0,1,0,0
ASV008794,0,0,0,0,0,0
ASV008795,0,0,0,0,0,0
ASV008796,0,0,0,0,0,0
ASV008797,3,3,0,1,0,0
ASV008798,0,0,0,0,0,0
ASV008799,1,1,0,1,0,0
ASV008800,0,0,0,0,0,0
ASV008801,0,0,0,0,0,0
ASV008802,0,0,2,0,0,0
ASV008803,1,1,0,0,0,0
ASV008804,0,0,0,0,0,0
ASV008805,1,1,0,0,0,0
ASV008806,0,0,2,0,0,0
ASV008807,0,0,0,0,0,0
ASV008808,0,0,0,1,0,1
ASV008809,0,0,0,0,0,0
ASV008810,0,0,0,0,0,0
ASV008811,0,0,0,0,0,0
ASV008812,0,0,0,0,0,0
ASV008813,0,0,0,0,0,0
ASV008814,0,0,0,0,0,0
ASV008815,0,0,0,0,0,0
ASV008816,0,0,0,0,0,0
ASV008817,0,0,0,0,0,0
ASV008818,0,0,0,0,0,0
ASV008819,0,0,0,0,0,0
ASV008820,1,1,0,1,0,0
ASV008821,1,1,0,1,0,0
ASV008822,0,0,0,0,0,0
ASV008823,0,0,0,0,0,0
ASV008824,0,0,0,0,0,0
ASV008825,3,3,2,1,0,0
ASV008826,0,0,0,0,0,0
ASV008827,1,1,0,1,0,0
ASV008828,0,0,0,0,0,0
ASV008829,3,3,0,1,0,0
ASV008830,0,0,0,0,0,0
ASV008831,0,0,0,0,0,0
ASV008832,0,0,0,0,0,0
ASV008833,0,0,0,0,0,0
ASV008834,0,0,0,0,0,0
ASV008835,0,0,0,0,0,0
ASV008836,0,0,0,0,0,0
ASV008837,3,3,0,1,0,0
ASV008838,0,0,0,0,0,0
ASV008839,2,2,0,1,0,0
ASV008840,0,0,0,0,0,0
ASV008841,0,0,0,0,0,0
ASV008842,0,0,0,0,0,0
ASV008843,0,0,0,0,0,0
ASV008844,0,0,0,0,0,0
ASV008845,0,0,0,0,0,0
ASV008846,0,0,0,0,0,0
ASV008847,0,0,2,0,0,0
ASV008848,0,0,0,0,0,0
ASV008849,0,0,0,0,0,0
ASV008850,0,0,0,0,0,0
ASV008851,0,0,0,0,0,0
ASV008852,0,0,0,0,0,0
ASV008853,0,0,0,0,0,0
ASV008854,0,0,0,0,0,0
ASV008855,0,0,2,0,0,0
ASV008856,1,1,0,1,0,0
ASV008857,0,0,0,0,0,0
ASV008858,0,0,0,0,0,0
ASV008859,0,0,0,0,0,0
ASV008860,0,0,2,0,0,0
ASV008861,0,0,0,0,0,0
ASV008862,0,0,0,0,0,0
ASV008863,0,0,2,0,0,0
ASV008864,0,0,0,0,0,0
ASV008865,0,0,0,0,0,0
ASV008866,2,2,0,1,0,1
ASV008867,0,0,0,0,0,0
ASV008868,0,0,0,0,0,0
ASV008869,0,0,0,0,0,0
ASV008870,0,0,0,0,0,0
ASV008871,2,2,0,1,0,0
ASV008872,0,0,0,0,0,0
ASV008873,0,0,0,0,0,0
ASV008874,0,0,0,0,0,0
ASV008875,0,0,0,0,0,0
ASV008876,0,0,0,0,0,0
ASV008877,0,0,0,0,0,0
ASV008878,1,1,0,0,0,0
ASV008879,0,0,0,0,0,0
ASV008880,0,0,0,0,0,0
ASV008881,0,0,0,0,0,0
ASV008882,0,0,0,0,0,0
ASV008883,0,0,0,0,0,0
ASV008884,0,0,0,0,0,0
ASV008885,1,1,0,1,0,0
ASV008886,0,0,0,0,0,0
ASV008887,0,0,0,3,0,0
ASV008888,0,0,0,0,0,0
ASV008889,0,0,0,0,0,0
ASV008890,0,0,0,0,0,0
ASV008891,0,0,0,0,0,0
ASV008892,0,0,0,0,0,0
ASV008893,0,0,0,0,0,0
ASV008894,0,0,0,0,0,0
ASV008895,0,0,0,0,0,0
ASV008896,0,0,0,3,0,0
ASV008897,0,0,0,5,0,0
ASV008898,0,0,0,0,0,0
ASV008899,0,0,0,0,0,0
ASV008900,0,0,0,0,0,0
ASV008901,0,0,0,0,0,0
ASV008902,0,0,0,0,0,0
ASV008903,2,2,0,1,0,0
ASV008904,0,0,0,0,0,0
ASV008905,0,0,0,0,0,0
ASV008906,0,0,0,0,0,0
ASV008907,0,0,0,0,0,0
ASV008908,0,0,0,0,0,0
ASV008909,1,1,0,0,0,0
ASV008910,0,0,0,1,0,1
ASV008911,0,0,0,0,0,0
ASV008912,3,3,0,1,0,0
ASV008913,0,0,0,0,0,0
ASV008914,0,0,0,0,0,0
ASV008915,0,0,0,0,0,0
ASV008916,0,0,0,0,0,0
ASV008917,0,0,0,0,0,0
ASV008918,0,0,0,0,0,0
ASV008919,0,0,0,0,0,0
ASV008920,0,0,0,0,0,0
ASV008921,0,0,0,0,0,1
ASV008922,0,0,0,0,0,0
ASV008923,0,0,0,0,0,0
ASV008924,0,0,0,0,0,0
ASV008925,0,0,0,0,0,0
ASV008926,0,0,0,0,0,0
ASV008927,0,0,0,0,0,0
ASV008928,0,0,0,0,0,0
ASV008929,0,0,0,0,0,0
ASV008930,0,0,0,0,0,0
ASV008931,0,0,0,0,0,0
ASV008932,0,0,0,0,0,0
ASV008933,0,0,0,0,0,0
ASV008934,0,0,0,0,0,0
ASV008935,0,0,0,0,0,0
