Group,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET
ASV000089,0.079231231,0.109021802,0.118498248,0.117939038,0.131628243,0.133602343,0.070755224,0.113413375,0.021490838,0.025707513,0.021928803,0.019845787,0.024642203,0.022107056,0.015128511,0.070500253,0.09769042,0.092304274,0.074042384,0.065908007,0.068908925,0.055473984,0.092057692,0.16098415,0.106663967,0.082761136,0.094236129,0.105988806,0.113817144,0.205285313,0.202643804,0.131909572,0.179579556,0.105733134,0.169851787,0.091958841,0.132196158,0.160128138,0.172346217,0.166389792,0.128403664,0.144354061,0.131829984
ASV000105,0.879908309,0.056584282,0.079130916,0.060204893,0.094229871,0.055273048,0.064638722,0.041166481,0.072422441,0.025903623,0.020126604,0.022578019,0.021156677,0.024115971,0.035029831,0.044282325,0.08849036,0.083935037,0.067858723,0.059653899,0.039602492,0.037992072,0.038249057,0.061691635,0.044984918,0.032531087,0.020678313,0.015709884,0,0.036099799,0.048578912,0.023728272,0.026177831,0.034789957,0.009889436,0.071567082,0.054152987,0.034017203,0.039314054,0.033466689,0.021641487,0.012882921,0.020873925
ASV000016,0.023686862,2.06380675,1.94013618,1.989167691,1.41642157,0.741325662,0.505402922,0.670399714,0.03779273,0.074774024,0.088062896,0.039465701,0.075919951,0.047869327,0.03350994,0.225822456,0.595804641,0.442616637,0.188683551,0.237588455,1.157849742,0.346201478,1.371012691,1.889156146,1.830421033,1.93859183,1.71568422,1.220744504,0.901639621,0.613686943,1.999310207,3.247028276,1.902538188,1.416846458,0.859747815,0.382673306,1.288607422,2.447624681,1.488198161,1.306143777,1.068527265,0.909471722,0.894677436
ASV000110,0.005082076,0.083549897,0.098795579,0.078015106,0.019628832,0.050600877,0.037202672,0.075106518,0.008436269,0.074395508,0.05047378,0.065773977,0.050845683,0.049672704,0.060203001,0.020529578,0.02128599,0.063530592,0.129043399,0.075549371,0.125003081,0.061815497,0.031872876,0.081573676,0.076805668,0.050491948,0.049477272,0.045680428,0.021053615,0.037236943,0.101448459,0.061524125,0.075214994,0.06680561,0.070339035,0.035596871,0.009585413,0.123901998,0.097099664,0.057853104,0.121785837,0.092180051,0.054455467
ASV000009,0.980278669,4.733900275,2.428398285,2.733269252,2.149521225,1.007228988,0.954182542,0.813894296,1.899198343,3.076924034,2.65855196,1.929256594,2.057194825,1.551779924,1.681845769,1.638177891,2.711846112,2.223067372,1.837132121,3.205600533,2.21655181,2.777638474,4.442791869,1.797135813,2.482917079,4.464033154,4.385659397,3.40536279,3.359844697,3.66135252,1.796951317,1.557378965,0.779021129,0.997921632,0.357270396,0.351895912,3.38038164,1.258013096,1.392966983,0.681295967,0.773444822,0.557650946,0.487424971
ASV000013,1.44877744,1.290462211,1.311893106,1.272215984,1.179682095,1.297784983,1.273606496,1.305924639,0.584684106,0.53790633,0.45704328,0.423259973,0.466576847,0.542363526,0.546599819,1.198975143,0.928713801,0.84266788,0.655412378,0.768835623,1.227166834,1.104259253,1.173896148,1.144734502,1.169658576,1.128340483,1.360675941,1.566011706,1.348602796,1.47633972,1.442713026,1.267847275,1.256905261,1.214039414,1.374871554,0.902171023,1.321771211,1.436507413,1.265036325,1.17294725,1.066470946,1.022706027,1.304309389
ASV000018,8.728441641,1.777778332,0.639661919,0.59283933,0.462330364,0.684542385,0.583200345,0.12990412,1.077096078,0.122875928,0.269066482,0.130172257,0.259780357,0.415863853,0.221096373,1.952277557,3.177464681,1.749231771,0.706697904,0.339261455,0.07625066,0.080783031,0.823391009,0.360211455,0.366240542,0.269491924,0.079260353,0.002801591,0,1.727442171,0.984036108,0.632243018,0.586171348,0.677356507,0.549961096,0.846561904,1.980346189,0.743394944,0.8005092,0.547158557,0.793847279,0.38929121,0.31349242
ASV000095,0.011473447,0.022936666,0.118032851,0.110058518,0.04547619,0.081623665,0.031700632,0.067275966,0.02412091,0.127561679,0.073009598,0.102197269,0.154932288,0.073517291,0.07220653,0.017820211,0.025958469,0.096610466,0.217814694,0.133548268,0.182329876,0.133219268,0.047858472,0.076252593,0.086090562,0.014361626,0.039757607,0.075962971,0.029092265,0.015545083,0.117198909,0.17511965,0.10259469,0.112290958,0.093770305,0.030777393,0.03428943,0.117086295,0.133537371,0.093092572,0.105678635,0.090238372,0.119645201
ASV000072,0.824281769,0.105999222,0.123259756,0.075883834,0.076157886,0.121527753,0.065231236,0.086773839,0.350770943,0.391022866,0.552054503,0.339074475,0.245182129,0.226527152,0.173885136,0.147612765,0.157714858,0.167387598,0.118778221,0.087027544,0.075592289,0.107900721,0.075088037,0.072678429,0.067948789,0.035925829,0.041588231,0.04094003,0.026191676,0.115024056,0.114111781,0.105822599,0.034541058,0.044775811,0.032756898,0.032631751,0.106480727,0.086366099,0.060075039,0.05292782,0.067298216,0.052879432,0.028951281
ASV000001,22.78777467,34.60271265,35.09703927,34.6355051,31.41184109,30.73477425,31.00173915,37.2983292,43.6504045,35.23190796,40.69154699,42.62901197,38.52596452,38.94253558,39.56915799,25.95676772,26.36043376,26.20608236,19.71032085,22.54337647,28.85128458,27.19890138,30.63840415,35.10742246,34.81331986,35.66902296,39.40643195,38.59021172,42.17788595,39.02360785,39.97246303,36.66921247,34.966402,34.34506589,35.90386019,29.76539573,41.87770476,44.04251378,36.89988968,38.5139166,34.07188156,36.37264481,37.86014384
ASV000015,0.369542132,0.350411934,0.529788748,0.788106488,0.617491657,0.676722913,0.58483428,0.70118841,2.262025718,1.958480835,1.788242268,1.276457002,1.130506621,0.772286206,0.868682921,0.253095323,0.496321486,1.094567458,1.374157386,0.589754202,0.680900655,1.471078916,0.404521615,0.615873713,0.735412317,1.346259451,1.053600582,1.264400903,1.451012547,0.386548351,1.347053853,1.573182119,1.727385033,1.851574189,1.565666416,2.352759716,0.772102312,1.065999698,1.279607304,1.389869426,1.218534031,1.364633425,1.395375242
ASV000077,0.100977412,0.102663537,0.033308706,0.063118537,0.031102982,0.024176417,0.027272301,0.035153614,0.515630638,0.481446274,0.439462283,0.311483735,0.405507406,0.5384877,0.468461846,0.048582968,0.072017724,0.049121867,0.08071157,0.12820128,0.219020047,0.095151191,0.064882889,0.059048944,0.07665016,0.044566588,0.03949859,0.040653769,0.018062579,0.097539217,0.083481314,0.076812361,0.049021181,0.075907227,0.035300873,0.032631751,0.124268178,0.072330464,0.085825396,0.084366769,0.092192205,0.071905578,0.024311341
ASV000004,5.478658166,4.468276758,4.429328896,4.336969565,3.796822776,3.946958728,4.451291492,4.918649336,5.85776229,10.55484705,8.197339168,7.196572941,7.086155637,7.746494382,7.268835474,5.214960343,3.992149424,4.365487762,2.489697047,2.433226952,3.137756965,2.782928932,4.770387618,4.874855203,4.427892212,4.016441259,4.058966239,4.480371654,4.620432288,6.533576097,6.549974577,5.392684086,4.618478921,4.880222888,5.315737631,4.467843903,7.475550728,7.465478918,6.23608998,5.739016309,5.496064844,5.56328909,6.550096078
ASV000086,0.017404074,0.022773061,0.062810754,0.042754726,0.056728612,0.039095304,0.053788337,0.03939309,0.200563041,0.558111726,0.463825531,0.415541278,0.405218875,0.420132686,0.344935813,0.032563398,0.048039954,0.040189106,0.020853011,0.015411772,0.029045266,0.042790959,0.030772998,0.038172695,0.029653953,0.044841052,0.064483897,0.03250761,0.029751839,0.027171023,0.035393165,0.049946728,0.030869691,0.037476912,0.0430404,0.014461518,0.079942811,0.033212655,0.030227468,0.028860058,0.030227242,0.030598453,0.02267106
ASV000014,0.237910859,0.128740596,0.124442251,0.092032551,0.07052059,0.034455263,0.028306996,0.011648893,0.483241307,8.676883873,8.618519333,5.952174167,4.818413285,4.263517054,2.989210061,0.103066549,0.20045432,0.117488068,0.103058899,0.197379272,0.248665964,0.060158864,0.133370269,0.148421471,0.127540851,0.072707325,0.074306737,0.055793039,0.010770935,0.326323274,0.309099011,0.339498352,0.103549413,0.132203562,0.109010402,0.014461518,0.300033294,0.230838357,0.240999008,0.108490163,0.078860823,0.038450786,0.057635213
ASV000100,0.082941952,0.036492486,0.043352314,0.046486052,0.054972207,0.027240019,0.020874781,0.019767701,0.351741149,0.307359919,0.248621529,0.218147104,0.220287644,0.294497317,0.274163976,0.009238631,0.026725061,0.012299193,0.016140621,0.012028744,0.021460175,0.009493268,0.043263192,0.030956465,0.038155643,0.044566588,0.032100172,0.02188368,0.022379321,0.062166283,0.061184738,0.06256854,0.049639017,0.043843884,0.035169518,0.024844067,0.076957364,0.102348205,0.050927511,0.041404289,0.062347796,0.045941759,0.031431978
ASV000007,0,0.008371003,0.004985915,0.548759139,3.151209312,5.407149543,5.438364223,5.522896425,0.001361211,0.001082005,0.442329756,7.539928869,6.572178378,5.442986584,5.455356092,0,0,0.212610913,1.234846243,0.576144398,0.31175275,0.206232169,0.004364075,0,0.043799346,1.07198124,1.371438855,1.257508729,0.977979589,0,0.00435483,8.013382194,9.86467903,8.973075133,7.633728602,8.043967211,0,0.006268604,11.87609574,9.017115067,11.98328181,8.650612309,7.353863951
ASV000092,0.308293536,0.082529422,0.064275483,0.071479867,0.063705755,0.053641929,0.034059572,0.033502204,0.276346307,0.43759075,0.438591189,0.342166525,0.194390849,0.149065878,0.113215435,0.040830085,0.011346709,0.01951605,0.013584461,0.012967871,0.010411951,0.011111898,0.060889638,0.027695923,0.023506538,0.023526183,0.012865755,0.021593416,0.02950922,0.05350889,0.045739598,0.04575805,0.026827631,0.030173275,0.022322847,0.010382549,0.072794751,0.079273521,0.061004477,0.029054832,0.039871666,0.028622181,0.031263508
ASV000088,0.14786398,0.017246927,0.033571119,0.046083279,0.033161832,0.017057566,0.016298702,0.019893315,0.331072147,0.47637767,0.294525821,0.265690014,0.255973459,0.354551435,0.384568056,0.006559426,0.004332728,0.014739674,0.025644405,0.021286266,0.022305683,0.011092897,0.061910956,0.085122945,0.062344041,0.014840583,0.040015187,0.033925184,0.027019554,0.072264809,0.061191437,0.0814162,0.050856865,0.063932541,0.075274157,0.031147648,0.081749029,0.085352641,0.096180512,0.072449137,0.066687598,0.045743783,0.036246197
ASV000022,0.125351418,0.1054943,0.088782505,0.149657716,0.052089103,0.028055579,0.011924092,0.018180914,0.486170441,6.072446735,4.687843542,4.107278727,3.320175572,2.690490667,2.451531858,0.023148461,0.05744463,0.038682307,0.021641893,0.029531654,0.054429738,0.011092897,0.107301208,0.133024866,0.14362882,0.087113792,0.063657774,0.029443401,0.015168549,0.237389223,0.288833677,0.358885753,0.137654007,0.092362203,0.045058954,0.008157938,0.27355074,0.354207958,0.15974571,0.133480715,0.087264779,0.03552962,0.041399293
ASV000049,2.549282216,0.741973497,0.328107019,0.336074656,0.220577955,0.274966772,0.24525929,0.084023303,0.60634664,0.170519197,0.200331769,0.071715921,0.183802019,0.2505442,0.172683765,0.193249739,0.279212312,0.220155279,0.061470962,0.019671283,0.003070216,0,0.319861854,0.18007261,0.197072914,0.119416567,0.030708223,0,0,0.734498274,0.533106161,0.28780014,0.247782594,0.321111283,0.201650811,0.113467533,0.958372918,0.427227578,0.331396404,0.27546163,0.270665136,0.184192359,0.165238934
ASV000097,0.394494699,0.079371449,0.087409376,0.075333063,0.07070034,0.067250663,0.034814543,0.058468097,0.195912102,0.331837878,0.311880683,0.373688182,0.126458372,0.109340825,0.151282464,0.013572333,0.009811229,0.01971901,0.007653898,0.001245733,0.019269589,0.001590128,0.06006943,0.043029793,0.040543655,0.048235794,0.014567949,0.020462103,0.032490681,0.028937215,0.097240284,0.097313758,0.038904023,0.054988793,0.053667946,0.010382549,0.064688221,0.103732872,0.062676664,0.032877814,0.048030482,0.027404087,0.053768033
ASV000048,0.065952098,0.067977865,0.038012386,0.065615416,0.03565941,0.012725525,0.003984858,0.001878675,0.173256998,2.096978949,1.882031248,1.982461186,1.311439735,1.179312414,1.037734246,0.003422079,0.025618718,0.022460824,0.009280046,0.012335351,0.02059407,0.003161256,0.046435802,0.045883444,0.062885602,0.104427586,0.030527127,0.020175842,0.015168549,0.117576751,0.166465601,0.127551555,0.092527321,0.053544859,0.068795881,0.020765099,0.118645712,0.185493019,0.117114471,0.094208229,0.056386572,0.021732038,0.020186491
