ASV007859,ASV7859: $Cyclobacteriaceae$
ASV007861,ASV7861: $Alphaproteobacteria$
ASV007869,ASV7869: $Thalassospira$
ASV007871,ASV7871: $Roseivirga$
ASV007874,ASV7874: $Catenococcus$
ASV007877,ASV7877: $Roseivirga$
ASV007883,ASV7883: $Rhodobacteraceae$
ASV007886,ASV7886: $Rhizobiaceae$
ASV007887,ASV7887: $Devosiaceae$
ASV007890,ASV7890: $Thalassospira$
ASV007891,ASV7891: $Gammaproteobacteria$
ASV007901,ASV7901: $Rhizobiaceae$
ASV007906,ASV7906: $Tianweitania$
ASV007914,ASV7914: $Alphaproteobacteria$
ASV007921,ASV7921: $Thalassospira$
ASV007922,ASV7922: $Thiobacimonas$
ASV007923,ASV7923: $Stappiaceae$
ASV007925,ASV7925: $Bacillales$
ASV007936,ASV7936: $Modicisalibacter$
ASV007940,ASV7940: $Thalassobaculales$
ASV007943,ASV7943: $Stappia$
ASV007946,ASV7946: $XY-R5$
ASV007949,ASV7949: $Rhodobacteraceae$
ASV007957,ASV7957: $Proteobacteria$
ASV007967,ASV7967: $Fodinicurvata$
ASV007968,ASV7968: $Marinobacterium$
ASV007974,ASV7974: $Rhodobacteraceae$
ASV007976,ASV7976: $Sphingomonadaceae$
ASV007978,ASV7978: $Gammaproteobacteria$
ASV007979,ASV7979: $Rhizobiales$
ASV007983,ASV7983: $Thalassospira$
ASV007985,ASV7985: $Halomonadaceae$
ASV007987,ASV7987: $Oceanospirillales$
ASV007988,ASV7988: $Gammaproteobacteria$
ASV007990,ASV7990: $Alphaproteobacteria$
ASV007995,ASV7995: $Thalassospira$
ASV007998,ASV7998: $Rhodobacteraceae$
ASV008000,ASV8000: $Oricola$
ASV008002,ASV8002: $Rhodobacteraceae$
ASV008016,ASV8016: $Burkholderiaceae$
ASV008018,ASV8018: $Thalassospira$
ASV008019,ASV8019: $Thiobacimonas$
ASV008021,ASV8021: $Rhizobiaceae$
ASV008022,ASV8022: $Stappiaceae$
ASV008031,ASV8031: $Burkholderiaceae$
ASV008053,ASV8053: $Alcanivorax$
ASV008062,ASV8062: $Gammaproteobacteria$
ASV008063,ASV8063: $Corynebacteriaceae$
ASV008070,ASV8070: $Anderseniella$
ASV008076,ASV8076: $Antarctobacter$
ASV008081,ASV8081: $Lacibacter$
ASV008083,ASV8083: $Nitratireductor$
ASV008087,ASV8087: $Aquincola$
ASV008090,ASV8090: $Paracoccus$
ASV008094,ASV8094: $Rhodobacteraceae$
ASV008097,ASV8097: $Rhizobiaceae$
ASV008100,ASV8100: $Methyloferula$
ASV008101,ASV8101: $Rhodobacteraceae$
ASV008102,ASV8102: $Alphaproteobacteria$
ASV008107,ASV8107: $Blastopirellula$
ASV008113,ASV8113: $Rhodobacteraceae$
ASV008114,ASV8114: $Rhizobiaceae$
ASV008115,ASV8115: $Thalassospira$
ASV008117,ASV8117: $Stappiaceae$
ASV008120,ASV8120: $Modicisalibacter$
ASV008131,ASV8131: $Pseudodonghicola$
ASV008132,ASV8132: $Stappiaceae$
ASV008134,ASV8134: $Rhodobacteraceae$
ASV008136,ASV8136: $Rhodobacteraceae$
ASV008140,ASV8140: $Alphaproteobacteria$
ASV008142,ASV8142: $Rhizobiaceae$
ASV008143,ASV8143: $Alphaproteobacteria$
ASV008145,ASV8145: $Rhizobiaceae$
ASV008146,ASV8146: $Roseivirga$
ASV008152,ASV8152: $Stappiaceae$
ASV008156,ASV8156: $Bacilli$
ASV008165,ASV8165: $Pelagibacterium$
ASV008172,ASV8172: $Nereida$
ASV008173,ASV8173: $Rhizobiales$
ASV008175,ASV8175: $Martelella$
ASV008176,ASV8176: $Tistlia$
ASV008182,ASV8182: $Azomonas$
ASV008186,ASV8186: $Roseivirga$
ASV008193,ASV8193: $Alphaproteobacteria$
ASV008203,ASV8203: $Catenococcus$
ASV008206,ASV8206: $Halomonadaceae$
ASV008212,ASV8212: $Thalassospira$
ASV008213,ASV8213: $Oricola$
ASV008222,ASV8222: $Desulfobacteraceae$
ASV008223,ASV8223: $Rhodobacteraceae$
ASV008231,ASV8231: $Pirellulaceae$
ASV008232,ASV8232: $Halomonadaceae$
ASV008233,ASV8233: $Halomonadaceae$
ASV008237,ASV8237: $Oricola$
ASV008238,ASV8238: $Thalassospira$
ASV008239,ASV8239: $Planococcaceae$
ASV008245,ASV8245: $Hyphomonadaceae$
ASV008248,ASV8248: $Litoreibacter$
ASV008251,ASV8251: $Hyphomonas$
ASV008252,ASV8252: $Oricola$
ASV008255,ASV8255: $Thioglobaceae$
ASV008261,ASV8261: $Rhodobacteraceae$
ASV008262,ASV8262: $Rhodobacteraceae$
ASV008263,ASV8263: $Thalassospira$
ASV008264,ASV8264: $Vibrionaceae$
ASV008267,ASV8267: $Catenococcus$
ASV008270,ASV8270: $Oceanospirillales$
ASV008271,ASV8271: $Rhizobiaceae$
ASV008277,ASV8277: $Vibrio$
ASV008279,ASV8279: $Thiobacimonas$
ASV008292,ASV8292: $Catenococcus$
ASV008293,ASV8293: $Breoghania$
ASV008296,ASV8296: $Tistlia$
ASV008303,ASV8303: $Rhodobacteraceae$
ASV008310,ASV8310: $Alphaproteobacteria$
ASV008312,ASV8312: $Halomonadaceae$
ASV008319,ASV8319: $DSSD61$
ASV008322,ASV8322: $Rhodobacteraceae$
ASV008325,ASV8325: $Thalassospira$
ASV008332,ASV8332: $Corynebacteriales$
ASV008333,ASV8333: $Thalassospira$
ASV008337,ASV8337: $Rhodobacteraceae$
ASV008338,ASV8338: $Rhodobacteraceae$
ASV008346,ASV8346: $Rhizobiaceae$
ASV008348,ASV8348: $Rhodobacteraceae$
ASV008351,ASV8351: $Rhizobiaceae$
ASV008358,ASV8358: $Roseivirga$
ASV008359,ASV8359: $Rhodobacteraceae$
ASV008361,ASV8361: $Proteobacteria$
ASV008365,ASV8365: $Alphaproteobacteria$
ASV008368,ASV8368: $Thalassospira$
ASV008378,ASV8378: $Rhodobacteraceae$
ASV008383,ASV8383: $Magnetospira$
ASV008388,ASV8388: $Rhodobacteraceae$
ASV008391,ASV8391: $Clostridiales$
ASV008397,ASV8397: $Burkholderiaceae$
ASV008402,ASV8402: $Dinghuibacter$
ASV008408,ASV8408: $Alcanivorax$
ASV008409,ASV8409: $Modicisalibacter$
ASV008414,ASV8414: $Rhodospirillales$
ASV008420,ASV8420: $Hyphomonadaceae$
ASV008422,ASV8422: $Roseivirga$
ASV008423,ASV8423: $Rhizobiaceae$
ASV008425,ASV8425: $Halomonadaceae$
ASV008427,ASV8427: $Rhodobacteraceae$
ASV008430,ASV8430: $Rhodobacteraceae$
ASV008441,ASV8441: $Catenococcus$
ASV008445,ASV8445: $Modicisalibacter$
ASV008447,ASV8447: $Thalassospira$
ASV008448,ASV8448: $Rhodobacteraceae$
ASV008449,ASV8449: $Halomonadaceae$
ASV008450,ASV8450: $Thalassospira$
ASV008455,ASV8455: $Bacillales$
ASV008465,ASV8465: $Thalassospira$
ASV008467,ASV8467: $Thalassobaculum$
ASV008470,ASV8470: $Stappia$
ASV008473,ASV8473: $Rhodobacteraceae$
ASV008479,ASV8479: $Thiobacimonas$
ASV008482,ASV8482: $Rhodobacteraceae$
ASV008483,ASV8483: $Rhizobiaceae$
ASV008485,ASV8485: $Gammaproteobacteria$
ASV008495,ASV8495: $Catenococcus$
ASV008497,ASV8497: $Thalassobaculum$
ASV008503,ASV8503: $Thalassospira$
ASV008506,ASV8506: $Rhizobiaceae$
ASV008507,ASV8507: $Bacteria$
ASV008510,ASV8510: $Alphaproteobacteria$
ASV008511,ASV8511: $C2U$
ASV008514,ASV8514: $Nitratireductor$
ASV008517,ASV8517: $Rhodobacteraceae$
ASV008519,ASV8519: $Rhodobacteraceae$
ASV008524,ASV8524: $Malonomonas$
ASV008526,ASV8526: $Rubinisphaeraceae$
ASV008531,ASV8531: $Thalassospira$
ASV008534,ASV8534: $Alphaproteobacteria$
ASV008535,ASV8535: $Thalassospira$
ASV008540,ASV8540: $Proteobacteria$
ASV008547,ASV8547: $Stappia$
ASV008549,ASV8549: $Alphaproteobacteria$
ASV008550,ASV8550: $Rhizobiaceae$
ASV008551,ASV8551: $Nitratireductor$
ASV008552,ASV8552: $Devosia$
ASV008556,ASV8556: $Oricola$
ASV008561,ASV8561: $Candidatus_Alysiosphaera$
ASV008566,ASV8566: $Rhizobiales$
ASV008567,ASV8567: $Oricola$
ASV008571,ASV8571: $Oricola$
ASV008577,ASV8577: $Pelagibacterium$
ASV008582,ASV8582: $Rhodobacteraceae$
ASV008586,ASV8586: $Alphaproteobacteria$
ASV008587,ASV8587: $Rhizobiaceae$
ASV008589,ASV8589: $Rhizobiaceae$
ASV008595,ASV8595: $Rhizobiaceae$
ASV008599,ASV8599: $Halomonadaceae$
ASV008600,ASV8600: $Alphaproteobacteria$
ASV008606,ASV8606: $Hydrobacter$
ASV008609,ASV8609: $Hyphomicrobium$
ASV008611,ASV8611: $Rhodobacteraceae$
ASV008615,ASV8615: $Maritimibacter$
ASV008616,ASV8616: $Thalassobaculum$
ASV008621,ASV8621: $Roseivirga$
ASV008629,ASV8629: $Thalassobaculum$
ASV008634,ASV8634: $Rhodovibrionales$
ASV008669,ASV8669: $Planctomycetacia$
ASV008677,ASV8677: $Alteromonadales$
ASV008678,ASV8678: $Roseivivax$
ASV008680,ASV8680: $Rhizobiaceae$
ASV008683,ASV8683: $Thalassobaculum$
ASV008684,ASV8684: $Alphaproteobacteria$
ASV008685,ASV8685: $Alphaproteobacteria$
ASV008695,ASV8695: $Thalassobaculum$
ASV008701,ASV8701: $Alphaproteobacteria$
ASV008706,ASV8706: $Rhizobiaceae$
ASV008707,ASV8707: $Thalassospira$
ASV008708,ASV8708: $Rhizobiaceae$
ASV008716,ASV8716: $XY-R5$
ASV008724,ASV8724: $Alphaproteobacteria$
ASV008725,ASV8725: $Alphaproteobacteria$
ASV008731,ASV8731: $Alphaproteobacteria$
ASV008735,ASV8735: $Thalassospira$
ASV008738,ASV8738: $Rhodobacteraceae$
ASV008741,ASV8741: $Proteobacteria$
ASV008746,ASV8746: $Marinobacter$
ASV008748,ASV8748: $Nafulsella$
ASV008754,ASV8754: $Roseivirga$
ASV008755,ASV8755: $Thiobacimonas$
ASV008756,ASV8756: $Proteobacteria$
ASV008757,ASV8757: $Thalassospira$
ASV008762,ASV8762: $Rhodobacteraceae$
ASV008767,ASV8767: $Bacteria$
ASV008769,ASV8769: $Rhizobiaceae$
ASV008776,ASV8776: $Rhodobacteraceae$
ASV008785,ASV8785: $Thalassobaculum$
ASV008788,ASV8788: $Rhizobiaceae$
ASV008789,ASV8789: $Rhizobiales$
ASV008793,ASV8793: $Proteobacteria$
ASV008795,ASV8795: $Rhodobacteraceae$
ASV008797,ASV8797: $Thalassospira$
ASV008799,ASV8799: $Tistlia$
ASV008802,ASV8802: $Gammaproteobacteria$
ASV008803,ASV8803: $Alphaproteobacteria$
ASV008805,ASV8805: $Stappiaceae$
ASV008806,ASV8806: $Stappiaceae$
ASV008807,ASV8807: $Rhodobacteraceae$
ASV008808,ASV8808: $Alteromonadales$
ASV008813,ASV8813: $Rhizobiales$
ASV008818,ASV8818: $Thalassospira$
ASV008820,ASV8820: $Alphaproteobacteria$
ASV008821,ASV8821: $Tistlia$
ASV008823,ASV8823: $Rhizobiaceae$
ASV008825,ASV8825: $Pseudonocardiaceae$
ASV008827,ASV8827: $Thalassobaculum$
ASV008829,ASV8829: $Thalassospira$
ASV008837,ASV8837: $Thalassospira$
ASV008838,ASV8838: $Rhodobacteraceae$
ASV008839,ASV8839: $Rhodobacteraceae$
ASV008846,ASV8846: $Stappiaceae$
ASV008847,ASV8847: $Azomonas$
ASV008855,ASV8855: $Gammaproteobacteria$
ASV008856,ASV8856: $Alphaproteobacteria$
ASV008860,ASV8860: $Pseudomonadaceae$
ASV008863,ASV8863: $Gammaproteobacteria$
ASV008866,ASV8866: $Pelagibacterium$
ASV008869,ASV8869: $Rhizobiaceae$
ASV008870,ASV8870: $Rhizobiaceae$
ASV008871,ASV8871: $Alphaproteobacteria$
ASV008872,ASV8872: $Oricola$
ASV008874,ASV8874: $Thalassospira$
ASV008878,ASV8878: $Halomonadaceae$
ASV008957,ASV8957: $Rubripirellula$
ASV008960,ASV8960: $Rhodobacteraceae$
ASV008964,ASV8964: $Alteromonadaceae$
ASV008967,ASV8967: $Rhodobacteraceae$
ASV008987,ASV8987: $Bacillales$
ASV008989,ASV8989: $Thalassospira$
ASV008995,ASV8995: $Rhodobacteraceae$
ASV009004,ASV9004: $Proteobacteria$
ASV009005,ASV9005: $Thalassospira$
ASV009006,ASV9006: $Rhodobacteraceae$
ASV009007,ASV9007: $Devosiaceae$
ASV009009,ASV9009: $Roseivirga$
ASV009014,ASV9014: $Thalassospira$
ASV009018,ASV9018: $Halomonadaceae$
ASV009022,ASV9022: $Halomonadaceae$
ASV009023,ASV9023: $Thalassospira$
ASV009024,ASV9024: $Thiobacimonas$
ASV009025,ASV9025: $Alphaproteobacteria$
ASV009027,ASV9027: $Rhodobacteraceae$
ASV009028,ASV9028: $Roseobacter_clade_NAC11-7_lineage$
ASV009029,ASV9029: $Rhodobacteraceae$
ASV009031,ASV9031: $Cyclobacteriaceae$
ASV009032,ASV9032: $Rhodobacteraceae$
ASV009033,ASV9033: $Halomonas$
ASV009035,ASV9035: $Rhodobacteraceae$
ASV009036,ASV9036: $Rhodobacteraceae$
ASV009039,ASV9039: $Oceanospirillales$
ASV009046,ASV9046: $Roseivirga$
ASV009049,ASV9049: $Rhodobacteraceae$
ASV009051,ASV9051: $Malonomonas$
ASV009056,ASV9056: $Stappiaceae$
ASV009058,ASV9058: $Thalassospira$
ASV009065,ASV9065: $Thioclava$
ASV009066,ASV9066: $Rhizobiaceae$
ASV009068,ASV9068: $Stappiaceae$
ASV009071,ASV9071: $Halomonas$
ASV009073,ASV9073: $Oricola$
ASV009075,ASV9075: $Alcanivorax$
ASV009086,ASV9086: $Halomonadaceae$
ASV009087,ASV9087: $Roseivirga$
ASV009089,ASV9089: $Thalassospira$
ASV009092,ASV9092: $Rhodobacteraceae$
ASV009110,ASV9110: $Modicisalibacter$
ASV009112,ASV9112: $Rhizobiaceae$
ASV009117,ASV9117: $Catenococcus$
ASV009119,ASV9119: $Pseudonocardiaceae$
ASV009126,ASV9126: $Alteromonadales$
ASV009130,ASV9130: $Thalassospira$
ASV009131,ASV9131: $Alphaproteobacteria$
ASV009134,ASV9134: $Alphaproteobacteria$
ASV009139,ASV9139: $Alphaproteobacteria$
ASV009141,ASV9141: $Rhizobiaceae$
ASV009148,ASV9148: $Rhizobiales$
ASV009155,ASV9155: $Pseudoruegeria$
ASV009163,ASV9163: $Roseivirga$
ASV009171,ASV9171: $Halomonadaceae$
ASV009177,ASV9177: $Thalassobaculum$
ASV009181,ASV9181: $Marinobacter$
ASV009183,ASV9183: $Thalassospira$
ASV009184,ASV9184: $Roseivirga$
ASV009187,ASV9187: $Modicisalibacter$
ASV009197,ASV9197: $Thalassospira$
ASV009202,ASV9202: $Alphaproteobacteria$
ASV009209,ASV9209: $Thalassospira$
ASV009214,ASV9214: $Tistlia$
ASV009220,ASV9220: $Stappia$
ASV009221,ASV9221: $Rhodobacteraceae$
ASV009224,ASV9224: $Alphaproteobacteria$
ASV009232,ASV9232: $Rhodobacteraceae$
ASV009238,ASV9238: $Roseitalea$
ASV009240,ASV9240: $Cucumibacter$
ASV009241,ASV9241: $Gammaproteobacteria$
ASV009243,ASV9243: $Thalassobaculum$
ASV009247,ASV9247: $Hyphobacterium$
ASV009248,ASV9248: $Alphaproteobacteria$
ASV009256,ASV9256: $Thiobacimonas$
ASV009258,ASV9258: $Rhizobiaceae$
ASV009259,ASV9259: $Proteobacteria$
ASV009263,ASV9263: $Alcanivorax$
ASV009265,ASV9265: $Oricola$
ASV009267,ASV9267: $Stappiaceae$
ASV009269,ASV9269: $Roseivirga$
ASV009270,ASV9270: $Rhizobiales$
ASV009271,ASV9271: $Devosiaceae$
ASV009277,ASV9277: $Rhodobacteraceae$
ASV009278,ASV9278: $Polymorphum$
ASV009279,ASV9279: $Hyphomonas$
ASV009280,ASV9280: $Amorphus$
ASV009283,ASV9283: $Alphaproteobacteria$
ASV009287,ASV9287: $Tistlia$
ASV009288,ASV9288: $Alphaproteobacteria$
ASV009290,ASV9290: $Rhodobacteraceae$
ASV009294,ASV9294: $Rhodobacteraceae$
ASV009298,ASV9298: $Thiobacimonas$
ASV009303,ASV9303: $Thalassobaculum$
ASV009304,ASV9304: $Thalassospira$
ASV009305,ASV9305: $Alphaproteobacteria$
ASV009310,ASV9310: $Thalassobaculum$
ASV009312,ASV9312: $Thalassobaculum$
ASV009314,ASV9314: $Thalassobaculum$
ASV009327,ASV9327: $Sphingomonas$
ASV009331,ASV9331: $Burkholderiaceae$
ASV009336,ASV9336: $Propionibacteriaceae$
ASV009337,ASV9337: $Chitinophagaceae$
ASV009339,ASV9339: $Fimbriiglobus$
ASV009341,ASV9341: $Rhizobiales$
ASV009342,ASV9342: $Bacteroidia$
ASV009343,ASV9343: $Stakelama$
ASV009345,ASV9345: $Hymenobacter$
ASV009347,ASV9347: $Rhodobacteraceae$
ASV009350,ASV9350: $Oricola$
ASV009351,ASV9351: $Filomicrobium$
ASV009352,ASV9352: $Thalassospira$
ASV009353,ASV9353: $Tibeticola$
ASV009355,ASV9355: $Xanthobacteraceae$
ASV009357,ASV9357: $Thalassospira$
ASV009359,ASV9359: $Thalassospira$
ASV009360,ASV9360: $Thalassospira$
ASV009361,ASV9361: $Thalassospira$
ASV009368,ASV9368: $Catenococcus$
ASV009377,ASV9377: $Azomonas$
ASV009381,ASV9381: $Azomonas$
ASV009382,ASV9382: $Tistlia$
ASV009388,ASV9388: $Cucumibacter$
ASV009390,ASV9390: $Stappiaceae$
ASV009391,ASV9391: $Halomonadaceae$
ASV009394,ASV9394: $Roseivirga$
ASV009395,ASV9395: $Rhizobiaceae$
ASV009396,ASV9396: $Roseivirga$
ASV009398,ASV9398: $Rhodobacteraceae$
ASV009400,ASV9400: $Catenococcus$
ASV009402,ASV9402: $Rhodovibrionales$
ASV009408,ASV9408: $Gammaproteobacteria$
ASV009416,ASV9416: $Thalassospira$
ASV009417,ASV9417: $Alphaproteobacteria$
ASV009423,ASV9423: $Rhodobacteraceae$
ASV009425,ASV9425: $Thalassospira$
ASV009426,ASV9426: $Azomonas$
ASV009431,ASV9431: $Breoghania$
ASV009435,ASV9435: $Oricola$
ASV009436,ASV9436: $Thalassobaculum$
ASV009441,ASV9441: $Modicisalibacter$
ASV009444,ASV9444: $Thalassospira$
ASV009448,ASV9448: $Rhodobacteraceae$
ASV009450,ASV9450: $Thiobacimonas$
ASV009456,ASV9456: $Alphaproteobacteria$
ASV009465,ASV9465: $Modicisalibacter$
ASV009467,ASV9467: $Hyphomonas$
ASV009468,ASV9468: $Rhodobacteraceae$
ASV009470,ASV9470: $Oceanospirillales$
ASV009474,ASV9474: $Oricola$
ASV009479,ASV9479: $Rhodobacteraceae$
ASV009483,ASV9483: $Cellvibrionales$
ASV009485,ASV9485: $Thalassospira$
ASV009492,ASV9492: $Thalassospira$
ASV009503,ASV9503: $Oceanospirillales$
ASV009508,ASV9508: $Devosiaceae$
ASV009512,ASV9512: $Rhodobacteraceae$
ASV009518,ASV9518: $Rhodobacteraceae$
ASV009530,ASV9530: $Nitratireductor$
ASV009531,ASV9531: $Pseudohoeflea$
ASV009534,ASV9534: $Thalassobaculum$
ASV009535,ASV9535: $Thalassobaculum$
ASV009539,ASV9539: $Rhizobiaceae$
ASV009541,ASV9541: $Rhizobiales$
ASV009543,ASV9543: $Thalassospira$
ASV009546,ASV9546: $Rhodobacteraceae$
ASV009547,ASV9547: $Halomonadaceae$
ASV009553,ASV9553: $Alphaproteobacteria$
ASV009555,ASV9555: $Gammaproteobacteria$
ASV009556,ASV9556: $Alphaproteobacteria$
ASV009558,ASV9558: $Rhizobiaceae$
ASV009567,ASV9567: $Halomonadaceae$
ASV009569,ASV9569: $Halomonadaceae$
ASV009571,ASV9571: $Thiobacimonas$
ASV009575,ASV9575: $Rhodobacteraceae$
ASV009577,ASV9577: $Oricola$
ASV009578,ASV9578: $Halomonadaceae$
ASV009583,ASV9583: $Rhizobiaceae$
ASV009587,ASV9587: $Desulfoluna$
ASV009589,ASV9589: $Catenococcus$
ASV009591,ASV9591: $Rhizobiaceae$
ASV009592,ASV9592: $Rhodobacteraceae$
ASV009600,ASV9600: $Oricola$
ASV009601,ASV9601: $Roseivirga$
ASV009602,ASV9602: $Neptunomonas$
ASV009605,ASV9605: $Alphaproteobacteria$
ASV009607,ASV9607: $Proteobacteria$
ASV009610,ASV9610: $Rhodobacteraceae$
ASV009611,ASV9611: $Halomonadaceae$
ASV009613,ASV9613: $Thiobacimonas$
ASV009614,ASV9614: $Alphaproteobacteria$
ASV009615,ASV9615: $Thalassospira$
ASV009617,ASV9617: $Rhizobiaceae$
ASV009619,ASV9619: $Thalassospira$
ASV009620,ASV9620: $Rhodobacteraceae$
ASV009622,ASV9622: $Rhizobiaceae$
ASV009629,ASV9629: $Aidingimonas$
ASV009630,ASV9630: $Hymenobacter$
ASV009635,ASV9635: $Breoghania$
ASV009636,ASV9636: $Oricola$
ASV009637,ASV9637: $Nitrincolaceae$
ASV009640,ASV9640: $Rhizobiaceae$
ASV009649,ASV9649: $Oricola$
ASV009650,ASV9650: $Sagittula$
ASV009651,ASV9651: $Rhodobacteraceae$
ASV009652,ASV9652: $Maritimibacter$
ASV009654,ASV9654: $Rhodobacteraceae$
ASV009656,ASV9656: $Rhodobacteraceae$
ASV009657,ASV9657: $Rhodobacteraceae$
ASV009658,ASV9658: $Marinobacterium$
ASV009659,ASV9659: $Catenococcus$
ASV009660,ASV9660: $Roseivirga$
ASV009667,ASV9667: $Rhodobacteraceae$
ASV009673,ASV9673: $Alphaproteobacteria$
ASV009674,ASV9674: $Maritimibacter$
ASV009685,ASV9685: $Rhodobacteraceae$
ASV009687,ASV9687: $Rhodobacteraceae$
ASV009692,ASV9692: $Alphaproteobacteria$
ASV009697,ASV9697: $Maritimibacter$
ASV009705,ASV9705: $Thalassobaculum$
ASV009713,ASV9713: $Rhodobacteraceae$
ASV009721,ASV9721: $Maritimibacter$
ASV009724,ASV9724: $Rhodobacteraceae$
ASV009725,ASV9725: $Rhodobacteraceae$
ASV009727,ASV9727: $Alphaproteobacteria$
ASV009735,ASV9735: $Rhodobacteraceae$
ASV009737,ASV9737: $Rhodobacteraceae$
ASV009747,ASV9747: $Pseudoalteromonadaceae$
ASV009756,ASV9756: $Roseivirga$
ASV009767,ASV9767: $Maritimibacter$
ASV009768,ASV9768: $Rhodobacteraceae$
ASV009769,ASV9769: $Rhizobiaceae$
ASV009771,ASV9771: $Tistlia$
ASV009775,ASV9775: $Rhodobacteraceae$
ASV009777,ASV9777: $Stappiaceae$
ASV009780,ASV9780: $Aestuariihabitans$
ASV009781,ASV9781: $Roseivirga$
ASV009788,ASV9788: $Alphaproteobacteria$
ASV009795,ASV9795: $Hoeflea$
ASV009799,ASV9799: $Rhizobiaceae$
ASV009811,ASV9811: $Tistlia$
ASV009817,ASV9817: $Roseibium$
ASV009822,ASV9822: $Alphaproteobacteria$
ASV009828,ASV9828: $Alphaproteobacteria$
ASV009829,ASV9829: $Rhodobacteraceae$
ASV009831,ASV9831: $Rhodobacteraceae$
ASV009833,ASV9833: $Rhodobacteraceae$
ASV009836,ASV9836: $Thalassospira$
ASV009838,ASV9838: $Bacilli$
ASV009839,ASV9839: $Rhodobacteraceae$
ASV009840,ASV9840: $Rhizobiaceae$
ASV009845,ASV9845: $Stappiaceae$
ASV009847,ASV9847: $Rhodobacteraceae$
ASV009850,ASV9850: $Marinobacterium$
ASV009851,ASV9851: $Rhodobacteraceae$
ASV009853,ASV9853: $Proteobacteria$
ASV009856,ASV9856: $Pelagibacterium$
ASV009859,ASV9859: $Rhizobiales$
ASV009860,ASV9860: $Rhizobiaceae$
ASV009864,ASV9864: $Alphaproteobacteria$
ASV009866,ASV9866: $Thiobacimonas$
ASV009870,ASV9870: $Alphaproteobacteria$
ASV009873,ASV9873: $Salinimonas$
ASV009874,ASV9874: $Rhizobiaceae$
ASV009875,ASV9875: $Thalassospira$
ASV009878,ASV9878: $Rhizobiales$
ASV009882,ASV9882: $Rhodobacteraceae$
ASV009892,ASV9892: $Rhizobiales$
ASV009894,ASV9894: $Fodinicurvata$
ASV009896,ASV9896: $Tistlia$
ASV009898,ASV9898: $Roseivirga$
ASV009900,ASV9900: $Rhizobiaceae$
ASV009901,ASV9901: $Thalassospira$
ASV009903,ASV9903: $Catenococcus$
ASV009907,ASV9907: $Alphaproteobacteria$
ASV009908,ASV9908: $Rhizobiales$
ASV009911,ASV9911: $Alphaproteobacteria$
ASV009912,ASV9912: $Thalassobaculum$
ASV009913,ASV9913: $Oricola$
ASV009915,ASV9915: $Rhodobacteraceae$
ASV009919,ASV9919: $Stappiaceae$
ASV009924,ASV9924: $Rhodobacteraceae$
ASV009930,ASV9930: $Thalassospira$
ASV009934,ASV9934: $Nitratireductor$
ASV009935,ASV9935: $Stakelama$
ASV009936,ASV9936: $Rhodobacteraceae$
ASV009940,ASV9940: $Azomonas$
ASV009946,ASV9946: $Rhizobiaceae$
ASV009947,ASV9947: $Alphaproteobacteria$
ASV009948,ASV9948: $Alphaproteobacteria$
ASV009953,ASV9953: $Rhizobiaceae$
ASV009955,ASV9955: $Halomonadaceae$
ASV009957,ASV9957: $Thalassospira$
ASV009958,ASV9958: $Halomonadaceae$
ASV009960,ASV9960: $Azomonas$
ASV009965,ASV9965: $Azomonas$
ASV009967,ASV9967: $Gammaproteobacteria$
ASV009972,ASV9972: $Gammaproteobacteria$
ASV009976,ASV9976: $Halomonadaceae$
ASV009978,ASV9978: $Thalassospira$
ASV009979,ASV9979: $Thalassobaculum$
ASV009988,ASV9988: $Azomonas$
ASV009989,ASV9989: $Maritimibacter$
ASV009990,ASV9990: $Catenococcus$
ASV009992,ASV9992: $Rhizobiaceae$
ASV009994,ASV9994: $Gammaproteobacteria$
ASV009995,ASV9995: $Hoeflea$
ASV009997,ASV9997: $Rhizobiaceae$
ASV009999,ASV9999: $Thioclava$
ASV010001,ASV10001: $Rhodobacteraceae$
ASV010002,ASV10002: $Alphaproteobacteria$
ASV010004,ASV10004: $Azomonas$
ASV010005,ASV10005: $Thalassospira$
ASV010010,ASV10010: $Alphaproteobacteria$
ASV010015,ASV10015: $Maliponia$
ASV010017,ASV10017: $Gammaproteobacteria$
ASV010023,ASV10023: $Rhizobiaceae$
ASV010024,ASV10024: $Alphaproteobacteria$
ASV010026,ASV10026: $Pseudohoeflea$
ASV010036,ASV10036: $Thalassobaculum$
ASV010039,ASV10039: $Halomonadaceae$
ASV010042,ASV10042: $Alphaproteobacteria$
ASV010050,ASV10050: $Thalassospira$
ASV010052,ASV10052: $Proteobacteria$
ASV010054,ASV10054: $Alphaproteobacteria$
ASV010061,ASV10061: $Gammaproteobacteria$
ASV010062,ASV10062: $Pseudonocardiaceae$
ASV010065,ASV10065: $Alphaproteobacteria$
ASV010068,ASV10068: $Roseivirga$
ASV010071,ASV10071: $Halomonadaceae$
ASV010072,ASV10072: $Oricola$
ASV010076,ASV10076: $Catenococcus$
ASV010077,ASV10077: $Rhodobacteraceae$
ASV010079,ASV10079: $Stappiaceae$
ASV010083,ASV10083: $Rhodobacteraceae$
ASV010085,ASV10085: $Yangia$
ASV010086,ASV10086: $Modicisalibacter$
ASV010087,ASV10087: $Alphaproteobacteria$
ASV010089,ASV10089: $Alphaproteobacteria$
ASV010090,ASV10090: $Thalassospira$
ASV010092,ASV10092: $Thalassospira$
ASV010093,ASV10093: $Modicisalibacter$
ASV010094,ASV10094: $Alphaproteobacteria$
