ASV010097,ASV10097: $Stappiaceae$
ASV010098,ASV10098: $Rhodobacteraceae$
ASV010099,ASV10099: $Oricola$
ASV010100,ASV10100: $Pseudomonadaceae$
ASV010106,ASV10106: $Rhodobacteraceae$
ASV010111,ASV10111: $Thalassospira$
ASV010114,ASV10114: $Catenococcus$
ASV010115,ASV10115: $Halomonadaceae$
ASV010120,ASV10120: $Rhodobacteraceae$
ASV010121,ASV10121: $Thalassospira$
ASV010123,ASV10123: $Marinobacterium$
ASV010124,ASV10124: $Saprospiraceae$
ASV010125,ASV10125: $Halomonadaceae$
ASV010127,ASV10127: $Oricola$
ASV010128,ASV10128: $Pelagibacterium$
ASV010131,ASV10131: $Thalassospira$
ASV010132,ASV10132: $Pelagibacterium$
ASV010134,ASV10134: $Thalassospira$
ASV010136,ASV10136: $Proteobacteria$
ASV010138,ASV10138: $Catenococcus$
ASV010142,ASV10142: $Rhizobiaceae$
ASV010143,ASV10143: $Rhodobacteraceae$
ASV010145,ASV10145: $Gammaproteobacteria$
ASV010147,ASV10147: $Breoghania$
ASV010150,ASV10150: $Rhodobacteraceae$
ASV010152,ASV10152: $Pelagibacterium$
ASV010153,ASV10153: $Filomicrobium$
ASV010157,ASV10157: $Pelagibacterium$
ASV010158,ASV10158: $Rhizobiales$
ASV010159,ASV10159: $Roseivirga$
ASV010160,ASV10160: $Rhizobiaceae$
ASV010165,ASV10165: $Oricola$
ASV010167,ASV10167: $Hyphomonas$
ASV010169,ASV10169: $Kinneretia$
ASV010174,ASV10174: $Rhizobiaceae$
ASV010184,ASV10184: $Thalassospira$
ASV010191,ASV10191: $Maritimibacter$
ASV010192,ASV10192: $Bacteria$
ASV010196,ASV10196: $Bacillales$
ASV010199,ASV10199: $Thalassospira$
ASV010200,ASV10200: $Litorisediminivivens$
ASV010208,ASV10208: $Bacilli$
ASV010214,ASV10214: $Halomonadaceae$
ASV010217,ASV10217: $Rhodobacteraceae$
ASV010219,ASV10219: $Thalassospira$
ASV010225,ASV10225: $Boseongicola$
ASV010233,ASV10233: $Rhizobiaceae$
ASV010235,ASV10235: $Modicisalibacter$
ASV010242,ASV10242: $Aidingimonas$
ASV010243,ASV10243: $Thalassospira$
ASV010249,ASV10249: $Rhodobacteraceae$
ASV010251,ASV10251: $Thalassospira$
ASV010258,ASV10258: $Desulfoluna$
ASV010259,ASV10259: $Thiobacimonas$
ASV010260,ASV10260: $Halomonas$
ASV010262,ASV10262: $Rhodobacteraceae$
ASV010264,ASV10264: $Thalassospira$
ASV010269,ASV10269: $Rhodobacteraceae$
ASV010274,ASV10274: $Thiobacimonas$
ASV010275,ASV10275: $Modicisalibacter$
ASV010282,ASV10282: $Rhodobacteraceae$
ASV010283,ASV10283: $Thalassospira$
ASV010286,ASV10286: $Rhodobacteraceae$
ASV010287,ASV10287: $Thalassospira$
ASV010288,ASV10288: $Modicisalibacter$
ASV010303,ASV10303: $Rhodobacteraceae$
ASV010314,ASV10314: $Thalassospira$
ASV010316,ASV10316: $Rhodobacteraceae$
ASV010317,ASV10317: $Halomonadaceae$
ASV010323,ASV10323: $Alphaproteobacteria$
ASV010327,ASV10327: $Halomonas$
ASV010328,ASV10328: $Rhodobacteraceae$
ASV010333,ASV10333: $Halomonadaceae$
ASV010334,ASV10334: $Rhodobacteraceae$
ASV010341,ASV10341: $Alphaproteobacteria$
ASV010348,ASV10348: $Stappiaceae$
ASV010357,ASV10357: $Nitratireductor$
ASV010361,ASV10361: $Ruegeria$
ASV010364,ASV10364: $Thalassospira$
ASV010366,ASV10366: $Thalassospira$
ASV010372,ASV10372: $Thalassospira$
ASV010374,ASV10374: $Catenococcus$
ASV010376,ASV10376: $Alteromonadales$
ASV010377,ASV10377: $Halomonadaceae$
ASV010381,ASV10381: $Modicisalibacter$
ASV010382,ASV10382: $Thiobacimonas$
ASV010391,ASV10391: $Modicisalibacter$
ASV010397,ASV10397: $Rhizobiaceae$
ASV010401,ASV10401: $Modicisalibacter$
ASV010405,ASV10405: $Thiobacimonas$
ASV010408,ASV10408: $Phaeobacter$
ASV010410,ASV10410: $Boseongicola$
ASV010412,ASV10412: $Flavobacteriaceae$
ASV010413,ASV10413: $Modicisalibacter$
ASV010416,ASV10416: $Rhodobacteraceae$
ASV010421,ASV10421: $Rhodobacteraceae$
ASV010423,ASV10423: $Alphaproteobacteria$
ASV010428,ASV10428: $Gimesiaceae$
ASV010430,ASV10430: $Oceanospirillales$
ASV010433,ASV10433: $Pirellulaceae$
ASV010439,ASV10439: $Halomonadaceae$
ASV010441,ASV10441: $Marinobacterium$
ASV010447,ASV10447: $Thalassospira$
ASV010452,ASV10452: $Vibrionaceae$
ASV010454,ASV10454: $Pirellulaceae$
ASV010456,ASV10456: $Marinobacterium$
ASV010465,ASV10465: $Halomonas$
ASV010468,ASV10468: $Rhodobacteraceae$
ASV010469,ASV10469: $Marivita$
ASV010470,ASV10470: $Rhodobacteraceae$
ASV010471,ASV10471: $Catenococcus$
ASV010472,ASV10472: $Winogradskyella$
ASV010474,ASV10474: $Rhodobacteraceae$
ASV010477,ASV10477: $Oricola$
ASV010480,ASV10480: $Alphaproteobacteria$
ASV010484,ASV10484: $Desulfobacterium$
ASV010489,ASV10489: $Neptunomonas$
ASV010490,ASV10490: $Thiobacimonas$
ASV010497,ASV10497: $Marinobacterium$
ASV010505,ASV10505: $Rhodobacteraceae$
ASV010510,ASV10510: $Rhodobacteraceae$
ASV010512,ASV10512: $Thiobacimonas$
ASV010516,ASV10516: $Caldilineaceae$
ASV010518,ASV10518: $Catenococcus$
ASV010521,ASV10521: $Neptunomonas$
ASV010524,ASV10524: $Rhodobacteraceae$
ASV010525,ASV10525: $Catenococcus$
ASV010529,ASV10529: $Planctomycetales$
ASV010530,ASV10530: $Halomonadaceae$
ASV010532,ASV10532: $Thalassospira$
ASV010543,ASV10543: $Pirellulaceae$
ASV010545,ASV10545: $Alphaproteobacteria$
ASV010555,ASV10555: $Alphaproteobacteria$
ASV010556,ASV10556: $Rhodobacteraceae$
ASV010566,ASV10566: $Stappiaceae$
ASV010573,ASV10573: $Thiobacimonas$
ASV010576,ASV10576: $Burkholderiaceae$
ASV010581,ASV10581: $Gammaproteobacteria$
ASV010582,ASV10582: $Stappiaceae$
ASV010586,ASV10586: $Alphaproteobacteria$
ASV010593,ASV10593: $Rhodobacteraceae$
ASV010594,ASV10594: $Nitratireductor$
ASV010595,ASV10595: $Catenococcus$
ASV010596,ASV10596: $Bacilli$
ASV010601,ASV10601: $Rhodobacteraceae$
ASV010606,ASV10606: $Rhodobacteraceae$
ASV010607,ASV10607: $Halomonadaceae$
ASV010609,ASV10609: $Modicisalibacter$
ASV010610,ASV10610: $Alphaproteobacteria$
ASV010619,ASV10619: $Alphaproteobacteria$
ASV010623,ASV10623: $Rhodobacteraceae$
ASV010625,ASV10625: $Rhizobiales$
ASV010633,ASV10633: $Stappiaceae$
ASV010635,ASV10635: $Alphaproteobacteria$
ASV010638,ASV10638: $Thalassospira$
ASV010640,ASV10640: $Rhizobiales$
ASV010646,ASV10646: $Thalassospira$
ASV010654,ASV10654: $Bacilli$
ASV010656,ASV10656: $Kinneretia$
ASV010657,ASV10657: $Stappiaceae$
ASV010659,ASV10659: $Stappiaceae$
ASV010660,ASV10660: $Pseudohoeflea$
ASV010662,ASV10662: $Oricola$
ASV010663,ASV10663: $Thiobacimonas$
ASV010667,ASV10667: $Thalassospira$
ASV010670,ASV10670: $Thalassospira$
ASV010674,ASV10674: $Gammaproteobacteria$
ASV010677,ASV10677: $Thalassospira$
ASV010683,ASV10683: $Thalassospira$
ASV010687,ASV10687: $Hyphomonas$
ASV010694,ASV10694: $Thalassospira$
ASV010699,ASV10699: $Bacillales$
ASV010702,ASV10702: $Gammaproteobacteria$
ASV010703,ASV10703: $Polymorphum$
ASV010706,ASV10706: $Alphaproteobacteria$
ASV010716,ASV10716: $Halomonadaceae$
ASV010717,ASV10717: $Halomonadaceae$
ASV010719,ASV10719: $Catenococcus$
ASV010721,ASV10721: $Rhodobacteraceae$
ASV010727,ASV10727: $Roseitalea$
ASV010741,ASV10741: $Halomonas$
ASV010742,ASV10742: $Aestuariihabitans$
ASV010751,ASV10751: $Thiobacimonas$
ASV010755,ASV10755: $Desulfoluna$
ASV010757,ASV10757: $Thalassospira$
ASV010759,ASV10759: $Thalassospira$
ASV010760,ASV10760: $Stappiaceae$
ASV010783,ASV10783: $Alphaproteobacteria$
ASV010791,ASV10791: $Thalassospira$
ASV010801,ASV10801: $Thalassospira$
ASV010808,ASV10808: $Alphaproteobacteria$
ASV010810,ASV10810: $Stakelama$
ASV010812,ASV10812: $Thiobacimonas$
ASV010814,ASV10814: $Gammaproteobacteria$
ASV010817,ASV10817: $Desulfobulbaceae$
ASV010830,ASV10830: $Thalassospira$
ASV010834,ASV10834: $Thalassospira$
ASV010842,ASV10842: $Rhodobacteraceae$
ASV010843,ASV10843: $Catenococcus$
ASV010845,ASV10845: $Desulfobulbaceae$
ASV010851,ASV10851: $Desulfopila$
ASV010857,ASV10857: $Modicisalibacter$
ASV010862,ASV10862: $Rhodobacteraceae$
ASV010863,ASV10863: $Pseudophaeobacter$
ASV010867,ASV10867: $Marinobacterium$
ASV010880,ASV10880: $Blastopirellula$
ASV010881,ASV10881: $Flavivirga$
ASV010882,ASV10882: $Thalassospira$
ASV010889,ASV10889: $Thalassospira$
ASV010892,ASV10892: $Boseongicola$
ASV010894,ASV10894: $Rhodobacteraceae$
ASV010895,ASV10895: $Rhodobacteraceae$
ASV010896,ASV10896: $Desulfobulbaceae$
ASV010900,ASV10900: $Modicisalibacter$
ASV010903,ASV10903: $Rhodobacteraceae$
ASV010909,ASV10909: $Lewinella$
ASV010913,ASV10913: $Marinobacterium$
ASV010915,ASV10915: $Rhodobacteraceae$
ASV010917,ASV10917: $Pseudahrensia$
ASV010927,ASV10927: $Modicisalibacter$
ASV010933,ASV10933: $Modicisalibacter$
ASV010935,ASV10935: $Catenococcus$
ASV010937,ASV10937: $Pelagicola$
ASV010947,ASV10947: $Burkholderiaceae$
ASV010948,ASV10948: $Desulfobacula$
ASV010951,ASV10951: $Rickettsiales$
ASV010979,ASV10979: $Bacillales$
ASV010989,ASV10989: $Thalassospira$
ASV010991,ASV10991: $Polymorphum$
ASV010997,ASV10997: $Modicisalibacter$
ASV011003,ASV11003: $Rhizobiaceae$
ASV011008,ASV11008: $Rhodobacteraceae$
ASV011014,ASV11014: $Lewinella$
ASV011016,ASV11016: $Thalassospira$
ASV011019,ASV11019: $Rhodobacteraceae$
ASV011025,ASV11025: $Thalassospira$
ASV011028,ASV11028: $Rhodobacteraceae$
ASV011029,ASV11029: $Rhodobacteraceae$
ASV011040,ASV11040: $Thalassospira$
ASV011041,ASV11041: $Thalassospira$
ASV011047,ASV11047: $Gammaproteobacteria$
ASV011049,ASV11049: $Alphaproteobacteria$
ASV011057,ASV11057: $Rhodospirillales$
ASV011059,ASV11059: $Rhodobacteraceae$
ASV011064,ASV11064: $Rhizobiaceae$
ASV011073,ASV11073: $Thalassospira$
ASV011080,ASV11080: $Pelagibacterium$
ASV011081,ASV11081: $Catenococcus$
ASV011082,ASV11082: $Rhodobacteraceae$
ASV011088,ASV11088: $Catenococcus$
ASV011095,ASV11095: $Thalassospira$
ASV011102,ASV11102: $Oricola$
ASV011105,ASV11105: $Aidingimonas$
ASV011110,ASV11110: $Halomonas$
ASV011113,ASV11113: $Catenococcus$
ASV011121,ASV11121: $Alteromonadales$
ASV011133,ASV11133: $Rhizobiales$
ASV011134,ASV11134: $Rhizobiaceae$
ASV011137,ASV11137: $Thalassospira$
ASV011139,ASV11139: $Gammaproteobacteria$
ASV011145,ASV11145: $Rhodobacteraceae$
ASV011149,ASV11149: $Alphaproteobacteria$
ASV011153,ASV11153: $Thalassospira$
ASV011155,ASV11155: $Nitratireductor$
ASV011159,ASV11159: $Stappiaceae$
ASV011169,ASV11169: $Rhodobacteraceae$
ASV011170,ASV11170: $Pelagibacterium$
ASV011178,ASV11178: $Thiobacimonas$
ASV011193,ASV11193: $Pelagibacterium$
ASV011202,ASV11202: $Catenococcus$
ASV011210,ASV11210: $Rhizobiaceae$
ASV011213,ASV11213: $Catenococcus$
ASV011216,ASV11216: $Rhodobacteraceae$
ASV011219,ASV11219: $Rhizobiaceae$
ASV011220,ASV11220: $Halomonadaceae$
ASV011224,ASV11224: $Rhodobacteraceae$
ASV011225,ASV11225: $Marinobacterium$
ASV011227,ASV11227: $Oricola$
ASV011229,ASV11229: $Rhodobacteraceae$
ASV011230,ASV11230: $Thioclava$
ASV011232,ASV11232: $Stappiaceae$
ASV011240,ASV11240: $Thalassospira$
ASV011241,ASV11241: $Rhodospirillales$
ASV011249,ASV11249: $Flavobacteriaceae$
ASV011254,ASV11254: $Halomonadaceae$
ASV011258,ASV11258: $Rhodobacteraceae$
ASV011272,ASV11272: $Ahrensia$
ASV011273,ASV11273: $Flavobacteriaceae$
ASV011284,ASV11284: $Halomonas$
ASV011286,ASV11286: $Marinobacterium$
ASV011290,ASV11290: $Gammaproteobacteria$
ASV011302,ASV11302: $Gammaproteobacteria$
ASV011303,ASV11303: $Rhodobacteraceae$
ASV011304,ASV11304: $Thiobacimonas$
ASV011306,ASV11306: $Rhodobacteraceae$
ASV011307,ASV11307: $Halomonadaceae$
ASV011310,ASV11310: $Blastopirellula$
ASV011314,ASV11314: $Rhodobacteraceae$
ASV011321,ASV11321: $Oceanicola$
ASV011324,ASV11324: $Aidingimonas$
ASV011326,ASV11326: $Oceanospirillales$
ASV011328,ASV11328: $Vibrionaceae$
ASV011330,ASV11330: $Rhodobacteraceae$
ASV011331,ASV11331: $Thalassospira$
ASV011333,ASV11333: $Proteobacteria$
ASV011338,ASV11338: $Rhodobacteraceae$
ASV011339,ASV11339: $Alphaproteobacteria$
ASV011340,ASV11340: $Oricola$
ASV011346,ASV11346: $Alphaproteobacteria$
ASV011349,ASV11349: $Catenococcus$
ASV011350,ASV11350: $Rhodobacteraceae$
ASV011351,ASV11351: $Rhodobacteraceae$
ASV011357,ASV11357: $Alphaproteobacteria$
ASV011360,ASV11360: $Halomonadaceae$
ASV011361,ASV11361: $Thalassospira$
ASV011363,ASV11363: $Marinobacterium$
ASV011365,ASV11365: $Rhodobacteraceae$
ASV011366,ASV11366: $Rhodobacteraceae$
ASV011373,ASV11373: $Thalassospira$
ASV011376,ASV11376: $Halomonadaceae$
ASV011377,ASV11377: $Catenococcus$
ASV011388,ASV11388: $Alphaproteobacteria$
ASV011392,ASV11392: $Thalassospira$
ASV011399,ASV11399: $Rhizobiaceae$
ASV011406,ASV11406: $Rhodobacteraceae$
ASV011407,ASV11407: $Alphaproteobacteria$
ASV011408,ASV11408: $Hyphomonadaceae$
ASV011412,ASV11412: $Stappiaceae$
ASV011414,ASV11414: $Alphaproteobacteria$
ASV011417,ASV11417: $Thalassobaculum$
ASV011418,ASV11418: $Rhizobiaceae$
ASV011420,ASV11420: $Thalassospira$
ASV011429,ASV11429: $Thalassospira$
ASV011431,ASV11431: $Rhizobiales$
ASV011432,ASV11432: $Alcanivorax$
ASV011438,ASV11438: $Rhodobacteraceae$
ASV011439,ASV11439: $Thiobacimonas$
ASV011441,ASV11441: $Rhodobacteraceae$
ASV011446,ASV11446: $Thalassospira$
ASV011449,ASV11449: $Oceanospirillales$
ASV011450,ASV11450: $Martelella$
ASV011451,ASV11451: $Modicisalibacter$
ASV011457,ASV11457: $Proteobacteria$
ASV011458,ASV11458: $Halomonadaceae$
ASV011459,ASV11459: $Rhodobacteraceae$
ASV011465,ASV11465: $Thalassospira$
ASV011467,ASV11467: $Gammaproteobacteria$
ASV011470,ASV11470: $Alphaproteobacteria$
ASV011478,ASV11478: $Thioclava$
ASV011480,ASV11480: $Gammaproteobacteria$
ASV011495,ASV11495: $Thalassospira$
ASV011501,ASV11501: $Maritimibacter$
ASV011507,ASV11507: $Rhodobacteraceae$
ASV011510,ASV11510: $Thalassospira$
ASV011516,ASV11516: $Modicisalibacter$
ASV011517,ASV11517: $Rhodobacteraceae$
ASV011523,ASV11523: $Azomonas$
ASV011527,ASV11527: $Modicisalibacter$
ASV011528,ASV11528: $Alphaproteobacteria$
ASV011530,ASV11530: $Alphaproteobacteria$
ASV011533,ASV11533: $Rhodobacteraceae$
ASV011534,ASV11534: $Bacilli$
ASV011541,ASV11541: $Thalassospira$
ASV011542,ASV11542: $Thiobacimonas$
ASV011545,ASV11545: $Alphaproteobacteria$
ASV011548,ASV11548: $Stappia$
ASV011552,ASV11552: $Bacilli$
ASV011553,ASV11553: $Thalassospira$
ASV011557,ASV11557: $Stappiaceae$
ASV011565,ASV11565: $Stappiaceae$
ASV011567,ASV11567: $Thiobacimonas$
ASV011570,ASV11570: $Thiobacimonas$
ASV011579,ASV11579: $Rhizobiales$
ASV011581,ASV11581: $Rhizobiaceae$
ASV011582,ASV11582: $Rhodobacteraceae$
ASV011587,ASV11587: $Halomonadaceae$
ASV011590,ASV11590: $Thalassospira$
ASV011592,ASV11592: $Rhodobacteraceae$
ASV011593,ASV11593: $Modicisalibacter$
ASV011597,ASV11597: $Stappiaceae$
ASV011602,ASV11602: $Rhodobacteraceae$
ASV011603,ASV11603: $Neiella$
ASV011605,ASV11605: $Roseitalea$
ASV011612,ASV11612: $Rhodobacteraceae$
ASV011629,ASV11629: $Alphaproteobacteria$
ASV011634,ASV11634: $Catenococcus$
ASV011635,ASV11635: $Proteobacteria$
ASV011640,ASV11640: $Nitratireductor$
ASV011645,ASV11645: $Bacilli$
ASV011649,ASV11649: $Rhizobiaceae$
ASV011655,ASV11655: $Thalassospira$
ASV011656,ASV11656: $Halomonadaceae$
ASV011666,ASV11666: $Roseivirga$
ASV011669,ASV11669: $Thalassospira$
ASV011672,ASV11672: $Rhizobiales$
ASV011677,ASV11677: $Thalassospira$
ASV011683,ASV11683: $Thalassospira$
ASV011685,ASV11685: $Thalassospira$
ASV011687,ASV11687: $Tistlia$
ASV011688,ASV11688: $Oricola$
ASV011690,ASV11690: $Bacillaceae$
ASV011691,ASV11691: $Rhodobacteraceae$
ASV011693,ASV11693: $Thalassospira$
ASV011696,ASV11696: $Thalassospira$
ASV011701,ASV11701: $Rhizobiales$
ASV011708,ASV11708: $Thalassospira$
ASV011709,ASV11709: $Rhodobacteraceae$
ASV011712,ASV11712: $Thalassospira$
ASV011714,ASV11714: $Thalassospira$
ASV011717,ASV11717: $Thalassospira$
ASV011721,ASV11721: $Thalassospira$
ASV011726,ASV11726: $Alphaproteobacteria$
ASV011727,ASV11727: $Thalassospira$
ASV011730,ASV11730: $Modicisalibacter$
ASV011732,ASV11732: $Thalassospira$
ASV011737,ASV11737: $Rhizobiaceae$
ASV011739,ASV11739: $Thalassospira$
ASV011745,ASV11745: $Thalassospira$
ASV011748,ASV11748: $Rhizobiaceae$
ASV011755,ASV11755: $Blastopirellula$
ASV011757,ASV11757: $Roseivirga$
ASV011763,ASV11763: $Rhizobiales$
ASV011766,ASV11766: $Thalassospira$
ASV011775,ASV11775: $Alphaproteobacteria$
ASV011777,ASV11777: $Rhizobiaceae$
ASV011787,ASV11787: $Oricola$
ASV011792,ASV11792: $Thiobacimonas$
ASV011797,ASV11797: $Burkholderiaceae$
ASV011798,ASV11798: $Mycobacteriaceae$
ASV011799,ASV11799: $Pseudahrensia$
ASV011805,ASV11805: $Thalassospira$
ASV011807,ASV11807: $Modicisalibacter$
ASV011810,ASV11810: $Bacilli$
ASV011814,ASV11814: $Rhodobacteraceae$
ASV011815,ASV11815: $Halomonadaceae$
ASV011819,ASV11819: $Alteromonadales$
ASV011820,ASV11820: $Halomonadaceae$
ASV011822,ASV11822: $Nevskia$
ASV011826,ASV11826: $Kinneretia$
ASV011828,ASV11828: $Rhodobacteraceae$
ASV011830,ASV11830: $Catenococcus$
ASV011831,ASV11831: $Aquincola$
ASV011832,ASV11832: $Catenococcus$
ASV011833,ASV11833: $Rhizobiaceae$
ASV011835,ASV11835: $Rhizobiaceae$
ASV011841,ASV11841: $Rhizobiaceae$
ASV011847,ASV11847: $Nitratireductor$
ASV011854,ASV11854: $Rhodospirillales$
ASV011856,ASV11856: $Aestuariihabitans$
ASV011860,ASV11860: $Rhodobacteraceae$
ASV011867,ASV11867: $Polymorphum$
ASV011877,ASV11877: $Alphaproteobacteria$
ASV011883,ASV11883: $Cellvibrionales$
ASV011884,ASV11884: $Rhizobiales$
ASV011887,ASV11887: $Thalassospira$
ASV011890,ASV11890: $Pseudohoeflea$
ASV011894,ASV11894: $Rhodobacteraceae$
ASV011897,ASV11897: $Alphaproteobacteria$
ASV011905,ASV11905: $Maritimibacter$
ASV011908,ASV11908: $Aestuariihabitans$
ASV011911,ASV11911: $Roseivirga$
ASV011912,ASV11912: $Rhodobacteraceae$
ASV011920,ASV11920: $Azomonas$
ASV011922,ASV11922: $Rhizobiaceae$
ASV011924,ASV11924: $Thalassospira$
ASV011925,ASV11925: $Thalassospira$
ASV011932,ASV11932: $Rhizobiaceae$
ASV011934,ASV11934: $Gammaproteobacteria$
ASV011940,ASV11940: $Rhodobacteraceae$
ASV011945,ASV11945: $Rhizobiaceae$
ASV011949,ASV11949: $Rhodobacteraceae$
ASV011952,ASV11952: $Rhizobiaceae$
ASV011953,ASV11953: $Halomonadaceae$
ASV011954,ASV11954: $Thalassospira$
ASV011956,ASV11956: $Rhodobacteraceae$
ASV011963,ASV11963: $Rhizobiaceae$
ASV011964,ASV11964: $Rhodobacteraceae$
ASV011966,ASV11966: $Labrenzia$
ASV011972,ASV11972: $Thalassospira$
ASV011974,ASV11974: $XY-R5$
ASV011975,ASV11975: $Thiobacimonas$
ASV011978,ASV11978: $Rhizobiaceae$
ASV011988,ASV11988: $Roseivirga$
ASV011990,ASV11990: $Rhizobiaceae$
ASV011998,ASV11998: $Pir4_lineage$
ASV012006,ASV12006: $Rubripirellula$
ASV012010,ASV12010: $Cucumibacter$
ASV012021,ASV12021: $Aestuariivita$
ASV012022,ASV12022: $Thalassospira$
ASV012024,ASV12024: $Rhizobiaceae$
ASV012025,ASV12025: $Halomonadaceae$
ASV012027,ASV12027: $Rhodobacteraceae$
ASV012029,ASV12029: $Gammaproteobacteria$
ASV012030,ASV12030: $Rhodobacteraceae$
ASV012031,ASV12031: $Thalassospira$
ASV012034,ASV12034: $Rhizobiaceae$
ASV012035,ASV12035: $Rhizobiaceae$
ASV012039,ASV12039: $Rhizobiales$
ASV012041,ASV12041: $Rhodobacteraceae$
ASV012045,ASV12045: $Alphaproteobacteria$
ASV012046,ASV12046: $Pseudomonadaceae$
ASV012047,ASV12047: $Modicisalibacter$
ASV012049,ASV12049: $Gammaproteobacteria$
ASV012050,ASV12050: $Rhizobiaceae$
ASV012052,ASV12052: $Proteobacteria$
ASV012053,ASV12053: $Halomonas$
ASV012056,ASV12056: $Gammaproteobacteria$
ASV012061,ASV12061: $Azomonas$
ASV012064,ASV12064: $Rubripirellula$
ASV012068,ASV12068: $Cellvibrionales$
ASV012072,ASV12072: $Alphaproteobacteria$
ASV012079,ASV12079: $Pseudohoeflea$
ASV012082,ASV12082: $Azomonas$
ASV012091,ASV12091: $Thalassospira$
ASV012092,ASV12092: $Neptunomonas$
ASV012096,ASV12096: $Thioclava$
ASV012110,ASV12110: $Pelagibacterium$
ASV012112,ASV12112: $Thalassospira$
ASV012116,ASV12116: $Alphaproteobacteria$
ASV012117,ASV12117: $Oricola$
ASV012124,ASV12124: $Rhodobacteraceae$
ASV012128,ASV12128: $Rhizobiales$
ASV012130,ASV12130: $Rhodobacteraceae$
ASV012131,ASV12131: $Alcanivorax$
ASV012135,ASV12135: $Halomonadaceae$
ASV012140,ASV12140: $Halomonadaceae$
ASV012141,ASV12141: $Vibrionaceae$
ASV012145,ASV12145: $Thalassospira$
ASV012147,ASV12147: $Pelagibacterium$
ASV012149,ASV12149: $Aquamicrobium$
ASV012152,ASV12152: $Thalassospira$
ASV012155,ASV12155: $Rhodobacteraceae$
ASV012162,ASV12162: $Thalassospira$
ASV012165,ASV12165: $Terasakiella$
ASV012175,ASV12175: $Thiobacimonas$
ASV012180,ASV12180: $Halomonadaceae$
ASV012181,ASV12181: $Roseivirga$
ASV012184,ASV12184: $Alteromonadaceae$
ASV012186,ASV12186: $Alphaproteobacteria$
ASV012187,ASV12187: $Pseudopelagicola$
ASV012192,ASV12192: $Cellvibrionaceae$
ASV012194,ASV12194: $Rhodospirillales$
ASV012195,ASV12195: $Rhodobacteraceae$
ASV012197,ASV12197: $Thalassospira$
ASV012203,ASV12203: $Thalassospira$
ASV012204,ASV12204: $Stappiaceae$
ASV012206,ASV12206: $Bacilli$
ASV012207,ASV12207: $Rhizobiales$
ASV012208,ASV12208: $Rhizobiales$
ASV012210,ASV12210: $Thalassospira$
ASV012211,ASV12211: $Roseivirga$
ASV012212,ASV12212: $Rhodobacteraceae$
ASV012223,ASV12223: $Rhizobiaceae$
ASV012243,ASV12243: $Alphaproteobacteria$
ASV012254,ASV12254: $Maritalea$
ASV012256,ASV12256: $Thiobacimonas$
ASV012269,ASV12269: $Nitrincolaceae$
ASV012270,ASV12270: $Rhizobiaceae$
ASV012272,ASV12272: $Thalassospira$
ASV012273,ASV12273: $Rhodobacteraceae$
ASV012282,ASV12282: $Thalassospira$
ASV012286,ASV12286: $Thalassospira$
ASV012288,ASV12288: $Nitratireductor$
ASV012291,ASV12291: $Maritalea$
ASV012296,ASV12296: $Rhodobacteraceae$
ASV012302,ASV12302: $Thalassobaculum$
ASV012304,ASV12304: $Rhodobacteraceae$
ASV012306,ASV12306: $Rhodobacteraceae$
ASV012307,ASV12307: $Alphaproteobacteria$
ASV012309,ASV12309: $Rhodobacteraceae$
ASV012313,ASV12313: $Thiobacimonas$
ASV012316,ASV12316: $Thalassospira$
ASV012318,ASV12318: $Rhizobiaceae$
ASV012320,ASV12320: $Thiobacimonas$
ASV012325,ASV12325: $Alphaproteobacteria$
ASV012331,ASV12331: $Modicisalibacter$
ASV012334,ASV12334: $Rhodobacteraceae$
ASV012335,ASV12335: $Modicisalibacter$
ASV012336,ASV12336: $Alphaproteobacteria$
ASV012339,ASV12339: $Alphaproteobacteria$
ASV012347,ASV12347: $Bacteria$
ASV012351,ASV12351: $Alphaproteobacteria$
ASV012368,ASV12368: $Halomonadaceae$
ASV012372,ASV12372: $Thalassospira$
ASV012381,ASV12381: $Rhodobacteraceae$
ASV012382,ASV12382: $Vibrio$
ASV012385,ASV12385: $Hyphomonas$
ASV012386,ASV12386: $Gammaproteobacteria$
ASV012397,ASV12397: $Rhodobacteraceae$
ASV012398,ASV12398: $Jiella$
ASV012403,ASV12403: $Stappiaceae$
ASV012404,ASV12404: $Catenococcus$
ASV012405,ASV12405: $Amylibacter$
ASV012408,ASV12408: $Alphaproteobacteria$
ASV012410,ASV12410: $Rhodobacteraceae$
ASV012412,ASV12412: $Rhizobiaceae$
ASV012419,ASV12419: $Thalassospira$
ASV012424,ASV12424: $Alphaproteobacteria$
