Wavenumber (cm^-1),LC,LC,LC,LC,LC,LC,LC,LC,LC,PET,PET,PET,PET,PET,PET,PET,PET,PET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET
3773.92956,103.82,101.73,100.96,103.82,101.73,100.96,103.82,101.73,100.96,96.42,96.43,97.94,95.4,97.25,98.51,97.56,98.03,96.74,98.13,99.18,99.18,97.05,96.23,100.86,96.07,97.32,96.34
3772.065891,103.95,101.87,100.87,103.95,101.87,100.87,103.95,101.87,100.87,96.42,96.51,97.92,95.34,97.2,98.52,97.52,98.13,96.64,98.01,99.05,99.05,97.02,96.14,100.79,96.06,97.3,96.29
3770.202222,103.73,101.86,100.86,103.73,101.86,100.86,103.73,101.86,100.86,96.34,96.43,97.96,95.33,97.22,98.57,97.49,98.15,96.69,98.2,99.28,99.28,97.16,96.28,100.92,96.19,97.35,96.5
3768.338553,103.77,101.82,100.98,103.77,101.82,100.98,103.77,101.82,100.98,96.47,96.48,97.99,95.35,97.27,98.56,97.54,98.16,96.84,98.08,99.11,99.11,97.17,96.25,100.65,96.08,97.26,96.47
3766.474885,104,101.99,101.05,104,101.99,101.05,104,101.99,101.05,96.74,96.61,98.13,95.44,97.34,98.54,97.58,98.18,96.96,98.45,99.52,99.52,97.24,96.24,101.07,96.2,97.35,96.63
3764.611216,103.79,101.92,101.03,103.79,101.92,101.03,103.79,101.92,101.03,96.6,96.51,98.08,95.48,97.35,98.48,97.53,98.1,96.92,98.32,99.49,99.49,97.12,96.24,100.98,96.14,97.31,96.51
3762.747547,104.07,102.03,101.24,104.07,102.03,101.24,104.07,102.03,101.24,96.42,96.44,97.93,95.38,97.26,98.52,97.51,98.13,96.74,98.07,99.28,99.28,96.94,96.18,100.71,96.05,97.28,96.37
3760.883878,104.02,101.97,101.16,104.02,101.97,101.16,104.02,101.97,101.16,96.37,96.44,98.01,95.35,97.27,98.6,97.55,98.24,96.75,98.28,99.33,99.33,96.98,96.23,100.77,96.21,97.29,96.47
3759.020209,103.78,101.84,100.94,103.78,101.84,100.94,103.78,101.84,100.94,96.5,96.57,98.07,95.51,97.43,98.64,97.6,98.27,96.89,98.31,99.37,99.37,97.11,96.27,100.81,96.32,97.31,96.62
3757.15654,103.44,101.54,100.88,103.44,101.54,100.88,103.44,101.54,100.88,96.3,96.34,97.94,95.57,97.37,98.61,97.51,98.11,96.77,98.07,99.23,99.23,97.22,96.35,100.72,96.26,97.38,96.52
3755.292871,103.6,101.51,100.97,103.6,101.51,100.97,103.6,101.51,100.97,95.98,96.12,97.77,95.34,97.19,98.52,97.41,98.01,96.5,97.44,98.61,98.61,97.07,96.3,100.25,96.09,97.35,96.22
3753.429202,103.82,101.57,101.03,103.82,101.57,101.03,103.82,101.57,101.03,95.79,95.91,97.85,95.16,97.04,98.48,97.3,98.04,96.24,97.32,98.48,98.48,96.99,96.21,100.14,96.05,97.22,96.14
3751.565533,104.02,101.76,101.03,104.02,101.76,101.03,104.02,101.76,101.03,96.35,96.41,98.17,95.48,97.26,98.73,97.44,98.27,96.65,97.76,98.67,98.67,97.24,96.18,100.07,96.21,97.17,96.35
3749.701864,103.61,101.64,100.93,103.61,101.64,100.93,103.61,101.64,100.93,96.24,96.22,98.18,95.58,97.41,98.6,97.39,98.07,96.97,98.4,99.38,99.38,97.43,96.41,100.77,96.43,97.5,96.63
3747.838195,103.3,101.43,100.84,103.3,101.43,100.84,103.3,101.43,100.84,96.06,96.05,97.89,95.42,97.24,98.47,97.41,98.14,96.88,97.49,98.49,98.49,96.98,96.14,100,96.03,97.31,96.15
3745.974526,104.09,102.31,101.52,104.09,102.31,101.52,104.09,102.31,101.52,96.69,96.48,98.22,95.6,97.35,98.84,97.67,98.57,96.99,98.28,99.09,99.09,96.97,96.01,100.78,96.12,97.33,96.48
3744.110857,103.58,102,101.32,103.58,102,101.32,103.58,102,101.32,96.82,96.67,98.58,95.85,97.65,98.85,97.8,98.49,97.36,98.62,99.47,99.47,97.31,96.32,100.83,96.24,97.24,96.66
3742.247189,103.82,101.87,101.06,103.82,101.87,101.06,103.82,101.87,101.06,96.77,96.81,98.48,95.84,97.68,98.7,97.75,98.32,97.39,98.21,99.27,99.27,97.37,96.55,100.54,96.41,97.45,96.82
3740.38352,103.67,101.66,101.02,103.67,101.66,101.02,103.67,101.66,101.02,96.39,96.47,98.21,95.66,97.46,98.61,97.64,98.14,96.97,97.82,98.81,98.81,97.09,96.39,100.3,96.26,97.46,96.51
3738.519851,103.84,101.77,101.11,103.84,101.77,101.11,103.84,101.77,101.11,96.12,96.16,98,95.5,97.28,98.63,97.66,98.11,96.6,97.5,98.52,98.52,96.9,96.06,100.01,96.05,97.35,96.17
3736.656182,103.51,101.67,101.04,103.51,101.67,101.04,103.51,101.67,101.04,95.94,95.78,98.01,95.41,97.23,98.59,97.52,98.08,96.49,97.77,98.86,98.86,96.97,95.99,100.3,96.02,97.18,96.16
3734.792513,103.52,101.73,101.02,103.52,101.73,101.02,103.52,101.73,101.02,96.4,96.22,98.14,95.54,97.32,98.6,97.52,98.29,96.8,97.91,98.78,98.78,97.13,96.03,100.21,95.96,96.98,96.24
3732.928844,103.67,101.89,101.03,103.67,101.89,101.03,103.67,101.89,101.03,96.85,96.66,98.32,95.76,97.53,98.73,97.63,98.43,97.18,98.6,99.38,99.38,97.37,96.29,100.85,96.24,97.24,96.7
3731.065175,103.52,101.7,100.95,103.52,101.7,100.95,103.52,101.7,100.95,96.75,96.65,98.35,95.85,97.59,98.74,97.72,98.4,97.25,98.54,99.43,99.43,97.39,96.44,100.86,96.32,97.39,96.76
3729.201506,103.66,101.78,101.01,103.66,101.78,101.01,103.66,101.78,101.01,96.53,96.54,98.25,95.74,97.46,98.68,97.62,98.34,97,98.29,99.28,99.28,97.25,96.39,100.75,96.24,97.37,96.65
3727.337837,103.59,101.71,100.93,103.59,101.71,100.93,103.59,101.71,100.93,96.37,96.38,98.17,95.64,97.45,98.64,97.55,98.24,96.86,98.29,99.32,99.32,97.17,96.29,100.88,96.25,97.36,96.58
3725.474168,103.44,101.49,100.75,103.44,101.49,100.75,103.44,101.49,100.75,96.3,96.3,98.07,95.5,97.42,98.51,97.55,98.17,96.8,98.18,99.1,99.1,97.09,96.18,100.77,96.12,97.29,96.41
3723.610499,103.64,101.76,101.01,103.64,101.76,101.01,103.64,101.76,101.01,96.46,96.44,97.99,95.38,97.29,98.5,97.55,98.09,96.69,98.34,99.16,99.16,97.18,96.24,100.8,96.16,97.34,96.51
3721.74683,103.63,101.84,101.17,103.63,101.84,101.17,103.63,101.84,101.17,96.6,96.55,98.04,95.41,97.25,98.64,97.61,98.08,96.8,98.33,99.37,99.37,97.23,96.3,100.82,96.24,97.39,96.63
3719.883162,103.86,101.96,101.08,103.86,101.96,101.08,103.86,101.96,101.08,96.73,96.67,98.18,95.52,97.38,98.74,97.75,98.25,97.08,98.29,99.52,99.52,97.2,96.3,100.97,96.25,97.43,96.7
3718.019493,103.86,101.95,100.97,103.86,101.95,100.97,103.86,101.95,100.97,96.57,96.59,98.13,95.53,97.37,98.64,97.67,98.16,97.07,98.33,99.5,99.5,97.29,96.42,100.96,96.33,97.53,96.76
3716.155824,103.81,101.83,100.93,103.81,101.83,100.93,103.81,101.83,100.93,96.3,96.45,97.99,95.49,97.25,98.56,97.46,98.04,96.8,97.85,99.1,99.1,97.13,96.32,100.48,96.18,97.37,96.51
3714.292155,103.93,101.81,101.03,103.93,101.81,101.03,103.93,101.81,101.03,96.22,96.36,97.89,95.39,97.16,98.57,97.34,98.09,96.47,97.62,98.79,98.79,97.01,96.09,100.26,96.03,97.16,96.12
3712.428486,103.88,101.86,101.13,103.88,101.86,101.13,103.88,101.86,101.13,96.46,96.4,97.93,95.43,97.3,98.59,97.42,98.19,96.62,97.99,98.86,98.86,97.19,96.12,100.35,96.21,97.29,96.27
3710.564817,103.75,101.83,101.12,103.75,101.83,101.12,103.75,101.83,101.12,96.69,96.57,98.06,95.51,97.44,98.61,97.6,98.23,97.01,98.3,99.22,99.22,97.33,96.27,100.64,96.33,97.38,96.65
3708.701148,103.84,101.9,101.15,103.84,101.9,101.15,103.84,101.9,101.15,96.89,96.86,98.23,95.68,97.53,98.73,97.73,98.29,97.25,98.43,99.45,99.45,97.42,96.43,100.9,96.34,97.38,96.79
3706.837479,103.78,101.88,101.1,103.78,101.88,101.1,103.78,101.88,101.1,96.78,96.77,98.31,95.8,97.56,98.75,97.77,98.29,97.22,98.44,99.53,99.53,97.33,96.46,100.98,96.23,97.36,96.65
3704.97381,103.89,101.97,101.04,103.89,101.97,101.04,103.89,101.97,101.04,96.59,96.65,98.18,95.68,97.43,98.62,97.73,98.28,97.01,98.15,99.18,99.18,97.02,96.23,100.7,95.99,97.24,96.4
3703.110141,104.03,102.08,101.04,104.03,102.08,101.04,104.03,102.08,101.04,96.6,96.63,98.12,95.56,97.39,98.59,97.66,98.3,96.93,98.21,99.19,99.19,96.96,96.14,100.77,96.06,97.25,96.42
3701.246472,103.82,101.97,100.99,103.82,101.97,100.99,103.82,101.97,100.99,96.68,96.66,98.18,95.58,97.4,98.62,97.63,98.28,96.97,98.35,99.42,99.42,97.22,96.31,100.93,96.29,97.42,96.6
3699.382803,103.82,101.96,101.03,103.82,101.96,101.03,103.82,101.96,101.03,96.76,96.74,98.14,95.57,97.34,98.62,97.62,98.2,96.93,98.3,99.35,99.35,97.28,96.32,100.91,96.25,97.45,96.61
3697.519135,103.83,101.91,101,103.83,101.91,101,103.83,101.91,101,96.69,96.68,98.08,95.58,97.4,98.64,97.6,98.11,96.94,98.32,99.43,99.43,97.3,96.35,100.98,96.21,97.46,96.64
3695.655466,103.67,101.66,100.9,103.67,101.66,100.9,103.67,101.66,100.9,96.51,96.56,97.97,95.53,97.39,98.56,97.52,98,96.87,98.08,99.38,99.38,97.23,96.36,100.8,96.16,97.35,96.49
3693.791797,103.82,101.65,100.92,103.82,101.65,100.92,103.82,101.65,100.92,96.24,96.31,97.87,95.4,97.24,98.5,97.43,97.94,96.51,97.88,99.26,99.26,97.05,96.21,100.74,96.1,97.26,96.29
3691.928128,103.77,101.62,100.91,103.77,101.62,100.91,103.77,101.62,100.91,95.93,95.96,97.76,95.14,97.07,98.45,97.34,97.98,96.23,97.77,98.84,98.84,96.89,96,100.46,95.89,97.14,96.07
3690.064459,103.98,101.87,101.16,103.98,101.87,101.16,103.98,101.87,101.16,96.37,96.3,97.86,95.15,97.17,98.48,97.43,98.16,96.56,98.2,98.88,98.88,97.02,96.05,100.56,96.01,97.2,96.36
3688.20079,103.69,101.85,101.13,103.69,101.85,101.13,103.69,101.85,101.13,96.81,96.61,98.14,95.45,97.36,98.52,97.63,98.2,97.06,98.51,99.36,99.36,97.25,96.34,100.86,96.3,97.31,96.69
3686.337121,103.89,101.96,101.06,103.89,101.96,101.06,103.89,101.96,101.06,96.96,96.84,98.25,95.61,97.43,98.54,97.77,98.23,97.3,98.41,99.43,99.43,97.22,96.37,100.93,96.25,97.25,96.68
3684.473452,103.84,101.93,101.06,103.84,101.93,101.06,103.84,101.93,101.06,96.66,96.67,98.21,95.58,97.44,98.54,97.69,98.16,97.17,98.51,99.51,99.51,97.22,96.38,101.05,96.26,97.35,96.62
3682.609783,103.88,101.95,101.07,103.88,101.95,101.07,103.88,101.95,101.07,96.46,96.63,98.14,95.64,97.49,98.67,97.69,98.2,97.03,98.21,99.15,99.15,97.24,96.31,100.73,96.32,97.43,96.51
3680.746114,103.65,101.7,100.91,103.65,101.7,100.91,103.65,101.7,100.91,96.03,96.22,97.99,95.45,97.37,98.61,97.48,98.02,96.64,98.05,99.18,99.18,97.26,96.23,100.84,96.31,97.44,96.39
3678.882445,103.62,101.52,100.76,103.62,101.52,100.76,103.62,101.52,100.76,95.55,95.95,97.67,95.01,97.1,98.41,97.26,97.95,96.15,97.19,98.48,98.48,97,95.99,100.02,95.95,97.21,95.92
3677.018776,104.16,102.04,101,104.16,102.04,101,104.16,102.04,101,95.95,96.25,97.71,94.91,97.09,98.61,97.22,98.07,96.19,97.82,99.12,99.12,97.1,96,100.55,96.16,97.35,96.35
3675.155107,103.19,101.51,100.79,103.19,101.51,100.79,103.19,101.51,100.79,96.27,96.27,98,95.34,97.37,98.7,97.41,98.05,96.76,98.19,99.43,99.43,97.29,96.29,100.74,96.19,97.26,96.45
3673.291439,103.26,101.46,100.91,103.26,101.46,100.91,103.26,101.46,100.91,96.25,96.28,98.06,95.48,97.33,98.53,97.51,98.03,96.87,97.66,98.81,98.81,97.02,96.18,100.22,95.85,97.08,96.26
3671.42777,103.7,101.81,101.24,103.7,101.81,101.24,103.7,101.81,101.24,96.53,96.45,98.17,95.48,97.23,98.58,97.51,98.14,96.87,98.16,99.05,99.05,96.94,96.05,100.59,96.01,97.19,96.52
3669.564101,103.79,101.93,101.03,103.79,101.93,101.03,103.79,101.93,101.03,96.93,96.72,98.35,95.72,97.53,98.67,97.74,98.37,97.33,98.57,99.38,99.38,97.16,96.13,100.85,96.14,97.18,96.61
3667.700432,103.81,101.84,100.84,103.81,101.84,100.84,103.81,101.84,100.84,96.89,96.73,98.25,95.69,97.6,98.6,97.83,98.39,97.36,98.55,99.46,99.46,97.22,96.2,100.92,96.1,97.11,96.61
3665.836763,103.76,101.73,100.82,103.76,101.73,100.82,103.76,101.73,100.82,96.67,96.67,98.1,95.48,97.45,98.58,97.73,98.27,97.05,98.46,99.47,99.47,97.16,96.19,100.98,96.1,97.19,96.58
3663.973094,103.76,101.83,100.85,103.76,101.83,100.85,103.76,101.83,100.85,96.58,96.64,98.06,95.36,97.41,98.62,97.6,98.19,96.91,98.26,99.3,99.3,97.03,96.11,100.9,96.03,97.18,96.48
3662.109425,103.88,101.92,101.03,103.88,101.92,101.03,103.88,101.92,101.03,96.45,96.53,98.02,95.31,97.38,98.62,97.51,98.11,96.79,98.15,99.32,99.32,96.96,96.12,100.97,95.96,97.19,96.38
3660.245756,103.79,101.72,101.01,103.79,101.72,101.01,103.79,101.72,101.01,96.13,96.24,97.79,95.19,97.18,98.43,97.39,97.96,96.45,97.99,99.18,99.18,96.95,96.09,100.85,95.96,97.17,96.2
3658.382087,104.04,101.81,100.89,104.04,101.81,100.89,104.04,101.81,100.89,96.22,96.28,97.73,95.09,97.02,98.37,97.29,97.94,96.36,98.04,99.08,99.08,97.04,95.98,100.78,96.06,97.22,96.18
3656.518418,103.67,101.71,100.74,103.67,101.71,100.74,103.67,101.71,100.74,96.23,96.23,97.9,95.2,97.13,98.46,97.35,97.94,96.61,98.35,99.41,99.41,97.24,96.22,101.13,96.25,97.43,96.39
3654.654749,103.16,101.39,100.46,103.16,101.39,100.46,103.16,101.39,100.46,95.93,96.06,97.79,95.25,97.19,98.4,97.37,97.86,96.52,97.66,98.91,98.91,97.11,96.2,100.52,96.08,97.35,96.18
3652.79108,103.32,101.35,100.39,103.32,101.35,100.39,103.32,101.35,100.39,95.58,95.82,97.56,95.1,97.02,98.34,97.14,97.78,96.13,97.24,98.57,98.57,96.78,95.87,100.17,95.85,97.24,95.82
3650.927412,103.52,101.51,100.69,103.52,101.51,100.69,103.52,101.51,100.69,95.57,95.64,97.57,94.92,96.81,98.21,96.96,97.76,96.08,97.49,98.65,98.65,96.75,95.8,100.25,95.76,97.09,95.78
3649.063743,103.69,101.8,101.1,103.69,101.8,101.1,103.69,101.8,101.1,96.26,96.15,97.91,95.07,97.02,98.27,97.26,97.87,96.68,97.91,99.02,99.02,97.09,95.94,100.48,95.89,97.03,96.41
3647.200074,103.58,101.88,101.08,103.58,101.88,101.08,103.58,101.88,101.08,96.58,96.45,98.19,95.37,97.36,98.5,97.56,98.06,97.17,98.34,99.34,99.34,97.16,96.22,100.88,96.01,97.04,96.58
3645.336405,103.64,101.82,100.88,103.64,101.82,100.88,103.64,101.82,100.88,96.66,96.58,98.27,95.55,97.51,98.67,97.78,98.24,97.31,98.32,99.22,99.22,97.03,96.3,100.88,96.05,97.12,96.48
3643.472736,103.68,101.68,100.67,103.68,101.68,100.67,103.68,101.68,100.67,96.58,96.61,98.15,95.43,97.43,98.62,97.72,98.12,97.11,98.32,99.35,99.35,96.99,96.21,101.07,96.06,97.27,96.51
3641.609067,103.63,101.67,100.58,103.63,101.67,100.58,103.63,101.67,100.58,96.53,96.66,97.93,95.23,97.31,98.56,97.57,97.97,96.83,98.09,99.28,99.28,97,96.1,100.94,96.03,97.26,96.44
3639.745398,103.73,101.77,100.58,103.73,101.77,100.58,103.73,101.77,100.58,96.46,96.57,97.82,95.11,97.26,98.6,97.51,97.99,96.71,98,99.23,99.23,96.99,96.03,100.92,96.02,97.22,96.32
3637.881729,103.66,101.63,100.68,103.66,101.63,100.68,103.66,101.63,100.68,96.24,96.29,97.75,95.04,97.21,98.54,97.38,97.98,96.59,97.85,99.05,99.05,97.02,96.03,100.88,95.93,97.27,96.16
3636.01806,103.89,101.73,100.86,103.89,101.73,100.86,103.89,101.73,100.86,96.15,96.23,97.74,95.13,97.18,98.48,97.37,97.96,96.55,97.75,99.05,99.05,97,95.98,100.85,95.92,97.22,96.17
3634.154391,103.59,101.44,100.71,103.59,101.44,100.71,103.59,101.44,100.71,95.84,96,97.71,95.22,97.05,98.34,97.38,97.8,96.46,97.78,99.27,99.27,96.88,96.03,100.94,95.99,97.25,96.06
3632.290722,103.42,101.17,100.42,103.42,101.17,100.42,103.42,101.17,100.42,95.61,95.8,97.52,94.99,96.84,98.22,97.25,97.71,96.06,96.99,98.45,98.45,96.57,95.78,100.11,95.81,97.07,95.6
3630.427053,103.82,101.65,100.59,103.82,101.65,100.59,103.82,101.65,100.59,95.96,95.86,97.65,94.92,96.97,98.42,97.23,97.95,96.09,97.55,98.63,98.63,96.56,95.66,100.43,95.74,96.99,95.77
3628.563385,103.68,101.76,100.69,103.68,101.76,100.69,103.68,101.76,100.69,96.41,96.21,97.98,95.26,97.35,98.64,97.49,98.11,96.8,98.21,99.18,99.18,96.91,96.03,100.76,95.87,97.08,96.23
3626.699716,103.84,101.82,100.66,103.84,101.82,100.66,103.84,101.82,100.66,96.68,96.59,98.06,95.41,97.46,98.61,97.68,98.14,97.04,98.23,99.36,99.36,97.17,96.22,100.89,96.03,97.17,96.48
3624.836047,103.71,101.71,100.67,103.71,101.71,100.67,103.71,101.71,100.67,96.54,96.47,97.95,95.41,97.33,98.48,97.66,98.03,96.82,98.09,99.25,99.25,97.11,96.17,101.02,96.02,97.21,96.42
3622.972378,103.65,101.63,100.62,103.65,101.63,100.62,103.65,101.63,100.62,96.18,96.27,97.91,95.32,97.17,98.44,97.52,97.83,96.56,97.61,98.85,98.85,96.93,96.08,100.7,95.87,97.13,96.18
3621.108709,103.79,101.62,100.53,103.79,101.62,100.53,103.79,101.62,100.53,96.03,96.14,97.97,95.15,97.09,98.49,97.37,97.87,96.44,97.69,98.88,98.88,96.87,95.92,100.67,95.74,97.05,96.05
3619.24504,103.61,101.58,100.55,103.61,101.58,100.55,103.61,101.58,100.55,96.24,96.2,98.02,95.17,97.22,98.6,97.37,98.02,96.67,98.01,99,99,96.94,95.82,100.73,95.86,97.11,96.15
3617.381371,103.47,101.47,100.5,103.47,101.47,100.5,103.47,101.47,100.5,96.27,96.22,97.9,95.14,97.28,98.45,97.33,97.95,96.7,97.73,98.79,98.79,97.01,95.88,100.47,95.94,97.09,96.16
3615.517702,103.61,101.58,100.58,103.61,101.58,100.58,103.61,101.58,100.58,96.36,96.28,97.8,95.16,97.21,98.27,97.3,97.87,96.59,97.71,98.86,98.86,97.08,96.01,100.57,96.05,97.16,96.3
3613.654033,103.48,101.48,100.64,103.48,101.48,100.64,103.48,101.48,100.64,96.3,96.26,97.85,95.32,97.21,98.35,97.35,97.9,96.68,97.86,98.99,98.99,97.05,96.18,100.67,96.05,97.29,96.38
3611.790364,103.65,101.45,100.65,103.65,101.45,100.65,103.65,101.45,100.65,96.18,96.3,97.84,95.35,97.23,98.44,97.39,98.03,96.78,97.65,98.83,98.83,96.93,96.13,100.44,95.93,97.26,96.25
3609.926695,103.81,101.57,100.71,103.81,101.57,100.71,103.81,101.57,100.71,96.24,96.27,97.87,95.26,97.23,98.44,97.41,98.07,96.76,97.83,98.93,98.93,96.98,95.98,100.64,95.92,97.17,96.24
3608.063026,103.75,101.59,100.67,103.75,101.59,100.67,103.75,101.59,100.67,96.45,96.38,97.98,95.34,97.34,98.5,97.48,98.05,96.84,98.06,99.16,99.16,97.1,95.99,100.96,95.98,97.12,96.37
3606.199358,103.83,101.68,100.65,103.83,101.68,100.65,103.83,101.68,100.65,96.48,96.51,98.02,95.33,97.39,98.63,97.5,97.99,96.87,98.09,99.22,99.22,97.11,96.05,101.14,96.11,97.24,96.41
3604.335689,103.9,101.69,100.72,103.9,101.69,100.72,103.9,101.69,100.72,96.45,96.59,98.05,95.24,97.33,98.69,97.55,98.01,96.85,98.01,99.14,99.14,97.08,96.1,101.19,96.06,97.37,96.33
3602.47202,103.86,101.55,100.67,103.86,101.55,100.67,103.86,101.55,100.67,96.44,96.57,97.99,95.24,97.29,98.66,97.55,98.05,96.78,98.04,99.17,99.17,97.11,96.07,101.11,96.05,97.37,96.3
3600.608351,103.88,101.58,100.65,103.88,101.58,100.65,103.88,101.58,100.65,96.41,96.44,97.87,95.27,97.21,98.55,97.38,97.94,96.67,98.07,99.18,99.18,97.17,96.12,101.08,96.17,97.35,96.39
3598.744682,103.91,101.64,100.69,103.91,101.64,100.69,103.91,101.64,100.69,96.26,96.27,97.78,95.18,97.19,98.4,97.23,97.9,96.57,98,99.08,99.08,97.13,96.07,101.01,96.15,97.29,96.38
3596.881013,103.95,101.69,100.79,103.95,101.69,100.79,103.95,101.69,100.79,96.28,96.34,97.82,95.28,97.38,98.45,97.43,98.14,96.68,98.02,99.2,99.2,97.03,96.01,101.07,96.14,97.2,96.27
3595.017344,104.04,101.69,100.83,104.04,101.69,100.83,104.04,101.69,100.83,96.43,96.53,97.99,95.53,97.54,98.6,97.73,98.21,96.91,98.18,99.45,99.45,97.05,96.03,101.31,96.15,97.24,96.3
3593.153675,103.99,101.58,100.67,103.99,101.58,100.67,103.99,101.58,100.67,96.4,96.53,98.05,95.48,97.44,98.57,97.7,98.05,96.88,98.15,99.52,99.52,97.07,96.11,101.43,96.09,97.28,96.37
3591.290006,103.88,101.5,100.68,103.88,101.5,100.68,103.88,101.5,100.68,96.21,96.36,97.94,95.3,97.27,98.53,97.5,98,96.63,97.79,99.08,99.08,96.98,96.03,101.1,96.03,97.23,96.21
3589.426337,103.87,101.51,100.64,103.87,101.51,100.64,103.87,101.51,100.64,96.24,96.35,97.88,95.33,97.28,98.65,97.4,98.06,96.6,97.85,98.96,98.96,96.99,95.93,101.03,96.01,97.14,96.22
3587.562668,103.79,101.53,100.61,103.79,101.53,100.61,103.79,101.53,100.61,96.47,96.44,97.98,95.43,97.36,98.7,97.45,98.05,96.84,98.2,99.26,99.26,97.19,96.01,101.16,96.13,97.19,96.35
3585.698999,103.8,101.69,100.74,103.8,101.69,100.74,103.8,101.69,100.74,96.52,96.53,97.99,95.4,97.28,98.63,97.47,98.05,96.96,98.24,99.33,99.33,97.23,96.09,101.23,96.2,97.28,96.51
3583.83533,103.78,101.69,100.69,103.78,101.69,100.69,103.78,101.69,100.69,96.41,96.55,97.93,95.36,97.23,98.58,97.5,98.08,96.88,98.12,99.37,99.37,97.15,96.09,101.34,96.14,97.32,96.56
3581.971662,103.98,101.75,100.68,103.98,101.75,100.68,103.98,101.75,100.68,96.48,96.56,98.03,95.54,97.38,98.65,97.67,98.18,97.01,98.06,99.42,99.42,97.14,96.11,101.47,96.16,97.4,96.5
3580.107993,103.91,101.74,100.55,103.91,101.74,100.55,103.91,101.74,100.55,96.58,96.6,98.08,95.57,97.37,98.58,97.65,98.12,97.01,98,99.28,99.28,97.15,96.12,101.4,96.21,97.39,96.43
3578.244324,103.7,101.67,100.52,103.7,101.67,100.52,103.7,101.67,100.52,96.58,96.68,97.98,95.29,97.15,98.39,97.5,97.97,96.79,98.02,99.2,99.2,97.05,96.11,101.3,96.19,97.36,96.45
3576.380655,103.88,101.77,100.78,103.88,101.77,100.78,103.88,101.77,100.78,96.6,96.64,97.85,95.14,97.1,98.37,97.46,97.89,96.73,98.07,99.23,99.23,97.11,96.11,101.38,96.21,97.37,96.54
3574.516986,104.12,101.73,100.87,104.12,101.73,100.87,104.12,101.73,100.87,96.7,96.59,97.85,95.24,97.23,98.47,97.5,97.92,96.79,98.01,99.29,99.29,97.2,96.06,101.41,96.31,97.41,96.59
3572.653317,103.91,101.4,100.55,103.91,101.4,100.55,103.91,101.4,100.55,96.46,96.46,97.93,95.23,97.34,98.5,97.52,97.93,96.72,97.97,99.32,99.32,97.18,96.07,101.42,96.28,97.42,96.46
3570.789648,103.75,101.13,100.19,103.75,101.13,100.19,103.75,101.13,100.19,96.04,96.35,97.86,95.03,97.18,98.34,97.41,97.85,96.45,97.52,98.93,98.93,97.08,96.11,101.04,96.1,97.37,96.23
3568.925979,103.89,101.28,100.35,103.89,101.28,100.35,103.89,101.28,100.35,95.87,96.07,97.83,95.01,96.94,98.28,97.21,97.81,96.34,97.4,98.75,98.75,96.97,96.09,100.91,96.01,97.28,96.25
3567.06231,103.8,101.58,100.49,103.8,101.58,100.49,103.8,101.58,100.49,96.2,96.13,98.06,95.28,97.21,98.52,97.28,97.98,96.77,97.85,99.08,99.08,97,96.17,101.15,96.05,97.24,96.35
3565.198641,103.56,101.49,100.46,103.56,101.49,100.46,103.56,101.49,100.46,96.55,96.44,98.12,95.42,97.44,98.59,97.51,98.1,97.12,98.1,99.29,99.29,97.06,96.2,101.24,96.14,97.32,96.43
3563.334972,103.65,101.41,100.59,103.65,101.41,100.59,103.65,101.41,100.59,96.63,96.58,98.06,95.42,97.46,98.54,97.64,98.15,97.07,97.98,99.16,99.16,96.98,96.03,101.31,96.08,97.38,96.43
3561.471303,103.86,101.58,100.66,103.86,101.58,100.66,103.86,101.58,100.66,96.51,96.48,98.07,95.39,97.45,98.48,97.6,98.16,96.97,97.92,99.18,99.18,96.89,95.89,101.42,95.89,97.32,96.35
3559.607635,103.96,101.76,100.64,103.96,101.76,100.64,103.96,101.76,100.64,96.46,96.43,98,95.35,97.44,98.59,97.59,98.13,96.96,97.94,99.49,99.49,96.92,95.97,101.56,95.94,97.29,96.42
3557.743966,103.97,101.68,100.55,103.97,101.68,100.55,103.97,101.68,100.55,96.45,96.56,97.86,95.27,97.31,98.62,97.5,98.03,96.81,98.02,99.62,99.62,97.03,96,101.65,96,97.31,96.41
3555.880297,103.94,101.63,100.53,103.94,101.63,100.53,103.94,101.63,100.53,96.44,96.57,97.87,95.24,97.23,98.57,97.45,98.06,96.67,98.01,99.48,99.48,97.07,95.95,101.58,95.94,97.28,96.28
3554.016628,103.73,101.55,100.4,103.73,101.55,100.4,103.73,101.55,100.4,96.42,96.48,97.93,95.29,97.26,98.64,97.51,98.11,96.7,98.03,99.45,99.45,97.12,96.06,101.59,95.95,97.37,96.41
3552.152959,103.63,101.29,100.24,103.63,101.29,100.24,103.63,101.29,100.24,96.33,96.44,97.95,95.35,97.35,98.66,97.56,98.08,96.88,98.09,99.46,99.46,97.15,96.08,101.6,96.12,97.44,96.48
3550.28929,103.79,101.35,100.27,103.79,101.35,100.27,103.79,101.35,100.27,96.25,96.32,97.86,95.22,97.3,98.51,97.45,98.01,96.77,97.88,99.21,99.21,97.1,96.05,101.37,96.17,97.37,96.37
3548.425621,103.93,101.62,100.3,103.93,101.62,100.3,103.93,101.62,100.3,96.27,96.27,97.85,95.14,97.22,98.45,97.41,97.99,96.63,97.61,99.03,99.03,97.03,96.01,101.1,96.12,97.29,96.34
