Wavenumber (cm^-1),Powder,Weathered powder,Low crystallinity pieces
2555.090087,95.73,96.49,99.58
2553.226418,95.69,96.47,99.62
2551.36275,95.66,96.5,99.62
2549.499081,95.7,96.56,99.59
2547.635412,95.71,96.6,99.6
2545.771743,95.65,96.56,99.63
2543.908074,95.63,96.54,99.7
2542.044405,95.71,96.57,99.71
2540.180736,95.72,96.57,99.66
2538.317067,95.67,96.52,99.63
2536.453398,95.74,96.5,99.66
2534.589729,95.82,96.51,99.67
2532.72606,95.79,96.49,99.62
2530.862391,95.78,96.49,99.61
2528.998723,95.79,96.51,99.61
2527.135054,95.72,96.51,99.58
2525.271385,95.69,96.5,99.62
2523.407716,95.72,96.51,99.73
2521.544047,95.77,96.58,99.74
2519.680378,95.82,96.61,99.68
2517.816709,95.81,96.59,99.63
2515.95304,95.81,96.58,99.62
2514.089371,95.82,96.57,99.63
2512.225702,95.78,96.59,99.65
2510.362033,95.75,96.63,99.66
2508.498364,95.76,96.64,99.67
2506.634696,95.75,96.58,99.66
2504.771027,95.75,96.56,99.68
2502.907358,95.82,96.59,99.7
2501.043689,95.81,96.61,99.78
2499.18002,95.76,96.58,99.85
2497.316351,95.78,96.56,99.84
2495.452682,95.79,96.56,99.81
2493.589013,95.83,96.56,99.79
2491.725344,95.88,96.55,99.77
2489.861675,95.87,96.57,99.8
2487.998006,95.86,96.59,99.78
2486.134337,95.92,96.54,99.72
2484.270669,95.84,96.55,99.74
2482.407,95.76,96.63,99.77
2480.543331,95.84,96.66,99.74
2478.679662,95.87,96.61,99.75
2476.815993,95.84,96.6,99.79
2474.952324,95.88,96.62,99.75
2473.088655,95.94,96.64,99.78
2471.224986,95.93,96.66,99.82
2469.361317,95.85,96.63,99.81
2467.497648,95.82,96.59,99.85
2465.633979,95.84,96.62,99.82
2463.77031,95.84,96.65,99.74
2461.906641,95.86,96.66,99.66
2460.042973,95.88,96.65,99.72
2458.179304,95.89,96.59,99.84
2456.315635,95.9,96.59,99.8
2454.451966,95.89,96.61,99.8
2452.588297,95.86,96.57,99.83
2450.724628,95.85,96.52,99.8
2448.860959,95.93,96.62,99.77
2446.99729,95.95,96.73,99.79
2445.133621,95.9,96.74,99.85
2443.269952,95.91,96.66,99.84
2441.406283,95.9,96.61,99.81
2439.542614,95.88,96.66,99.78
2437.678946,95.93,96.68,99.79
2435.815277,95.95,96.63,99.78
2433.951608,95.92,96.61,99.74
2432.087939,95.93,96.64,99.77
2430.22427,95.95,96.66,99.85
2428.360601,95.91,96.66,99.84
2426.496932,95.91,96.63,99.8
2424.633263,95.92,96.58,99.72
2422.769594,95.91,96.63,99.72
2420.905925,95.93,96.68,99.75
2419.042256,95.96,96.68,99.74
2417.178587,95.91,96.69,99.71
2415.314919,95.82,96.69,99.7
2413.45125,95.78,96.71,99.67
2411.587581,95.81,96.71,99.59
2409.723912,95.85,96.66,99.58
2407.860243,95.86,96.65,99.6
2405.996574,95.86,96.64,99.62
2404.132905,95.88,96.62,99.6
2402.269236,95.86,96.64,99.55
2400.405567,95.8,96.66,99.58
2398.541898,95.78,96.64,99.55
2396.678229,95.78,96.61,99.52
2394.81456,95.8,96.59,99.56
2392.950891,95.81,96.6,99.54
2391.087223,95.79,96.63,99.52
2389.223554,95.81,96.64,99.47
2387.359885,95.82,96.67,99.44
2385.496216,95.81,96.63,99.46
2383.632547,95.8,96.56,99.45
2381.768878,95.79,96.57,99.43
2379.905209,95.77,96.61,99.45
2378.04154,95.78,96.63,99.44
2376.177871,95.8,96.63,99.41
2374.314202,95.77,96.66,99.4
2372.450533,95.79,96.68,99.44
2370.586864,95.86,96.7,99.4
2368.723196,95.91,96.74,99.32
2366.859527,96,96.83,99.31
2364.995858,96.13,96.9,99.3
2363.132189,96.16,96.82,99.28
2361.26852,96.13,96.76,99.3
2359.404851,96.09,96.77,99.26
2357.541182,96.03,96.74,99.21
2355.677513,95.97,96.8,99.16
2353.813844,95.95,96.86,99.12
2351.950175,95.99,96.8,99.18
2350.086506,95.97,96.69,99.32
2348.222837,95.87,96.61,99.46
2346.359169,95.78,96.57,99.46
2344.4955,95.73,96.59,99.38
2342.631831,95.78,96.67,99.35
2340.768162,95.92,96.73,99.37
2338.904493,95.97,96.74,99.35
2337.040824,95.98,96.71,99.32
2335.177155,95.98,96.64,99.36
2333.313486,95.94,96.65,99.37
2331.449817,95.97,96.7,99.3
2329.586148,95.96,96.71,99.34
2327.722479,95.81,96.67,99.33
2325.85881,95.6,96.53,99.21
2323.995142,95.53,96.41,99.22
2322.131473,95.6,96.43,99.28
2320.267804,95.66,96.44,99.29
2318.404135,95.77,96.49,99.37
2316.540466,95.85,96.55,99.48
2314.676797,95.86,96.57,99.56
2312.813128,95.89,96.63,99.57
2310.949459,95.87,96.67,99.56
2309.08579,95.84,96.6,99.59
2307.222121,95.84,96.54,99.67
2305.358452,95.87,96.6,99.72
2303.494783,95.88,96.69,99.68
2301.631114,95.85,96.65,99.67
2299.767446,95.81,96.54,99.7
2297.903777,95.79,96.53,99.71
2296.040108,95.8,96.58,99.79
2294.176439,95.8,96.57,99.85
2292.31277,95.71,96.57,99.77
2290.449101,95.64,96.56,99.72
2288.585432,95.66,96.51,99.74
2286.721763,95.72,96.47,99.73
2284.858094,95.8,96.45,99.77
2282.994425,95.86,96.44,99.88
2281.130756,95.88,96.49,99.95
2279.267087,95.93,96.66,99.99
2277.403419,95.97,96.82,100.11
2275.53975,95.96,96.82,100.16
2273.676081,96.01,96.79,100.15
2271.812412,96.1,96.86,100.17
2269.948743,96.07,96.82,100.25
2268.085074,96.11,96.67,100.3
2266.221405,96.28,96.75,100.34
2264.357736,96.33,96.93,100.4
2262.494067,96.2,96.96,100.45
2260.630398,96.06,96.89,100.55
2258.766729,96.09,96.85,100.53
2256.90306,96.17,96.85,100.5
2255.039392,96.21,96.86,100.57
2253.175723,96.25,96.89,100.56
2251.312054,96.31,96.94,100.5
2249.448385,96.54,96.98,100.47
2247.584716,96.65,97.03,100.45
2245.721047,96.55,97.04,100.36
2243.857378,96.46,97.02,100.43
2241.993709,96.42,97.04,100.63
2240.13004,96.37,97.03,100.66
2238.266371,96.33,97.04,100.58
2236.402702,96.35,96.93,100.61
2234.539033,96.42,96.87,100.69
2232.675364,96.48,97.06,100.66
2230.811696,96.56,97.18,100.63
2228.948027,96.66,97.18,100.61
2227.084358,96.71,97.2,100.61
2225.220689,96.64,97.23,100.81
2223.35702,96.65,97.23,100.92
2221.493351,96.78,97.1,100.79
2219.629682,96.78,97.15,100.82
2217.766013,96.71,97.44,100.98
2215.902344,96.77,97.48,100.97
2214.038675,96.85,97.19,100.84
2212.175006,96.74,97.08,100.97
2210.311337,96.66,97.35,101.18
2208.447669,96.82,97.44,101.14
2206.584,96.86,97.27,101.16
2204.720331,96.81,97.24,101.09
2202.856662,96.73,97.43,100.81
2200.992993,96.6,97.46,100.76
2199.129324,96.69,97.27,100.92
2197.265655,96.92,97.23,100.91
2195.401986,97.04,97.19,101.02
2193.538317,97.02,97.22,101.12
2191.674648,96.96,97.44,101.08
2189.810979,97.05,97.63,101.16
2187.94731,97.05,97.69,101.48
2186.083642,96.98,97.67,101.51
2184.219973,97.15,97.58,101.16
2182.356304,97.25,97.61,101.11
2180.492635,97.11,97.71,101.21
2178.628966,96.99,97.6,101.26
2176.765297,97.05,97.56,101.27
2174.901628,97.24,97.67,101.21
2173.037959,97.25,97.58,101.55
2171.17429,96.88,97.62,101.82
2169.310621,96.78,97.68,101.79
2167.446952,97.23,97.49,101.76
2165.583283,97.51,97.44,101.67
2163.719615,97.3,97.29,101.69
2161.855946,97.06,96.98,101.7
2159.992277,97.38,97.13,101.76
2158.128608,97.67,97.69,101.67
2156.264939,97.54,98.05,101.31
2154.40127,97.54,98.06,101.19
2152.537601,97.35,98.02,101.15
2150.673932,97.2,97.89,100.85
2148.810263,97.23,97.54,100.73
2146.946594,97.26,97.46,100.97
2145.082925,97.33,97.64,101.03
2143.219256,97.34,97.67,100.81
2141.355587,97.28,97.59,100.61
2139.491919,97.14,97.58,100.61
2137.62825,97.02,97.59,100.58
2135.764581,97.04,97.62,100.41
2133.900912,97.03,97.71,100.3
2132.037243,96.93,97.61,100.24
2130.173574,96.88,97.39,100.36
2128.309905,96.81,97.35,100.35
2126.446236,96.57,97.39,100.14
2124.582567,96.48,97.31,100.09
2122.718898,96.62,97.23,100.12
2120.855229,96.61,97.15,100.1
2118.99156,96.47,97.03,100.2
2117.127892,96.36,96.97,100.23
2115.264223,96.33,96.95,100.13
2113.400554,96.31,96.93,100.16
2111.536885,96.29,96.93,100.18
2109.673216,96.27,96.94,100.12
2107.809547,96.29,96.92,100.18
2105.945878,96.37,96.94,100.19
2104.082209,96.48,97.01,100.14
2102.21854,96.56,97.02,100.1
2100.354871,96.57,97.02,100.16
2098.491202,96.48,97.07,100.24
2096.627533,96.49,97.12,100.28
2094.763865,96.54,97.19,100.27
2092.900196,96.4,97.17,100.23
2091.036527,96.34,97.16,100.25
2089.172858,96.39,97.16,100.26
2087.309189,96.4,97.14,100.23
2085.44552,96.33,97.1,100.18
2083.581851,96.37,97.1,100.1
2081.718182,96.53,97.14,100.13
2079.854513,96.52,97.03,100.2
2077.990844,96.43,96.93,100.24
2076.127175,96.5,96.97,100.26
2074.263506,96.65,97.01,100.31
2072.399837,96.63,97.13,100.36
2070.536169,96.54,97.31,100.45
2068.6725,96.59,97.28,100.51
2066.808831,96.69,97.23,100.53
2064.945162,96.69,97.14,100.56
2063.081493,96.75,97.03,100.48
2061.217824,96.87,97.2,100.53
2059.354155,96.88,97.42,100.63
2057.490486,96.79,97.5,100.62
2055.626817,96.78,97.55,100.86
2053.763148,96.93,97.55,100.93
2051.899479,96.95,97.25,100.86
2050.03581,97.04,97.18,100.95
2048.172142,97.06,97.61,101.07
2046.308473,97.01,97.8,101.29
2044.444804,97.31,97.73,101.47
2042.581135,97.61,97.78,101.49
2040.717466,97.58,97.83,101.59
2038.853797,97.42,97.72,101.61
2036.990128,97.26,97.63,101.6
2035.126459,97.23,97.68,101.59
2033.26279,97.48,97.74,101.4
2031.399121,97.74,97.71,101.04
2029.535452,97.81,97.89,101.03
2027.671783,97.52,97.94,101.05
2025.808115,97.33,97.59,100.92
2023.944446,97.37,97.53,101
2022.080777,97.44,97.68,100.95
2020.217108,97.5,97.78,100.7
2018.353439,97.39,97.81,100.83
2016.48977,97.43,97.5,101.26
2014.626101,97.43,97.27,101.37
2012.762432,97.2,97.65,101.23
2010.898763,97.16,98.14,101.25
2009.035094,97.36,98.17,101.13
2007.171425,97.66,97.92,100.96
2005.307756,97.63,97.67,100.85
2003.444088,97.31,97.65,100.8
2001.580419,97.19,97.73,100.56
1999.71675,97.12,97.68,100.46
1997.853081,97.11,97.62,100.58
1995.989412,97.25,97.68,100.75
1994.125743,97.1,97.65,100.89
1992.262074,96.95,97.59,100.96
1990.398405,97.16,97.7,100.78
1988.534736,97.35,97.72,100.51
1986.671067,97.3,97.58,100.58
1984.807398,97.01,97.41,100.99
1982.943729,96.83,97.45,101.2
1981.08006,96.95,97.55,100.87
1979.216392,97.1,97.52,100.52
1977.352723,97.28,97.68,100.93
1975.489054,97.2,97.89,101.32
1973.625385,97.21,98.09,101.04
1971.761716,97.37,97.91,100.69
1969.898047,97.52,97.49,100.76
1968.034378,97.59,97.7,100.62
1966.170709,97.29,97.98,100.24
1964.30704,96.98,97.62,100.3
1962.443371,96.89,97.36,100.46
1960.579702,96.92,97.47,100.21
1958.716033,96.99,97.61,100.13
1956.852365,97.04,97.6,100.15
1954.988696,97.06,97.51,99.96
1953.125027,96.93,97.46,99.8
1951.261358,96.65,97.31,99.79
1949.397689,96.44,97.23,99.86
1947.53402,96.55,97.35,99.98
1945.670351,96.63,97.47,99.95
1943.806682,96.56,97.42,99.92
1941.943013,96.6,97.38,99.76
1940.079344,96.72,97.38,99.68
1938.215675,96.8,97.28,99.7
1936.352006,96.84,97.21,99.72
1934.488338,96.86,97.29,99.76
1932.624669,96.83,97.38,99.8
1930.761,96.83,97.34,99.75
1928.897331,96.86,97.38,99.8
1927.033662,96.9,97.44,99.9
1925.169993,96.86,97.3,100
1923.306324,96.87,97.26,99.9
1921.442655,96.88,97.43,99.85
1919.578986,96.83,97.55,99.93
1917.715317,96.88,97.57,99.89
1915.851648,96.98,97.53,99.85
1913.987979,96.95,97.5,99.9
1912.12431,96.9,97.49,99.92
1910.260642,96.96,97.56,99.95
1908.396973,97,97.57,99.98
1906.533304,96.98,97.5,99.98
1904.669635,96.97,97.55,99.87
1902.805966,97.02,97.57,99.83
1900.942297,97.06,97.51,99.83
1899.078628,97.11,97.47,99.87
1897.214959,97.14,97.52,99.92
1895.35129,97.09,97.56,99.94
1893.487621,97.08,97.53,99.9
1891.623952,97.08,97.53,99.94
1889.760283,97.02,97.59,99.84
1887.896615,97.02,97.59,99.75
1886.032946,97,97.57,99.82
1884.169277,97.05,97.6,99.92
1882.305608,97.16,97.57,99.95
1880.441939,97.18,97.6,99.91
1878.57827,97.15,97.66,99.86
1876.714601,97.12,97.66,99.88
1874.850932,97.15,97.64,99.85
1872.987263,97.16,97.62,99.93
1871.123594,97.09,97.58,100.06
1869.259925,97.1,97.6,99.96
1867.396256,97.19,97.66,99.79
1865.532588,97.21,97.68,99.8
1863.668919,97.18,97.65,99.78
1861.80525,97.19,97.65,99.76
1859.941581,97.16,97.63,99.7
1858.077912,97.1,97.59,99.67
1856.214243,97.07,97.64,99.67
1854.350574,97.06,97.7,99.69
1852.486905,97.09,97.67,99.63
1850.623236,97.09,97.58,99.64
1848.759567,97.03,97.56,99.59
1846.895898,96.99,97.54,99.61
1845.032229,96.99,97.54,99.53
1843.168561,96.98,97.6,99.37
1841.304892,96.98,97.57,99.27
1839.441223,96.94,97.51,99.18
1837.577554,96.89,97.5,99.13
1835.713885,96.87,97.46,99.09
1833.850216,96.82,97.41,99
1831.986547,96.77,97.4,99.02
1830.122878,96.8,97.38,98.91
1828.259209,96.84,97.41,98.88
1826.39554,96.82,97.47,98.82
1824.531871,96.8,97.46,98.73
1822.668202,96.81,97.46,98.74
1820.804533,96.82,97.48,98.76
1818.940865,96.83,97.46,98.82
1817.077196,96.87,97.49,98.8
1815.213527,96.88,97.5,98.71
1813.349858,96.84,97.47,98.67
1811.486189,96.82,97.49,98.68
1809.62252,96.82,97.54,98.69
1807.758851,96.83,97.54,98.66
1805.895182,96.87,97.5,98.66
1804.031513,96.89,97.51,98.67
1802.167844,96.9,97.55,98.69
1800.304175,96.95,97.59,98.68
1798.440506,97.01,97.62,98.62
1796.576838,97.01,97.62,98.54
1794.713169,96.95,97.59,98.56
1792.8495,96.94,97.6,98.47
1790.985831,96.98,97.67,98.33
1789.122162,96.99,97.67,98.27
1787.258493,97.03,97.66,98.26
1785.394824,97.03,97.67,98.18
1783.531155,97,97.67,98.13
1781.667486,96.99,97.71,98.13
1779.803817,97.01,97.78,98.05
1777.940148,97.04,97.77,98
1776.076479,97.03,97.74,97.91
1774.212811,96.99,97.74,97.88
1772.349142,97.02,97.8,97.68
1770.485473,97.01,97.83,97.64
1768.621804,96.98,97.82,97.44
1766.758135,96.98,97.81,97.24
1764.894466,96.93,97.78,97.19
1763.030797,96.87,97.78,97.06
1761.167128,96.83,97.75,96.82
1759.303459,96.72,97.63,96.66
1757.43979,96.6,97.56,96.31
1755.576121,96.47,97.5,95.88
1753.712452,96.26,97.34,95.56
1751.848783,95.88,97.1,94.99
1749.985115,95.26,96.75,94.14
1748.121446,94.42,96.19,92.98
1746.257777,93.39,95.49,91.56
1744.394108,92.11,94.64,89.63
1742.530439,90.57,93.6,87.29
1740.66677,88.78,92.41,84.24
1738.803101,86.76,91.13,80.26
1736.939432,85.08,89.99,77.14
1735.075763,83.37,88.79,73.54
1733.212094,81.28,87.45,68.88
1731.348425,79.49,86.24,65.06
1729.484756,77.77,85.06,61.44
1727.621088,76.12,83.95,58.12
1725.757419,74.59,82.83,55.07
1723.89375,73.04,81.69,52.06
1722.030081,71.55,80.61,49.31
1720.166412,70.26,79.59,47.13
1718.302743,68.98,78.43,45.06
1716.439074,67.72,77.34,43.21
1714.575405,66.82,76.66,41.79
1712.711736,66.37,76.39,41.03
1710.848067,66.38,76.44,41.01
1708.984398,66.75,76.72,41.67
1707.120729,67.46,77.3,43.22
1705.257061,68.65,78.27,46.03
1703.393392,69.56,78.95,48.12
1701.529723,70.71,79.71,50.61
1699.666054,72.94,81.17,55.82
1697.802385,74.14,81.89,58.86
1695.938716,75.66,82.89,62.15
1694.075047,77.25,83.95,65.94
1692.211378,77.89,84.38,67.51
1690.347709,78.59,84.86,68.95
1688.48404,79.3,85.32,70.43
1686.620371,79.42,85.35,70.73
1684.756702,80.12,85.8,72.01
1682.893034,81.73,86.91,75.41
1681.029365,82.36,87.3,76.68
1679.165696,82.6,87.44,76.86
1677.302027,82.69,87.51,76.89
1675.438358,83.42,88.01,77.85
1673.574689,84.36,88.6,79.47
1671.71102,84.54,88.72,79.88
1669.847351,85.01,89.14,80.59
1667.983682,86.02,89.81,82.26
1666.120013,86.4,90.01,83.03
1664.256344,86.46,90.09,83.14
1662.392675,87.08,90.53,84.01
1660.529006,87.8,90.97,85.32
1658.665338,88.11,91.13,85.99
1656.801669,87.92,91.01,85.96
1654.938,87.29,90.64,85.12
1653.074331,88.41,91.49,86.21
1651.210662,89.98,92.48,88.84
1649.346993,89.72,92.22,89.04
1647.483324,89.4,92.04,88.49
1645.619655,90.07,92.55,89.35
1643.755986,90.5,92.81,90.42
1641.892317,90.47,92.77,90.71
1640.028648,90.39,92.71,90.75
1638.164979,90.16,92.63,90.74
1636.301311,90.3,92.78,90.88
1634.437642,91.2,93.39,91.96
1632.573973,91.51,93.55,92.7
1630.710304,91.32,93.37,92.7
1628.846635,91.25,93.33,92.63
1626.982966,91.37,93.47,92.83
1625.119297,91.42,93.53,93.05
1623.255628,91.66,93.72,93.23
1621.391959,91.94,93.9,93.58
1619.52829,91.75,93.72,93.61
1617.664621,91.44,93.55,93.11
1615.800952,91.59,93.8,92.8
1613.937284,91.72,93.86,92.95
1612.073615,91.62,93.72,92.95
1610.209946,91.64,93.72,93.1
1608.346277,91.85,93.85,93.51
1606.482608,92.12,94.02,94
1604.618939,92.34,94.15,94.39
1602.75527,92.52,94.29,94.73
1600.891601,92.71,94.43,95.04
1599.027932,92.89,94.54,95.32
1597.164263,93,94.6,95.52
1595.300594,93.11,94.69,95.67
1593.436925,93.23,94.75,95.77
1591.573256,93.31,94.77,95.79
1589.709588,93.33,94.79,95.79
1587.845919,93.28,94.76,95.73
1585.98225,93.15,94.66,95.48
1584.118581,92.87,94.47,94.84
1582.254912,92.38,94.18,93.64
1580.391243,91.8,93.87,92.11
1578.527574,91.23,93.54,90.92
1576.663905,91.22,93.6,90.61
1574.800236,92.01,94.14,91.76
1572.936567,92.39,94.31,92.9
1571.072898,92.43,94.3,93.6
1569.209229,92.87,94.62,94.32
1567.345561,93.36,94.91,95.11
1565.481892,93.54,94.96,95.54
1563.618223,93.6,94.99,95.85
1561.754554,93.33,94.78,96
1559.890885,93.12,94.69,95.78
1558.027216,94.01,95.42,95.98
1556.163547,94.38,95.63,96.53
1554.299878,94.31,95.53,96.64
1552.436209,94.26,95.48,96.79
1550.57254,94.27,95.46,96.85
1548.708871,94.38,95.54,97.01
1546.845202,94.35,95.53,97.19
1544.981534,94.3,95.5,97.24
1543.117865,94.3,95.5,97.31
1541.254196,94.31,95.5,97.28
1539.390527,94.71,95.81,97.14
1537.526858,94.95,95.99,97.26
1535.663189,94.73,95.79,97.36
1533.79952,94.57,95.66,97.11
1531.935851,94.67,95.76,97.01
1530.072182,94.63,95.76,96.96
1528.208513,94.5,95.66,96.9
1526.344844,94.5,95.65,96.83
1524.481175,94.54,95.66,96.91
1522.617507,94.51,95.63,96.94
1520.753838,94.71,95.83,96.93
1518.890169,94.82,95.94,97.13
1517.0265,94.85,95.95,97.04
1515.162831,94.91,95.99,97.03
1513.299162,94.8,95.9,96.89
1511.435493,94.43,95.64,96.43
1509.571824,93.73,95.12,95.73
1507.708155,92.54,94.25,93.91
1505.844486,91.44,93.59,91.08
1503.980817,91.34,93.63,90.5
1502.117148,91.84,93.99,91.65
1500.253479,92.63,94.52,93.46
1498.389811,93.47,95.04,95.1
1496.526142,94.31,95.57,96.28
1494.662473,94.86,95.95,97.03
1492.798804,94.95,95.99,97.41
1490.935135,94.93,95.96,97.45
1489.071466,95.04,96.04,97.45
1487.207797,95.03,96.05,97.37
1485.344128,94.84,95.92,97.22
1483.480459,94.61,95.73,97.02
1481.61679,94.35,95.54,96.63
1479.753121,94.05,95.35,96.18
1477.889452,93.7,95.1,95.65
1476.025784,93.21,94.73,95.02
1474.162115,92.56,94.29,94.47
1472.298446,92.07,94,93.75
1470.434777,92.09,94.04,93.16
1468.571108,92.17,94.15,92.48
1466.707439,92.2,94.24,91.78
1464.84377,92.15,94.33,90.94
1462.980101,92.01,94.33,90.23
1461.116432,91.75,94.15,89.54
1459.252763,91.42,93.95,88.85
1457.389094,91.26,93.94,87.9
1455.525425,91.42,94.08,86.88
1453.661757,91.36,94.01,85.9
1451.798088,91.24,93.94,85.1
1449.934419,91.25,93.96,84.93
1448.07075,91.42,94.09,85.38
1446.207081,91.65,94.25,86.35
1444.343412,91.74,94.3,87.27
1442.479743,91.81,94.33,88.06
1440.616074,91.88,94.39,88.72
1438.752405,91.91,94.41,89.25
1436.888736,92.25,94.64,90.03
1435.025067,92.83,95.04,91.36
1433.161398,93.2,95.24,92.35
1431.297729,93.58,95.45,93.13
1429.434061,94.06,95.73,93.82
1427.570392,94.42,95.91,94.31
1425.706723,94.61,96.01,94.56
1423.843054,94.72,96.05,94.58
1421.979385,94.66,95.95,94.53
1420.115716,94.38,95.7,94.1
1418.252047,93.72,95.21,93.05
1416.388378,92.41,94.27,91.3
1414.524709,90.34,92.84,88.26
1412.66104,87.72,91.11,83.63
1410.797371,85.18,89.55,78.15
1408.933702,83.68,88.71,74.21
1407.070034,83.58,88.73,73.43
1405.206365,84.77,89.57,75.79
1403.342696,86.43,90.7,79.33
1401.479027,87.77,91.55,82.12
1399.615358,88.95,92.29,84.21
1397.751689,89.98,92.98,85.88
1395.88802,90.66,93.42,86.82
1394.024351,91.27,93.79,87.46
1392.160682,91.7,94.05,87.9
1390.297013,91.87,94.12,88.11
1388.433344,91.98,94.14,88.33
1386.569675,92.17,94.26,88.69
1384.706007,92.29,94.33,89.02
1382.842338,92.29,94.33,89.06
1380.978669,92.26,94.34,88.86
1379.115,92.16,94.34,88.26
1377.251331,91.94,94.29,87.45
1375.387662,91.68,94.2,86.6
1373.523993,91.51,94.11,85.87
1371.660324,91.34,94.01,85.49
1369.796655,91.29,93.99,85.51
1367.932986,91.53,94.16,86.25
1366.069317,91.97,94.45,87.63
1364.205648,92.53,94.77,89.3
1362.34198,93.19,95.14,90.98
1360.478311,93.7,95.43,92.21
1358.614642,93.95,95.57,92.9
1356.750973,94.02,95.61,93.3
1354.887304,93.99,95.55,93.54
1353.023635,93.8,95.37,93.65
1351.159966,93.36,94.97,93.62
1349.296297,92.57,94.28,93.44
1347.432628,91.34,93.25,93.13
1345.568959,89.63,91.81,92.62
1343.70529,87.7,90.15,91.9
1341.841621,85.98,88.75,91.15
1339.977952,84.99,88.05,90.57
1338.114284,85.17,88.36,90.46
1336.250615,86.42,89.5,90.87
1334.386946,88.28,91.05,91.6
1332.523277,90.19,92.57,92.29
1330.659608,91.75,93.79,92.67
1328.795939,92.8,94.6,92.66
1326.93227,93.35,95.06,92.3
1325.068601,93.54,95.26,91.68
1323.204932,93.52,95.3,90.89
1321.341263,93.36,95.27,90.08
1319.477594,93.15,95.18,89.24
1317.613925,92.88,95.02,88.42
1315.750257,92.56,94.84,87.68
1313.886588,92.2,94.65,87.03
1312.022919,91.8,94.42,86.35
1310.15925,91.33,94.16,85.5
1308.295581,90.83,93.85,84.45
1306.431912,90.35,93.55,83.29
1304.568243,89.9,93.25,82.13
1302.704574,89.42,92.94,80.93
1300.840905,88.76,92.51,79.45
1298.977236,87.88,91.94,77.47
1297.113567,86.87,91.28,75.08
1295.249898,85.81,90.59,72.52
1293.38623,84.74,89.91,70.06
1291.522561,83.71,89.25,67.92
1289.658892,82.76,88.59,66.07
1287.795223,81.86,87.97,64.33
1285.931554,81,87.36,62.57
1284.067885,80.21,86.74,60.7
1282.204216,79.48,86.14,58.77
1280.340547,78.79,85.54,56.84
1278.476878,78.13,84.94,54.92
1276.613209,77.51,84.32,53.06
1274.74954,76.87,83.7,51.28
1272.885871,76.12,83.06,49.56
1271.022202,75.22,82.37,47.83
1269.158534,74.19,81.64,46.05
1267.294865,73.09,80.9,44.21
1265.431196,72.01,80.17,42.38
1263.567527,71.01,79.51,40.7
1261.703858,70.15,78.94,39.33
1259.840189,69.47,78.45,38.42
1257.97652,68.95,78.05,37.95
1256.112851,68.54,77.71,37.74
1254.249182,68.13,77.35,37.5
1252.385513,67.66,76.92,37.01
1250.521844,67.11,76.43,36.18
1248.658175,66.49,75.94,35.09
1246.794507,65.83,75.47,33.85
1244.930838,65.18,75.03,32.56
1243.067169,64.6,74.64,31.28
1241.2035,64.16,74.35,30.19
1239.339831,63.88,74.18,29.4
1237.476162,63.8,74.19,29.02
1235.612493,63.93,74.37,29.14
1233.748824,64.3,74.67,29.81
1231.885155,64.87,75.1,31.04
1230.021486,65.56,75.61,32.83
1228.157817,66.29,76.13,35.1
1226.294148,67.02,76.61,37.7
1224.43048,67.78,77.1,40.42
1222.566811,68.58,77.6,43.01
1220.703142,69.42,78.14,45.43
1218.839473,70.35,78.74,47.86
1216.975804,71.34,79.39,50.41
1215.112135,72.35,80.07,52.99
1213.248466,73.34,80.75,55.49
1211.384797,74.32,81.39,57.89
1209.521128,75.25,82,60.14
1207.657459,76.14,82.6,62.27
1205.79379,77.02,83.21,64.29
1203.930121,77.9,83.81,66.2
1202.066453,78.76,84.4,68
1200.202784,79.61,84.98,69.74
1198.339115,80.45,85.56,71.43
1196.475446,81.28,86.14,73.06
1194.611777,82.1,86.71,74.6
1192.748108,82.89,87.26,76.15
1190.884439,83.61,87.76,77.67
1189.02077,84.24,88.21,79.08
1187.157101,84.8,88.59,80.31
1185.293432,85.24,88.91,81.24
1183.429763,85.53,89.15,81.77
1181.566094,85.65,89.31,81.81
1179.702425,85.62,89.36,81.37
1177.838757,85.51,89.39,80.6
1175.975088,85.45,89.44,79.78
1174.111419,85.57,89.57,79.25
1172.24775,85.94,89.84,79.36
1170.384081,86.56,90.27,80.35
1168.520412,87.34,90.77,82.01
1166.656743,88.1,91.27,83.74
1164.793074,88.7,91.65,85.08
1162.929405,89.14,91.93,85.97
1161.065736,89.43,92.13,86.49
1159.202067,89.6,92.28,86.66
1157.338398,89.68,92.36,86.48
1155.47473,89.63,92.34,86.02
1153.611061,89.42,92.25,85.34
1151.747392,89.09,92.1,84.52
1149.883723,88.66,91.87,83.58
1148.020054,88.1,91.56,82.46
1146.156385,87.43,91.16,81.1
1144.292716,86.66,90.68,79.44
1142.429047,85.77,90.08,77.6
1140.565378,84.76,89.35,75.71
1138.701709,83.63,88.47,73.83
1136.83804,82.39,87.43,71.99
1134.974371,81.06,86.26,70.17
1133.110703,79.7,85.06,68.29
1131.247034,78.39,83.89,66.28
1129.383365,77.16,82.87,64.05
1127.519696,76.03,81.99,61.49
1125.656027,74.96,81.21,58.58
1123.792358,73.91,80.55,55.46
1121.928689,72.94,79.97,52.38
1120.06502,72.15,79.53,49.63
1118.201351,71.62,79.29,47.53
1116.337682,71.44,79.25,46.32
1114.474013,71.53,79.32,46.19
1112.610344,71.7,79.35,47.02
1110.746675,71.74,79.27,48.05
1108.883007,71.44,79.02,48.1
