"","Kingdom","Phylum","Class","Order","Family","Genus"
"4614","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA
"4615","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"4616","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4617","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga"
"4618","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"4619","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA
"4620","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4621","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4622","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA
"4623","Bacteria","Proteobacteria","Alphaproteobacteria","NRL2",NA,NA
"4624","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4625","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4626","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"4627","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"4628","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"4629","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4630","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"4631","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"4632","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium"
"4633","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thiobacimonas"
"4634","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4635","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4636","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","XY-R5"
"4637","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter"
"4638","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula"
"4639","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4640","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4641","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4642","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea"
"4643","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4644","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"4645","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA
"4646","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4647","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Stappia"
"4648","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea"
"4649","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4650","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter"
"4651","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae",NA
"4652","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"4653","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4654","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4655","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"4656","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"4657","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4658","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Roseivirga"
"4659","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae","Thalassobaculum"
"4660","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"4661","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"4662","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"4663","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4665","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
"4666","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4667","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4668","Bacteria",NA,NA,NA,NA,NA
"4669","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum"
"4670","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"4671","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"4672","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"4673","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4674","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Roseivirga"
"4675","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4676","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4677","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA
"4678","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4679","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4680","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"4681","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"4682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4683","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae",NA
"4684","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4685","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maritimibacter"
"4686","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"4687","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4688","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4689","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4690","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4691","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"4692","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4693","Bacteria",NA,NA,NA,NA,NA
"4694","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA
"4695","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Marinibaculum"
"4696","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4697","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4698","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga"
"4699","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"4700","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4701","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4702","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4703","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas"
"4704","Bacteria",NA,NA,NA,NA,NA
"4705","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Halodesulfovibrio"
"4706","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"4707","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4708","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4709","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"4710","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae",NA
"4711","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4712","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"4713","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4714","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"4715","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"4716","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphobacterium"
"4717","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4718","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4719","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"4720","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4721","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4722","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4723","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"4724","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa"
"4725","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia"
"4726","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"4727","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4728","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"4729","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4730","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"4731","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4732","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4733","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Roseivirga"
"4734","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maritimibacter"
"4735","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4736","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA
"4737","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4738","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4739","Bacteria",NA,NA,NA,NA,NA
"4740","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA
"4741","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4742","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"4743","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"4744","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"4745","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4746","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Polymorphum"
"4747","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Polymorphum"
"4748","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium"
"4749","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Polymorphum"
"4750","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA
"4751","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"4752","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium"
"4754","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4755","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Thermopetrobacteraceae","Thermopetrobacter"
"4756","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4757","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Sunxiuqinia"
"4758","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"4759","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4760","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4761","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum"
"4762","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4763","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA
"4764","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4765","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas"
"4766","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4767","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"4768","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"4769","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphobacterium"
"4770","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4771","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4772","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4773","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae",NA
"4774","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Oricola"
"4775","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4776","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4777","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA
"4778","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"4779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4780","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4781","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4782","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","DSSD61"
"4783","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas"
"4784","Bacteria",NA,NA,NA,NA,NA
"4785","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"4786","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"4787","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus"
"4788","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4789","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoluna"
"4790","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pararhodospirillum"
"4791","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea"
"4792","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae",NA
"4793","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
"4794","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"4795","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"4796","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Stakelama"
"4797","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA
"4798","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"4799","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Pelagibacterium"
"4800","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"4801","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira"
"4802","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4803","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"4804","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"4805","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4806","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4807","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4808","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4809","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4810","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter"
"4811","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4812","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"4813","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Amorphus"
"4814","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"4815","Bacteria","Firmicutes",NA,NA,NA,NA
"4816","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"4817","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"4818","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA
"4819","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA
