pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
HISDEG-PWY	38.7022	44.9958	46.3613	51.7722	57.7016	49.8025	60.8995	50.9064	50.5371	43.7813	57.5995	44.7224	49.7928	47.794	36.3082	37.3409	39.0443	37.9617	34.253	38.2325	46.5348	43.0965	35.9561	48.0567	59.8919	49.1807	48.4419	52.2747	42.1184	46.7194	41.8483	48.5341	33.5892	36.9326	31.9294	44.1928	39.6038	31.643	34.5103	43.1496	41.7717	47.7084	36.9016	67.3759	37.6793	37.6905	34.7977	29.2595	33.7231	27.8027	23.0977	24.1905	23.0359	64.6849	47.3373	47.0602	47.7487	30.1457	36.7706	30.6451	29.3644	38.1619	40.6414	37.0207	35.4662	36.6909	33.1236	36.4935	29.5515	29.7352	47.2483	32.7081	49.904	49.2729	62.6686	47.2198	49.6741	53.5186	34.014	37.0529	32.0963	39.8651	54.7273	35.1671	31.1276	52.9371	39.3674	42.5414	44.9182	38.313	39.726	40.0234	45.4552	53.8836	46.0951	67.4523	53.2506	55.4094	58.803	42.5062	47.398	39.266	35.6079	36.3035	54.7008	40.9628	47.54	40.2032	47.8477	34.9204	38.2962	42.3359	44.5983	45.4999	45.0828	37.1792	61.3797	52.6266	52.4009	62.1309	45.3664	51.808	41.2518	51.7785	40.1717	43.0905	42.3334	47.7992	40.7748	45.2457	40.7853	99.3798	94.1549	46.1588	40.8947	44.2259	48.0663
HISTSYN-PWY	41.5454	49.4786	50.8113	78.5982	62.707	53.9911	63.8992	57.451	56.0809	53.369	70.3775	55.9128	62.6002	63.1335	53.3889	61.2824	56.6796	54.3125	53.6066	58.2824	51.3521	46.9712	50.8558	50.8928	89.8938	54.6212	52.079	55.3272	48.246	53.5323	51.9858	61.5841	45.0969	76.7497	63.688	67.4689	55.9616	54.8769	52.2768	49.079	46.2925	53.5275	40.9214	101.6301	40.9267	40.6336	38.365	35.4007	39.3066	48.5005	34.3007	35.5075	34.3936	96.4217	55.341	52.291	53.1797	36.6173	42.4946	35.0946	50.2194	56.2439	56.2568	50.1195	43.8872	44.9929	42.0852	44.0034	36.2753	35.9563	50.6129	56.1668	54.1499	53.4759	97.2892	55.326	54.806	59.0402	39.7589	42.6472	36.682	52.8325	59.1137	50.9954	45.4812	61.5307	51.4722	52.232	53.1385	46.9827	51.5669	46.3396	50.8955	56.7807	52.0789	100.4267	59.762	61.0839	61.7778	50.0441	56.188	47.0359	64.9495	62.5508	56.6805	58.4708	56.4657	55.2815	56.3495	57.8967	48.0365	49.3932	49.4174	50.0553	50.1167	40.4732	99.118	58.9716	59.026	64.5862	52.4058	56.9402	49.7153	66.4545	58.5823	59.0489	44.8772	58.6837	56.9736	54.9876	57.812	103.7187	104.8303	52.7509	54.5323	54.8812	53.901
HOMOSER-METSYN-PWY	36.157	32.8685	34.4999	22.7795	55.8608	46.0676	60.0395	47.0805	47.1803	41.1782	52.5049	38.5365	40.7629	40.5636	29.294	35.5353	36.6527	33.8535	30.5154	32.5279	35.3182	30.8835	30.6341	36.9765	19.2558	45.7249	41.2494	49.3569	37.9187	43.6614	38.6919	45.1447	28.146	32.1967	29.8386	42.4684	35.6301	27.6451	29.5172	35.9831	32.3205	37.6967	35.9458	21.4576	36.9155	36.5682	31.1415	26.5768	30.328	23.5662	19.3201	20.9467	19.915	19.7102	44.5705	43.4406	46.8644	25.3479	30.6576	24.7721	24.0388	32.3487	35.3123	31.1285	31.6935	32.2347	30.3345	32.9197	25.677	26.8719	42.0887	27.8193	44.971	45.5321	25.4129	41.3749	45.6257	50.6024	28.0834	30.0792	26.4923	33.3726	52.6101	31.2379	27.6763	46.7254	34.6412	37.6491	38.9652	34.361	34.4122	33.0078	40.4623	48.4283	41.3701	18.7694	47.9319	48.219	55.2237	36.2778	40.0168	31.8473	31.3258	33.6694	52.725	34.6477	37.3616	36.3731	42.8714	29.966	33.0662	36.6854	32.0918	32.0882	31.9105	33.8065	20.5729	49.0728	44.0562	61.9014	39.6172	45.8522	35.2888	39.2391	36.5031	32.9635	38.8789	38.6273	36.8691	41.3224	36.14	37.2483	3.1775	40.2465	37.8033	38.7749	37.2034
HSERMETANA-PWY	26.8724	44.9896	45.8218	80.7085	56.974	42.735	58.8137	40.1552	46.4672	39.3329	58.352	50.7488	54.942	51.9077	50.991	58.6116	52.2158	54.7882	52.8863	58.9804	47.9284	43.5533	42.9993	46.3751	92.4396	51.848	43.6761	55.1356	36.967	46.9635	43.6773	49.8266	39.6205	73.2716	59.6089	66.1016	57.6287	54.31	52.1296	45.982	43.2375	48.6617	32.071	109.3924	31.6311	29.9203	32.5933	27.5134	31.9904	38.8513	28.4287	30.0817	27.8407	97.6763	40.9551	38.7153	40.6178	28.5513	35.4087	28.6531	41.405	45.7652	48.0245	43.6244	37.4174	37.3774	34.6075	39.1278	31.3617	30.9856	48.0097	47.6239	48.2076	47.9358	112.6792	42.9942	38.7737	47.0003	30.5868	34.0689	30.055	46.0326	40.5994	42.6097	39.3038	57.2101	51.4692	49.9527	50.4897	45.5532	52.1933	43.5895	46.5253	36.8102	46.3211	104.3397	50.2078	46.5091	57.7437	35.6264	46.8211	40.2208	58.3062	62.1108	41.8863	54.2827	55.4495	51.3814	52.0157	58.132	47.0491	50.5213	45.0461	43.4161	43.7924	28.7806	105.9466	52.2588	47.7708	60.8426	38.2283	45.0747	36.2804	59.7265	56.5864	53.261	31.9775	58.5067	52.8612	50.2394	57.8402	145.4644	128.2458	48.2707	52.8484	55.326	48.052
ILEUSYN-PWY	78.1511	104.2381	104.7154	155.5231	97.8177	84.2306	97.6698	101.8117	94.0786	92.2678	127.8798	91.8795	122.8346	117.8633	86.2845	88.717	85.8121	81.9859	81.8811	88.9872	99.8691	96.0661	90.0673	102.9409	177.9966	85.5167	78.986	85.395	82.8239	89.7334	90.8063	100.943	75.3917	130.022	87.6423	104.847	84.716	80.8914	77.9245	98.36	96.2354	104.4599	72.4575	206.1164	73.9018	76.319	70.8163	70.4051	73.3249	94.135	51.3224	54.0121	49.7587	186.1019	98.0392	90.2432	88.3636	62.7515	76.4579	63.3074	94.8656	106.0589	104.4652	91.7323	77.4815	81.3225	72.1739	79.7116	66.069	61.4038	98.2639	104.2305	111.1396	104.6705	206.838	102.8616	95.2634	101.2615	71.3977	77.6118	68.6414	94.5161	113.1564	88.4305	78.4106	137.6168	87.555	89.51	95.4075	83.5285	87.2756	95.2044	105.5043	111.1438	111.8928	198.7613	100.7367	101.3496	99.636	89.962	104.7249	94.172	103.7736	105.2575	103.196	109.5059	104.1361	85.8194	90.7614	83.5954	81.7166	83.6853	99.6037	104.3642	101.8335	77.0943	199.4693	94.4013	95.9566	96.4763	95.5676	101.028	93.1302	113.4803	101.8416	115.0607	85.2801	105.92	90.9722	88.9353	92.2709	144.5889	151.0156	84.0377	87.5084	91.3821	108.8418
KDO-NAGLIPASYN-PWY	17.7796	34.9855	36.7114	21.3231	25.2924	29.0931	22.7789	22.9329	24.7183	23.9657	23.7993	27.4565	26.3857	26.2122	27.9709	25.9392	26.615	28.6808	29.854	27.8145	37.9811	33.9416	23.8986	38.8251	13.8219	26.8301	30.2219	26.1484	24.9237	25.8039	25.5069	26.1763	23.6187	27.3484	26.4256	23.6656	29.8571	30.0507	29.052	35.4642	33.0015	40.1867	23.1345	0.2394	23.4133	22.2273	25.7911	23.892	24.3717	31.1605	20.7765	21.7849	18.8636	6.5829	23.0363	31.9861	23.004	20.6571	21.7597	19.809	31.6519	23.1756	25.0088	22.1259	25.815	24.3273	24.4553	26.5051	26.0436	25.168	41.4798	35.1177	42.66	42.3209	6.9334	25.772	31.494	23.2809	20.1694	22.4612	20.4276	22.9566	24.6882	23.1346	23.4639	28.0543	26.9582	26.3885	28.9749	29.1178	27.9657	34.1941	38.7169	31.4318	37.5785	3.1699	25.4938	35.6614	24.0165	22.7856	25.0672	23.5596	22.2832	25.646	23.1538	20.129	25.6957	24.8148	25.339	29.2707	29.6421	27.0361	33.2699	32.8622	33.6459	18.8236	1.7265	25.7735	33.5545	23.4487	23.9614	24.4064	23.2133	21.5398	26.2628	23.7998	20.9727	26.3251	25.6153	24.4657	28.4391	71.3407	1.4227	31.0541	29.775	27.6828	37.0206
KETOGLUCONMET-PWY	7.9529	6.4472	6.225	5.0803	4.5657	4.724	3.7358	8.1953	7.6341	6.8428	9.0195	4.6752	8.5175	10.7901	8.8284	3.3868	4.9161	4.7138	5.1097	6.1758	6.1149	6.2605	4.4202	6.0559	4.9352	5.0895	5.504	4.0829	5.8489	5.7703	7.2168	6.2621	3.3971	4.223	3.0442	4.6266	4.1748	4.6712	5.3294	6.6372	6.5959	5.699	4.2197	4.9523	3.763	5.0019	7.1267	7.2754	7.1071	0.843	0.4298	0.4475	0.2173	4.7721	9.5791	8.3048	8.0039	6.1956	8.3452	6.8412	0.7848	8.7647	6.6475	7.086	6.9758	7.6602	6.3073	7.021	6.9332	6.0415	0.9618	0.8815	1.1983	1.0461	6.8157	9.2607	9.603	8.7204	7.536	8.2141	8.5311	4.1607	11.3174	5.7811	5.4211	10.0051	7.2792	7.3457	7.3317	7.2994	7.1697	6.4791	5.3792	12.7107	5.3633	5.511	8.2763	9.0813	6.665	9.0394	10.0111	10.7375	3.8923	3.6954	9.5597	5.3173	9.2653	5.708	6.2576	5.1527	7.8351	7.1827	6.254	6.1002	5.8696	7.6402	6.4963	5.9328	7.5193	3.1371	8.462	8.77	9.3401	5.7886	3.429	7.0315	9.0815	9.4728	5.396	6.0536	6.2338	41.5914	3.8002	5.6574	5.2193	6.882	5.9788
LACTOSECAT-PWY	0	0.0952	0.2138	0.5397	0.0128	0.0154	0.0267	0	0.0604	0.0287	0.0779	0.0611	0.0718	0.0769	0.0169	0	0	0.0141	0.0243	0.0172	0.1228	0.0951	0.1008	0.1072	0.2228	0.0287	0.0174	0.0389	0	0.0152	0.0171	0.0656	0	0.0338	0	0.0253	0	0.0164	0	0.0597	0.0757	0.1107	0.0141	0	0	0	0	0.0243	0	0	1.2417	1.248	2.0124	0.5157	0	0	0	0	0	0	0	0.0658	0.1513	0.107	0	0.0154	0	0	0	0	0.1744	0	0.2671	0.346	0.4758	0.0287	0	0.016	0	0	0	0.1084	0	0	0	0	0	0.0253	0	0	0	0.1261	0.0943	0	0.1863	0.8886	0	0	0.0145	0	0.0545	0	0	0.0158	0	0.0328	0	0.013	0	0.0129	0	0.0172	0.0477	0.0477	0.0633	0	0.1418	0.0154	0.031	0.0271	0	0.0129	0.0157	0.052	0.0386	0.1101	0	0.013	0	0.0167	0	0	0	0	0.0343	0.031	0.1915
LEU-DEG2-PWY	33.8115	47.5934	48.5186	68.3627	54.1885	43.4805	59.1638	44.4202	47.1943	38.1477	63.4843	52.1598	54.5193	54.4202	52.0353	57.1084	51.7972	51.1374	50.5839	56.0184	47.5153	44.7189	46.3663	48.4161	81.0711	48.3118	45.4811	53.5451	42.1344	46.8481	41.7282	54.6033	41.1565	72.4751	60.5649	64.8099	53.2848	52.688	50.9686	45.4033	44.0923	50.1163	38.5841	92.3836	38.7323	37.7597	38.876	34.3772	39.5124	51.9344	25.7079	26.2036	24.2871	85.3317	43.8413	42.3668	43.9083	31.2275	38.6685	32.2725	52.7106	52.7164	52.0615	46.7351	40.5355	40.3746	37.677	40.357	33.9264	33.3432	52.2797	57.2188	56.7344	54.1659	94.7293	47.3744	43.0244	50.2031	34.7071	38.6829	34.1857	49.8515	50.5668	47.1865	41.7398	64.4861	49.2293	45.7907	46.1909	42.2331	49.1384	48.1249	53.5814	47.5288	56.056	89.8977	51.1506	49.6065	59.7357	40.77	50.3886	43.0796	62.1866	61.9747	51.1414	52.8908	55.1296	49.2803	50.4423	56.4338	42.7647	47.4154	47.1627	47.8418	48.1221	36.0133	85.6843	51.1307	49.2125	61.3938	43.1129	49.4951	38.9157	60.838	57.0884	51.6286	39.2918	57.3384	51.8194	49.6644	54.2306	121.9964	136.6745	44.9667	48.1451	51.8976	49.6171
LIPASYN-PWY	0.071	0.1684	0.5719	0.368	0.1524	0.2537	0.2231	0.1845	0.2428	0.1697	0.4913	0.0499	0.4012	0.338	0.1151	0.1016	0.2009	0.0865	0.0685	0.0246	0.4505	0.1904	0.0748	0.5877	1.0872	0.1578	0.2124	0.2919	0.206	0.1598	0.2425	0.3267	0.0499	1.8087	0.0617	0.3791	0.0817	0.0691	0.0694	1.6733	0.6592	1.5719	0.2377	0	0.1293	0.04	0.1614	0.2702	0.2241	0.4251	0.2002	0.2628	0.3077	0.2711	0.1698	0.1667	0.0576	0.0911	0.0245	0.0941	0.477	0.3858	0.4387	0.0993	0.1294	0.0865	0.0749	0.0599	0.0214	0.02	0.1632	0.5847	0.0856	0.02	0.3699	0.0951	0.1474	0.0912	0.1335	0.0487	0.1124	0.025	0.2347	0.0743	0.0986	0.1696	0.1032	0.155	0.0676	0.1546	0.0845	0.232	0.2366	0.1351	0.4696	0.2711	0.1152	0.1103	0.0244	0.1556	0.2963	0.1346	0.3569	0.5216	0.1258	0.0991	0.0333	0.1164	0.0472	0.0235	0.0642	0.0908	0.0249	0.074	0.2623	0.0955	0.2715	0.1337	0.2772	0.173	0.0671	0.1538	0.0468	0.4088	1.2439	0.436	0.2683	0.0976	0.1351	0.1396	0.1232	0	0	0	0.1335	0	0.2411
LPSSYN-PWY	0	0	0	0	0	0	0	0	0	0	0	0.2122	0	0	0	0	0	0	0	0	0	0	0.0532	0	0	0	0	0	0	0	0	0	0.1063	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	2.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3958	0	0	0	0	0	0	0	0	0	0	0.0533	0	0	0	0	0	0	0	0	0	1.0236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MET-SAM-PWY	44.0004	43.9494	45.7529	39.299	69.6591	57.7254	73.7698	59.0893	60.0834	52.7967	66.9432	53.7149	56.1223	55.6492	44.5861	52.8432	52.1964	49.6232	45.4281	48.8505	46.9113	41.7982	43.6181	47.9202	35.5813	59.4359	54.6964	63.3967	48.9878	56.7306	51.1505	58.7005	40.0945	50.4605	47.1656	61.1677	51.8826	43.0181	44.7303	45.9504	42.4069	49.3804	45.4846	39.5959	46.2459	45.5739	41.7392	35.425	41.2446	35.8266	28.1363	29.8614	28.2245	36.4554	57.0254	55.1672	58.1842	35.011	41.8716	33.8547	36.7537	47.1837	49.8673	43.8303	44.0109	44.5922	41.8433	44.8602	35.3794	37.1747	52.8424	42.0533	55.072	55.8058	45.4044	55.6516	57.4163	64.0615	38.0548	41.2506	35.4539	46.2231	64.9916	44.499	39.2507	59.6412	48.7805	50.9246	51.5513	45.7666	48.2503	43.3033	50.6719	60.2199	50.8988	35.4768	62.6499	62.3941	70.4134	48.483	54.0245	43.2264	46.9636	48.5255	64.518	47.589	52.7808	51.6699	57.954	46.6664	45.6523	50.1723	43.4249	43.0715	43.2067	42.6648	37.9239	63.1632	58.9339	75.8003	52.0408	59.8059	47.596	53.8426	49.5717	46.9422	48.7005	54.7727	52.715	55.7662	52.1392	60.2104	7.0892	50.3105	51.9981	53.7993	48.4339
METH-ACETATE-PWY	0.1848	0.1975	0.4294	0.1595	0.04	0.2255	0.2091	0	0	0	0.048	0.3772	0	0	0	0.1106	0.1106	0.3285	0.0959	0	0.3059	0.1848	1.1106	0.217	0.032	0	0	0.0959	0	0	0	0.03	0.2126	0.048	0.1498	0	0	0.0571	0	0.2089	0.1106	0.4472	0.7841	0	0.5043	0.4567	0.4524	1.0693	0.6562	1.2259	0.8972	0.8394	0.6172	0.0267	0.1976	0.1497	0.2255	0.1016	0	0	1.8161	0.6245	0.4568	0.2973	0.5105	0.1242	0.2609	0.1638	0.1016	0.2608	0.2453	2.5775	0.203	0.0654	0	0.2454	0.1198	0.1017	0	0.0639	0.1436	0.1848	0.7368	0.1847	0.1368	0.5999	0.129	0.1497	0.2488	0.4336	0.3283	0.1065	0.2731	0.4223	0.0676	0	0.1849	0.1597	0.137	0.2127	0	0	0.399	0.1675	0.539	0	0.048	0.0959	0	0	0.0799	0.1065	0.2802	0.2868	0.1847	0.3463	0	0.1065	0.386	0.137	0	0	0	0.169	0.169	0	0.251	0.1198	0.0959	0.1497	0.1498	0	0	0	0.3942	0.0533	0.5616
METHGLYUT-PWY	0.0167	0.0488	0.1682	0.2833	0	0	0	0	0.0375	0.0237	0.0444	0.0952	0.0631	0.1018	0	0	0.0375	0.0214	0.0222	0.0333	0.0248	0.0721	0.0244	0.1196	0.2793	0	0.02	0	0	0.0237	0.0238	0.05	0.0643	0.0246	0	0	0.02	0	0	0.0249	0.0248	0.049	0.0214	0.5716	0	0	0	0.0227	0	0.047	0.2647	0.2063	0.4446	0.9526	0	0	0	0	0.0231	0	0	0.0882	0	0.0233	0	0	0	0.0333	0	0	0.2383	0.2281	0.2516	0.3644	1.28	0.0454	0.02	0	0.0375	0.0714	0.0375	0.2496	0	0.0333	0.0375	0.0244	0.0227	0.0222	0	0	0	0.2284	0.2879	0	0.5305	0.7321	0.0222	0.0227	0	0	0	0	0	0.0227	0	0.0464	0	0.02	0.02	0.02	0	0	0.0962	0.2024	0.4123	0	0.2252	0	0.0222	0	0	0	0	0.1124	0.0222	0	0.06	0.0235	0	0.0333	0	0	0	0	0	0.0167	0.1457
METHYLGALLATE-DEGRADATION-PWY	0.5551	1.042	1.0648	9.3548	0.623	0.7908	0.541	0.5871	0.8756	0.7233	2.0012	2.1988	6.7849	2.6856	0.8695	0.8538	0.9573	0.9506	1.139	0.9129	2.1856	0.7754	2.0864	1.3744	8.8924	0.4077	0.7111	0.554	0.4894	0.9487	0.5692	2.0842	1.7998	6.2088	0.9394	1.1406	0.7736	0.9166	0.7732	2.7229	1.4583	1.8581	0.0951	11.0211	0.2754	0.2428	0.2431	0.4075	0.3138	0.5028	1.0495	0.2631	0.1837	9.4596	0.9179	0.6774	0.5679	0.8175	0.8142	0.7834	0.7046	1.8883	1.8799	1.951	0.6931	0.9673	0.6403	0.6871	0.6808	0.5473	1.9182	0.6244	0.6402	0.479	10.3729	0.9591	0.5486	1.1557	0.7885	1.1846	0.4542	2.8853	0.5794	2.0942	1.9381	2.0548	1.1918	0.8309	1.0645	1.3198	1.2222	1.5464	0.6231	0.4549	0.7102	10.2245	0.4309	0.6067	0.633	0.636	0.5348	0.6878	5.0739	4.9289	0.3132	2.749	0.6961	0.7016	0.7437	0.6489	0.7779	0.8405	1.5753	0.8153	0.7446	0.5567	11.7465	0.6295	1.0351	0.5413	0.5505	0.6017	0.3143	3.4704	4.0895	2.7454	0.6826	1.1953	0.9523	0.9706	1.2163	46.597	14.819	0	0.8714	1.2229	2.317
NAD-BIOSYNTHESIS-II	2.338	2.8611	2.175	10.6393	2.098	1.2999	2.3355	0.0999	0.5174	0.5759	1.149	5.9378	1.2074	1.962	1.7525	1.6557	1.7898	1.8295	1.6729	0.3987	3.2204	4.2401	11.3223	1.8476	11.2776	0.9117	0.6947	0.8341	0.1796	0.3389	0.2593	0.8929	7.6591	2.9006	1.1697	3.024	1.2469	1.5393	0.478	1.8469	4.2701	1.7903	5.2664	11.3945	5.1104	4.5623	4.8529	6.0503	6.6849	21.6589	4.8034	5.7298	6.758	12.5363	2.7217	2.2031	1.6135	1.679	0.9298	1.526	20.6071	10.2209	8.5809	7.3298	3.5995	2.4349	3.6455	2.5895	2.3849	2.6897	2.1029	21.1522	1.7746	1.5991	21.1572	2.556	2.4116	1.7324	1.2195	1.6281	1.277	6.1029	5.9583	5.8878	3.7556	1.3268	2.363	2.4641	2.2252	2.7246	2.458	2.3101	2.4681	6.1007	2.7367	11.6526	1.6539	2.3765	1.1693	1.3573	1.1275	0.9497	3.4443	3.235	4.3454	2.4548	1.6153	1.6506	1.8409	1.1497	2.1987	1.9009	1.9814	1.9238	1.6726	2.9387	13.0486	1.9615	2.3554	2.8951	0.3188	0.6557	0.1796	3.0938	2.7719	3.3977	2.5602	2.0998	1.7298	2.4349	1.7717	47.2006	5.8835	0	2.6766	2.4591	2.7296
NADSYN-PWY	0	1.9201	2.5834	4.3744	2.6327	4.3414	2.6762	5.7303	2.315	0.8931	18.0818	0.3152	8.6982	8.8901	0.9104	1.0945	2.1453	1.977	1.1597	1.2012	2.4763	1.2118	0.3926	2.7242	7.8958	1.6563	7.6033	1.5801	6.778	0.4979	0.4642	13.3746	0.6561	3.0106	0.9182	1.4222	1.3653	0.746	0.348	1.3383	1.3505	2.4388	0.0794	7.4956	0.0793	0.0794	0.158	0.1971	0.3126	7.5067	0.0793	0.2344	0.1576	7.6243	0.4279	0.467	0.2357	0.1583	0.1585	0.2363	8.6888	0.8479	0.7357	0.5466	0.1585	0.1977	0.1974	0.3144	0.1584	0.0795	0.0399	8.3984	0.0399	0.0399	4.8741	2.9726	2.6976	2.6949	2.8123	3.3606	1.5466	7.3657	0	2.2253	2.3876	1.4237	1.7163	5.0686	2.5216	0.9796	1.9154	1.7411	0.7766	0.2365	1.1501	9.4747	3.6295	5.9502	3.864	5.8221	5.8707	3.3307	10.2064	3.9166	0.3494	4.477	2.5262	2.0428	5.3296	2.0414	2.6133	2.9869	1.2882	1.1107	1.7545	0.0795	6.9413	3.7861	7.4489	3.0188	7.584	5.9357	2.9932	18.7601	4.6626	5.6209	0.0399	2.113	1.7281	3.8969	2.2443	0	0	11.2185	1.486	2.4635	2.482
NAGLIPASYN-PWY	25.3099	46.8978	48.1485	68.1639	46.0411	36.7643	48.856	34.9714	39.5993	33.4231	52.3378	46.5641	50.6434	48.3556	46.8458	50.5618	45.6746	48.8883	46.65	51.6135	48.3696	44.079	39.4686	48.3368	79.0537	43.6299	40.0735	46.8297	35.4651	40.2899	36.6987	45.7692	36.5953	65.7524	53.6788	54.3501	50.7762	48.9108	46.8767	46.1856	43.6687	50.1112	32.4127	88.1073	31.9869	30.3986	34.407	29.4406	33.909	46.0665	24.696	25.4944	22.4154	83.5838	37.8308	36.9978	37.3738	28.905	34.3202	28.6837	47.5524	44.9376	44.7255	40.7664	37.9644	37.5488	35.3844	39.4666	32.6719	32.7914	47.2943	53.367	49.9664	48.9884	82.4821	41.346	36.4261	42.2626	30.0717	33.8625	29.5847	43.7095	38.3331	41.6108	38.1489	55.8982	44.9673	43.6363	48.7954	42.1243	46.5974	43.7615	48.1341	35.4154	49.029	90.0611	43.8371	42.0842	50.3908	33.9527	42.9714	36.7793	55.7431	54.5889	38.8399	50.3639	48.276	43.7061	44.1199	53.0689	42.3282	43.3102	46.8728	47.4674	47.2245	27.9288	86.4379	44.1907	42.5504	51.2893	35.5376	41.4603	33.6162	52.0644	50.5337	48.0737	30.1326	49.3184	45.0809	42.5889	50.9672	97.4758	97.27	44.2505	47.2668	47.0206	50.6575
NONMEVIPP-PWY	39.3194	47.6677	48.9026	75.0836	60.6709	52.2373	62.1244	54.959	53.7094	50.5662	66.9513	53.048	58.1745	59.6526	50.529	57.9149	53.5781	51.4187	50.4601	55.108	49.7654	45.4086	47.6414	49.1189	85.7674	52.4406	50.1582	53.5021	45.7624	50.9879	49.2451	58.2224	42.2004	72.109	59.7952	64.1341	53.1336	51.6535	49.3924	47.6544	44.6487	51.7994	39.1357	97.4655	39.0628	38.7942	36.4413	33.4584	37.5013	42.3444	31.8245	33.1345	31.8329	92.2082	52.4578	49.7613	50.7983	33.972	39.725	32.6177	43.3495	52.674	52.7805	46.9816	41.3182	42.2364	39.5682	41.331	33.8681	33.7598	48.5183	49.1102	51.4827	50.6749	92.9532	52.5115	52.4781	56.5053	37.043	40.0021	34.1146	49.0962	57.3684	47.5679	42.1473	58.5212	48.7316	49.4369	49.9011	44.1597	48.877	44.4584	48.8375	54.8754	49.8731	96.8352	57.1145	58.7122	59.5851	47.2216	53.0158	44.2099	59.8173	57.9611	55.0513	54.0998	53.8215	52.4132	53.7884	54.5804	45.5438	47.1804	47.3742	47.5535	47.1408	38.0921	94.8267	56.5914	56.622	62.722	49.756	54.3963	46.8978	62.225	54.6515	55.2144	42.8078	56.1156	54.0942	52.5423	54.8053	97.3671	102.829	43.9422	51.8246	52.2373	52.0329
