pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
NONOXIPENT-PWY	53.4584	63.728	64.2531	99.5689	78.0906	63.2837	82.8771	71.3683	70.5881	64.8341	80.8463	75.2401	77.6302	73.5015	59.1116	65.3455	63.8981	61.9013	57.7179	64.8467	65.0031	59.7244	67.235	64.1813	114.3617	67.9638	61.3219	71.9589	62.5805	68.6809	62.4774	76.9323	59.522	85.6205	67.4682	74.7649	65.0709	58.5417	58.9205	62.9184	60.3076	66.4437	56.0949	129.3058	57.2964	57.1544	54.0334	47.9264	53.6591	61.1298	42.4438	44.2947	41.1074	122.704	71.8529	60.8832	68.7425	43.642	54.0621	41.8668	62.1427	72.0713	75.7693	66.4108	56.4585	58.0269	52.6171	56.3937	43.803	45.0244	64.153	69.7801	67.484	63.9188	125.8665	72.7918	63.9617	76.0202	48.1933	53.1339	46.1448	66.5232	80.6398	63.8611	56.7469	70.3045	59.9158	59.5798	61.6084	53.2455	58.9383	61.7376	63.2589	72.738	65.5023	128.5019	74.5361	70.2972	81.9166	62.1533	72.3628	59.8341	72.6129	69.901	78.1907	70.3316	63.3267	61.0641	65.8106	64.0998	53.4996	58.9677	60.946	61.8923	60.2004	53.7759	126.7918	72.679	66.6548	84.78	64.6319	74.4793	62.6652	80.5661	68.2029	77.2359	60.623	66.8792	63.7118	63.9777	64.9749	132.8408	134.457	61.3714	58.8268	63.6464	68.524
OANTIGEN-PWY	37.8557	40.9078	41.6831	70.0225	55.5678	49.6691	54.3577	52.3232	49.7587	47.9813	59.2198	48.3718	51.5016	52.8514	47.4956	53.7626	50.4299	48.1157	47.7637	52.2733	44.3151	39.7811	43.8173	42.5878	75.0453	48.5402	47.5447	47.5434	43.8855	46.4099	46.4894	53.9549	38.176	56.8791	56.5402	54.24	49.9504	49.65	47.7293	42.7651	39.8152	45.0268	35.1464	85.1769	34.7661	35.5812	32.0944	31.108	33.5379	38.4693	23.915	23.7371	22.3155	78.7421	48.7791	48.1489	46.1163	32.0059	37.303	30.5419	39.9384	46.8847	47.8222	42.9113	36.97	38.2927	35.2332	37.0501	31.529	31.041	39.7673	45.2714	39.7122	38.2299	84.1195	48.7206	50.5485	51.0525	34.8104	37.3209	32.1192	45.4561	53.4269	41.7168	37.0231	52.5438	44.9056	42.9921	42.9286	39.1965	44.7699	35.6127	38.1705	53.3141	37.2723	80.9994	53.0605	55.883	51.8598	44.7027	48.96	40.7119	46.8249	47.3411	49.3248	50.739	48.5864	48.3675	47.4347	52.4723	40.5489	42.6307	40.7932	39.9189	39.064	36.8451	87.0915	52.0157	53.2325	53.7605	46.8481	50.223	44.0494	58.8455	48.7461	52.7161	40.6058	51.3496	49.9235	47.4883	50.8856	101.0547	100.0364	43.06	45.641	47.8685	45.6543
ORNARGDEG-PWY	6.726	6.4912	5.2284	4.4706	3.3433	3.502	3.0812	8.2717	6.3052	7.8837	5.0017	4.406	7.3529	4.9818	1.9877	1.8266	2.2763	1.6786	2.3638	3.2051	4.6142	4.8342	4.7519	5.1878	2.522	3.2822	2.8738	2.9736	9.2528	7.1049	7.1257	7.7556	4.0194	4.793	1.9633	2.6426	2.6063	1.7898	2.1373	4.8961	6.2114	4.3198	7.0453	0.1349	7.924	8.3751	7.6723	8.1308	7.1356	4.0263	5.7428	5.9374	4.8168	1.7524	7.2714	4.8807	5.9409	4.1942	6.1492	4.523	2.7417	5.5221	5.8545	5.5444	5.3595	6.3964	4.1592	5.0128	4.2255	3.3238	7.6388	3.4368	7.5113	5.9077	2.5127	8.2289	5.4865	5.9016	5.7251	5.8392	6.7568	4.5034	8.2557	5.3575	5.6055	5.3892	4.9559	4.3371	4.7947	4.638	3.9041	7.6372	6.3534	8.3986	6.5533	0.9241	6.0956	5.0792	5.7976	7.7413	7.7667	8.363	3.5581	5.0513	7.9468	5.3835	2.1309	2.6866	3.8093	1.3427	2.8595	3.5837	5.4287	6.217	5.5672	6.7559	0.4919	4.2737	3.5768	2.5213	8.4413	7.9749	8.9974	4.7952	4.84	6.8482	7.6931	3.2035	4.1894	3.1726	3.0739	36.6354	0	0	2.1248	3.4224	5.6542
ORNDEG-PWY	4.9937	7.3983	7.1421	9.1296	4.9645	6.208	4.3855	6.4955	6.4643	6.8454	4.3473	4.4091	8.3102	5.2043	6.9918	5.5327	6.3506	6.2223	6.4341	6.4799	6.7359	7.137	4.7128	7.0589	9.4329	6.1857	6.7178	5.949	7.6982	6.8769	7.1318	6.0595	4.8801	8.2782	5.6449	4.7322	6.2094	6.5052	7.3568	7.3794	7.278	6.7138	6.0692	12.987	6.5205	6.5555	6.9483	7.004	6.7278	4.4373	6.9493	6.536	6.0387	11.2296	5.8165	6.3565	6.2786	6.3814	5.6062	5.7052	4.5388	4.658	4.9014	4.5089	6.9475	6.5466	6.7817	6.7057	7.5088	7.764	7.0888	4.255	6.4456	6.576	12.1744	6.6511	6.3972	5.605	5.8979	6.1184	6.0283	3.8539	6.1104	4.5736	5.1434	6.4946	6.661	6.184	6.1279	6.5346	6.3161	7.9068	7.2811	6.4335	7.0251	10.9621	6.0223	5.8304	5.2366	6.134	5.8798	6.804	7.5705	6.8623	6.0364	3.954	6.3277	5.9031	5.8001	6.1264	6.7427	6.7515	7.9127	7.5309	7.6863	4.9672	11.7499	5.6285	5.933	4.2883	6.939	6.2356	7.2524	4.4666	5.8436	5.145	5.8775	6.1686	6.0274	5.7256	5.7986	0	0	0	6.1239	6.1194	6.4759
P101-PWY	23.5666	39.3393	39.285	14.7131	24.6825	24.7676	20.741	32.8738	29.5505	33.7339	46.1623	19.9324	42.1446	43.0415	44.9333	45.852	40.3586	39.8241	42.6776	46.2981	37.3909	37.6239	22.6266	37.5118	12.8952	26.2698	25.5455	21.6237	30.9246	31.152	34.951	36.476	20.6375	57.9365	54.5119	43.7625	40.6449	47.4834	42.9872	37.8669	36.6951	39.0677	24.5101	9.0654	24.9712	25.7031	28.1273	29.0575	28.2916	38.9031	28.8447	28.1035	25.6495	9.92	35.8297	35.8743	31.5592	27.9481	30.3406	26.077	38.2789	39.612	33.1741	29.8919	34.6148	35.3697	32.699	35.75	32.8021	30.6834	48.4627	42.3086	51.134	49.3925	8.2527	39.0325	36.1967	32.9342	28.028	30.1843	27.6774	26.5759	33.1661	33.8424	32.1185	57.7309	38.3706	32.5352	34.5342	32.0681	37.3049	43.8623	48.3954	36.5004	49.8455	7.3372	33.3437	33.6214	26.1271	32.4909	37.5854	37.5767	47.8951	43.6842	28.805	33.5054	41.541	38.0375	29.4173	49.0996	33.483	30.8628	39.5069	40.0062	40.8809	24.2467	8.5886	28.4927	30.9947	20.3037	34.6795	32.401	36.9513	30.9101	35.2339	34.3824	26.8906	41.5409	39.2907	30.9732	42.2088	7.9088	3.9391	15.3262	35.5157	35.3049	38.8569
P105-PWY	48.2954	57.3367	59.0788	89.9187	75.066	63.9863	79.562	63.8431	65.917	57.7959	81.3373	68.415	71.1535	71.2237	61.4758	68.6731	64.2304	61.2003	59.4356	64.1505	59.704	54.1789	61.9218	59.673	101.9605	65.0402	62.4886	68.7077	55.3226	63.0904	57.2626	73.007	54.4192	93.4179	66.9839	82.4024	63.1338	57.6369	57.1241	56.3098	53.372	62.6947	49.6981	113.782	49.8117	49.226	46.3909	41.7344	47.1779	47.2495	39.0272	40.6946	39.4009	106.7058	62.4702	59.9428	62.6528	41.6123	49.4071	41.1364	50.008	65.1967	66.2787	59.0475	50.8246	51.6758	48.9458	50.7362	41.6769	41.7149	58.7534	57.1073	61.8288	61.4648	110.8286	62.6206	62.1307	69.8808	45.3963	49.5527	42.2152	62.0743	70.7873	59.6429	52.7467	70.6265	59.4569	58.9121	60.4086	54.2111	59.2987	53.1538	58.6632	66.4107	59.6371	108.7618	69.0641	69.6557	76.3381	55.5861	63.5093	52.128	75.9518	75.0222	70.3251	65.0437	66.5193	62.4454	65.7883	59.3229	55.3144	58.7625	56.6961	56.7311	56.8512	47.8728	110.6145	69.3259	67.5626	80.6514	57.8056	65.0566	52.245	77.4145	70.2523	65.822	53.7719	69.2646	65.5148	65.0244	65.0165	150.9965	152.8393	62.3098	62.4383	63.889	62.1211
P108-PWY	25.8237	43.1235	44.7631	80.6346	42.4495	37.6581	36.4015	39.5993	35.3389	33.4242	59.7282	31.1017	50.2095	51.5353	31.6002	37.4218	34.4208	31.5525	32.257	35.1473	41.0009	37.5571	32.1866	43.3217	97.1012	36.5668	38.1901	33.2509	31.6229	31.7056	33.6111	44.3138	24.6677	52.2455	28.5085	45.0056	31.9931	28.7281	27.4701	40.0435	37.9984	43.548	19.6775	111.9676	19.827	21.3081	20.0126	22.579	21.3871	20.6391	13.6555	14.8489	14.0595	105.1524	30.9879	31.0437	27.0076	20.7828	25.9933	21.6303	22.7558	34.7621	36.3396	31.567	23.3973	26.1632	21.3429	24.6227	20.3402	17.0418	32.9808	25.1433	39.748	37.157	103.6528	37.8452	35.6245	35.9585	26.7534	28.27	24.256	34.3085	35.1609	28.5267	25.4804	55.3679	35.7264	43.1111	44.7946	37.6115	36.5639	35.0078	39.1175	36.448	42.5334	111.8786	40.0082	43.4504	37.1485	35.9732	41.6828	36.7878	34.2545	36.0023	31.1759	47.0671	46.6761	38.5257	45.1955	27.7701	37.6998	36.5029	43.5411	46.2058	45.1624	24.9683	105.6665	40.8359	45.9869	33.7693	40.398	41.103	36.0727	51.9271	40.9764	49.2279	28.4266	47.0327	40.5792	40.9517	39.0323	5.6409	7.0626	40.7391	42.9765	39.9434	47.4828
P122-PWY	12.5856	11.099	10.3937	21.8286	11.9097	12.0422	8.5425	16.2969	14.5506	17.4655	17.5231	20.5817	19.4216	19.5191	5.1286	5.4457	8.3043	6.4822	9.8198	10.1038	11.8473	8.8373	21.844	13.9897	19.8198	12.2865	11.0367	8.2355	14.2055	15.8497	17.182	18.8185	17.4322	19.7979	5.216	4.9314	6.71	7.2231	6.2877	9.5027	9.8128	14.4061	9.8206	17.1361	10.364	11.0009	10.0135	11.8827	9.7564	8.0579	6.1717	6.7814	5.2445	18.9774	14.3366	14.6989	12.466	12.4264	15.2783	10.3472	6.6995	18.7941	22.5185	19.3231	13.923	16.0418	12.0724	14.157	13.9777	11.1245	16.6019	7.7561	16.021	15.5195	20.4582	15.9183	13.5612	13.6577	12.7255	13.0773	13.0458	17.9073	10.8866	16.3456	16.3067	11.2414	10.8767	12.2546	12.4699	13.4014	10.3044	12.472	12.8033	11.2571	13.7664	19.9571	13.2653	15.2513	12.869	16.7971	18.5205	16.902	16.2589	13.7328	8.7467	18.0608	6.934	9.4473	10.0819	5.2593	12.4678	9.9467	8.1262	8.6733	7.9709	13.5718	18.7158	13.5107	16.5962	7.8235	15.0644	13.42	15.9333	18.1681	15.9354	20.6819	13.5755	7.313	9.0632	8.2181	8.3701	0	1.0256	15.7404	9.7358	10.5905	11.7973
P124-PWY	14.0293	12.4675	11.7138	29.5751	14.0478	13.8406	9.9719	20.2254	16.9454	21.3443	21.2024	25.2972	23.3442	22.9009	5.817	6.2242	9.4913	7.4558	11.1871	11.5994	13.3098	9.9322	25.4219	15.5384	30.0567	14.4173	12.7324	9.5429	19.4234	18.3209	19.2511	23.0176	19.9193	21.2219	5.894	5.5994	7.7337	8.2378	7.1941	10.6959	11.0674	15.9558	11.3366	33.6441	12.1052	13.8367	11.4994	13.1911	11.2003	9.1774	6.9302	7.5824	5.9602	31.5358	23.0072	23.8617	18.4518	13.5049	16.8474	11.1951	7.6284	22.7791	27.332	22.7369	15.7174	18.1028	13.5027	16.3649	15.1147	12.4224	18.1979	8.8142	19.949	17.1565	29.4001	22.8562	22.2309	18.404	13.8525	14.3939	14.0872	20.0762	17.0077	18.0591	17.4862	12.6183	12.4998	14.1289	14.4446	15.3331	11.8261	13.3852	13.8021	22.934	14.6945	31.9883	20.4046	25.3091	15.3184	19.831	23.6687	19.8312	19.5721	14.7686	14.7111	27.8404	7.9196	10.9078	11.6273	6.0395	14.3272	11.425	9.1823	9.8081	9.0164	15.0937	37.4408	16.0912	20.7227	9.1928	20.3507	22.5411	22.7027	24.2629	17.1481	28.4689	15.5223	8.3563	10.3759	9.4116	9.658	60.116	3.7816	17.9482	11.2562	12.2398	13.3126
P125-PWY	16.464	1.031	1.3064	1.5463	17.3732	18.2948	15.3883	23.7631	16.7848	20.491	16.9174	2.7231	9.028	12.1648	4.7515	8.6679	9.5378	3.467	4.7357	4.2483	1.1148	1.426	4.5835	0.8633	1.3788	10.8101	12.0874	8.0034	12.6738	13.0794	15.1567	15.0025	2.3603	6.5016	6.9154	11.9492	3.2723	3.4566	3.3107	1.4739	1.6174	0.9472	8.3126	1.0314	8.6859	10.3646	3.1332	5.0615	4.2521	1.0191	0.5875	0.839	0.9705	1.81	17.8133	14.9986	15.7847	6.1349	6.3844	4.8368	1.0191	7.8525	5.8632	4.6213	4.3968	6.084	5.4667	2.8958	1.9681	1.6527	0.3599	1.4862	0.3119	0.204	0.8756	13.4512	18.7476	16.6088	8.4248	7.276	5.6037	4.6948	22.3643	6.3676	4.0193	3.4853	4.8918	6.9951	1.8448	2.9666	2.936	0.8872	0.6476	22.4664	0.6716	0.9526	15.9062	18.8903	10.701	15.832	11.576	8.8895	4.4063	3.3277	18.3348	3.0717	6.743	10.2091	11.5676	2.1537	4.1786	4.6823	0.6955	0.7075	0.7674	11.9878	0.8276	14.9296	16.0864	13.1653	16.9351	15.2791	15.9756	10.5753	4.4484	7.1472	14.8157	8.1942	10.9649	11.8685	4.825	0	0	0	5.5543	6.2843	1.8808
P161-PWY	10.7078	24.2053	26.3074	11.8701	11.898	20.4117	9.7589	12.1802	12.7537	14.2811	11.0823	17.4239	12.899	13.0842	15.4005	13.1634	14.1143	15.668	16.9351	13.9976	27.5581	24.818	20.9275	30.2378	13.318	13.7934	19.6474	12.6168	14.0356	13.4738	14.5922	12.4996	18.0918	14.1871	13.9092	10.1908	16.1535	16.6514	16.7854	23.7363	22.0626	31.3408	13.9801	7.381	14.3929	13.3799	16.7757	16.9719	15.3341	22.2819	27.8913	30.0684	30.1161	9.3016	12.1491	27.9949	11.7852	12.9333	12.3281	12.1583	23.7164	12.8181	16.1476	13.948	15.0371	13.0511	14.4489	15.2626	18.9638	17.3249	39.4752	27.2558	39.8627	42.3325	12.4212	13.7509	26.8833	11.0919	11.5098	12.6691	11.9366	13.0989	13.8541	12.0483	13.0187	13.793	14.3721	12.9347	14.0144	16.3047	14.5948	25.3781	30.9872	27.5613	29.4112	9.3608	12.7865	28.5062	10.2228	12.4113	12.5945	12.5138	10.2529	14.2728	11.8938	9.5304	12.1483	12.6773	12.0923	16.0351	16.9695	14.0809	21.0464	20.0842	22.1766	10.9021	7.8807	12.4855	23.6671	9.9675	13.0854	11.725	12.7792	10.532	15.2932	12.2156	12.3727	12.496	13.2287	11.6569	14.9927	44.5873	0.3597	16.2877	16.019	14.3801	25.1082
P162-PWY	0	0.0796	0.0797	0.1195	0	0	0	0	0	0	0	0.0797	0	0	0	0.0399	0	0.1977	0.0399	0	0	0	0.1589	0.0399	0	0	0	0	0	0	0	0	0.0399	0	0.1189	0	0	0	0	0	0.0399	0.1586	0.2367	0	0.0399	0.0796	0.0399	0.3151	0.1979	0.0399	0.0399	0.0796	0.119	0	0.0399	0	0.0399	0	0	0	0.1983	0.0798	0.0399	0.0797	0	0	0	0.0399	0	0	0	0.0797	0	0	0	0.0399	0.0399	0	0	0.0399	0.0399	0.0399	0.1191	0.0399	0.0399	0	0	0	0	0.2756	0.0797	0	0	0.1581	0	0	0	0.0399	0.0399	0	0	0	0.0797	0.0399	0.1189	0	0	0	0	0	0	0	0.0797	0	0.0797	0.0797	0	0.0399	0.0399	0.0795	0	0	0	0	0.0399	0	0	0.0399	0	0.0399	0	0	0	0	0.0797	0	0.0399
P163-PWY	0.2386	0.1856	0.2382	0.2123	0.1596	0.0799	0.133	0.0267	0.133	0.0533	0.1064	0.264	0.0266	0.0266	0.0798	0.1065	0.2652	0.0532	0.2121	0.1594	0.2379	0.2376	0.5484	0.1063	0.2388	0.0799	0.1595	0.2122	0	0.0533	0.1064	0.0533	0.3404	0.2381	0	0.0533	0.1857	0.1063	0	0.2641	0.2118	0.1063	0.4197	0.5543	0.4971	0.1327	0.3371	0.7194	0.7654	1.7079	0.8209	0.9213	0.7732	0.3707	0.1594	0.2387	0.1064	0.0532	0.1061	0.1582	2	0.6776	0.3426	0.3156	0.4399	0.1848	0.1846	0.2854	0.1307	0.2312	0.1323	2.047	0.2371	0.1586	0.133	0.3435	0.1595	0.2652	0.1589	0.1061	0.1585	0.5234	0.5546	0.1326	0.4422	0.2381	0.1064	0.2653	0.3176	0.1064	0.1858	0.338	0.1846	0.1596	0.0796	0.2388	0.2125	0.2126	0.1859	0.1329	0.1329	0.0532	0.3921	0.3409	0.5016	0.1859	0.1064	0.239	0.1861	0.1062	0.0798	0.2386	0.3428	0.2908	0.2382	0.2383	0.4235	0.0799	0.4501	0.1595	0	0.0533	0.0267	0.1858	0.1853	0.2121	0.2385	0.2916	0.1596	0.2918	0.2123	0	0	0	0.2388	0.2652	0.4736
P164-PWY	2.241	30.152	31.1956	27.8485	23.7731	19.9316	19.1062	8.5349	10.3907	8.7601	5.9777	10.658	6.7455	8.3041	25.2232	35.7666	28.1186	31.8646	31.4762	33.4579	30.0763	24.6137	11.0924	28.8848	22.705	22.482	22.0653	19.2524	4.2278	10.5979	6.9924	3.8413	7.1875	9.4792	28.0379	28.518	31.909	30.5737	26.4422	28.9859	28.0097	29.3115	6.2587	28.5117	7.6187	2.8196	4.9673	10.0021	11.2774	20.8706	8.6702	10.5448	9.031	24.8314	2.1645	2.0813	1.8522	2.149	0.9455	2.8831	23.3638	7.8743	8.1867	6.7412	6.0597	2.0838	2.7971	2.5228	1.8513	3.5429	2.0988	21.5397	1.8754	2.1724	21.1482	4.4172	5.9432	6.7031	1.709	2.4546	2.307	11.147	9.3733	5.3004	5.93	24.7718	31.9817	32.8894	37.3597	33.7301	34.2096	6.5499	8.2033	6.2483	2.7808	23.9074	17.0473	17.726	18.41	8.7649	11.3848	6.5243	6.3681	9.1339	5.0194	32.3948	32.8502	32.0355	29.7127	31.6935	31.1928	28.4907	33.3487	35.1123	33.7922	2.3167	36.5794	22.917	25.036	18.3611	9.5445	12.8383	6.866	10.9991	9.2936	12.8885	3.702	34.2211	32.8051	27.9161	36.5212	0	0	34.2825	37.2981	32.4754	35.5005
P184-PWY	0.2842	0.7867	0.6802	9.2118	0.2047	0.1577	0.0959	0.23	0.0674	0.1846	1.0676	2.1424	1.7264	1.686	0	0.1578	0.2424	0.539	0.2198	0.1592	2.1297	0.7107	2.0678	0.8751	8.7231	0.065	0.1278	0.034	0.1508	0.4319	0.126	0.9901	1.7769	2.9361	0.1296	0.0677	0.0983	0.1592	0.067	2.6837	1.35	1.8296	0.0527	10.9454	0.1342	0.1638	0.1305	0.1897	0	0.5317	1.1171	0.2565	0.1646	9.3682	0.2668	0.1817	0.3062	0.1856	0.3095	0.2369	0.7035	1.273	1.6936	1.4545	0.3214	0.4508	0.1801	0.2785	0.2555	0.2859	1.8372	0.6241	0.3641	0.3443	10.0885	0.4316	0.034	0.3522	0.2368	0.1623	0.1216	1.7778	0.291	1.0718	1.0079	0.7999	0.354	0.3338	0.395	0.4557	0.1923	1.4143	0.4215	0.3651	0.4598	10.1891	0.1217	0.1536	0.3353	0.0971	0.0659	0.2093	1.3114	1.6645	0.2282	1.8127	0.1829	0.1823	0.2353	0.1262	0.1572	0.2648	1.3377	0.4056	0.3978	0.1241	11.6839	0.1806	0.3237	0.1507	0	0.1258	0.1169	2.2875	1.1052	2.3704	0.2791	0.2774	0.243	0.2696	0.1921	53.9283	19.8667	0	0.1866	0.4031	2.1141
P221-PWY	21.5815	27.9635	28.0875	19.4978	18.2677	15.5445	17.9294	35.843	25.4845	32.9906	53.1628	23.1031	41.2702	49.0613	43.6454	55.3731	41.327	34.1623	42.793	43.9652	26.4931	20.357	26.4874	23.8775	27.7602	16.3358	14.1012	15.5159	29.7459	30.2875	35.2561	51.9462	22.4562	118.4213	70.2108	82.2103	36.0433	46.0025	37.0195	29.5801	24.5495	30.3758	17.9304	23.377	19.3186	20.5578	19.6831	24.0459	19.7884	27.7349	32.8513	34.5781	30.6354	20.6773	23.5844	13.2841	18.0562	14.6755	19.1852	14.3437	27.0541	40.4937	31.9736	29.864	22.1494	23.532	23.087	18.8243	17.291	14.1134	32.403	28.3448	33.916	30.5372	26.3093	29.8023	18.4983	23.1974	20.9246	21.8788	20.8077	31.1446	25.9227	46.1393	42.6289	34.2551	33.554	30.5962	25.431	25.3888	30.9966	38.9046	34.5158	23.718	37.4468	23.4818	23.3675	21.0892	23.0391	32.8667	38.9288	36.5327	83.6076	80.2622	23.2828	41.9345	33.6549	37.0882	32.7888	43.0621	27.5124	25.7399	26.2829	26.5479	27.0368	21.4246	23.8055	21.613	20.5326	15.4548	33.8475	30.2564	35.2446	46.3118	58.9087	42.8366	23.8961	37.7528	46.3274	34.8559	38.5404	2.29	97.9274	20.4847	32.5033	27.381	30.2259
P23-PWY	4.3218	31.8328	34.02	74.409	35.2544	25.7456	26.5522	10.2927	10.9769	9.5193	18.4699	29.259	14.8113	18.8848	26.5997	41.8254	32.0183	36.766	33.7726	35.4438	31.8545	25.2528	31.6729	31.9982	79.2237	30.4198	29.526	26.0881	5.9209	12.0054	8.8583	11.1406	24.5935	29.8338	29.6776	42.6329	36.2842	31.0722	26.8842	29.427	29.3522	31.4168	12.0021	89.4497	9.5657	5.7444	9.6709	14.6466	14.1519	26.0709	15.9515	16.8828	14.731	91.6727	5.7324	4.5733	3.6659	4.2087	4.8901	3.0135	30.9141	20.92	25.2755	22.2064	8.9336	6.1253	6.4175	7.3353	2.9215	5.8068	4.6963	35.5296	6.0435	5.5669	69.1391	7.8613	8.5803	10.0863	2.865	4.7303	4.0135	26.4446	12.4079	16.4609	16.4766	27.5731	35.5831	43.2361	49.0417	41.0884	39.0176	10.5858	11.0845	8.9835	7.0056	84.8796	19.4232	20.6438	21.6442	10.1947	11.4125	7.7058	16.9458	22.8579	9.9774	43.3983	37.9267	38.3946	43.0172	31.996	39.7224	35.094	36.2668	37.5356	36.2371	6.9247	97.1322	28.8662	33.5802	27.4656	9.1171	12.2292	6.8654	28.5648	18.7138	32.3734	5.7055	38.9346	37.9548	36.0251	41.5134	0	0.6283	42.4867	50.0906	39.4997	39.5042
P241-PWY	0	0	0	0	0.0509	0.0483	0.0173	0.0514	0.0811	0.0636	0.0232	0.1215	0.0387	0.0233	0	0.0271	0	0	0	0.027	0.0962	0	0	0.0478	0	0.0981	0.2007	0.1912	0.0681	0.1587	0.0642	0.0298	0	0.0233	0.1564	0.228	0.0809	0.1549	0.0787	0.1533	0.0261	0.3071	0	0	0	0	0	0.0243	0	0	0	0.0134	0	0	0	0	0	0	0	0.01	0.0256	0	0	0	0.0134	0	0	0	0	0	0	0.0277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0	0	0	0	0	0	0.0375	0	0	0	0.0172	0	0.0137	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0.0126	0.0135	0	0.0174	0.0172	0	0.0246	0.0131	0	0.0168	0.0138	0.0138	0	0	0	0	0	0	0	0
P261-PWY	0.0798	0.3147	1.3112	3.7622	2.4778	2.0278	1.8556	1.7526	2.2865	1.9446	2.0347	1.0771	2.8835	2.6049	1.5438	0.5341	0.6297	0.5894	1.1956	0.9713	0.8067	0.3323	1.1864	1.4576	3.4846	2.6921	2.4181	1.6765	1.3979	2.0814	2.2664	1.7974	0.8238	7.0809	0.5121	0.75	1.7024	1.1516	1.0332	0.9434	0.7267	1.548	0.2168	3.612	0.2557	0.1586	0.2495	0.3475	0.1955	0.4046	0.2754	0.2757	0.2567	4.2252	0.434	0.5865	0.3164	0.4241	0.2736	0.1184	0.6517	0.9664	1.5392	1.3559	0.2905	0.2738	0.3868	0.7108	0.1546	0.1536	0.0397	0.6101	0.6446	0.1367	1.8226	1.3302	1.7513	1.233	1.1213	0.9584	0.3303	2.9704	0.199	1.2254	1.5602	1.5272	0.7436	0.9032	1.8405	0.7448	0.7821	0.2637	0.3391	0.04	0.7757	3.2441	1.202	1.6393	0.6659	0.5898	1.3573	0.603	5.0641	5.4408	0.1988	2.6129	0.7269	1.037	0.3775	0.7394	0.5912	1.1599	0.6227	0.5853	0.623	0.1981	6.2243	1.7691	1.9956	0.8988	0.668	1.7541	0.9337	3.4996	6.885	3.2066	0.1787	1.5802	1.1902	1.1335	1.7973	0	0	0	1.1354	0.669	1.2189
